[Strings]
nth  paddr      vaddr      len  size section       type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2782 0x0006ff3c 0x0048e93c 10   11                 ascii   .idata$6*\b
2783 0x0006ff60 0x0048e960 5    6                  ascii   .data
2784 0x0006ff72 0x0048e972 4    5                  ascii   .bss
2785 0x0006ff84 0x0048e984 10   11                 ascii   .idata$7P\n
2786 0x0006ff98 0x0048e998 6    7                  ascii   data$5
2787 0x0006ffa8 0x0048e9a8 9    10                 ascii   .idata$4|
2788 0x0006ffbc 0x0048e9bc 8    9                  ascii   data$6 \b
2789 0x0006ffcc 0x0048e9cc 5    6                  ascii   .text
2790 0x0006ffde 0x0048e9de 5    6                  ascii   .data
2791 0x0006fff0 0x0048e9f0 4    5                  ascii   .bss
2792 0x00070002 0x0048ea02 10   11                 ascii   .idata$7L\n
2793 0x00070014 0x0048ea14 8    9                  ascii   .idata$5
2794 0x00070028 0x0048ea28 7    8                  ascii   data$4t
2795 0x00070038 0x0048ea38 8    9                  ascii   .idata$6
2796 0x0007005c 0x0048ea5c 5    6                  ascii   .data
2797 0x0007006e 0x0048ea6e 4    5                  ascii   .bss
2798 0x00070080 0x0048ea80 10   11                 ascii   .idata$7H\n
2799 0x00070094 0x0048ea94 6    7                  ascii   data$5
2800 0x000700a4 0x0048eaa4 9    10                 ascii   .idata$4l
2801 0x000700b8 0x0048eab8 8    9                  ascii   data$6\b\b
2802 0x000700c8 0x0048eac8 5    6                  ascii   .text
2803 0x000700da 0x0048eada 5    6                  ascii   .data
2804 0x000700ec 0x0048eaec 4    5                  ascii   .bss
2805 0x000700fe 0x0048eafe 10   11                 ascii   .idata$7D\n
2806 0x00070110 0x0048eb10 8    9                  ascii   .idata$5
2807 0x00070124 0x0048eb24 7    8                  ascii   data$4d
2808 0x00070134 0x0048eb34 8    9                  ascii   .idata$6
2809 0x00070158 0x0048eb58 5    6                  ascii   .data
2810 0x0007016a 0x0048eb6a 4    5                  ascii   .bss
2811 0x0007017c 0x0048eb7c 10   11                 ascii   .idata$7@\n
2812 0x00070190 0x0048eb90 6    7                  ascii   data$5
2813 0x000701a0 0x0048eba0 9    10                 ascii   .idata$4\
2814 0x000701b4 0x0048ebb4 6    7                  ascii   data$6
2815 0x000701c4 0x0048ebc4 5    6                  ascii   .text
2816 0x000701d6 0x0048ebd6 5    6                  ascii   .data
2817 0x000701e8 0x0048ebe8 4    5                  ascii   .bss
2818 0x000701fa 0x0048ebfa 10   11                 ascii   .idata$7<\n
2819 0x0007020c 0x0048ec0c 8    9                  ascii   .idata$5
2820 0x00070220 0x0048ec20 7    8                  ascii   data$4T
2821 0x00070230 0x0048ec30 8    9                  ascii   .idata$6
2822 0x00070254 0x0048ec54 5    6                  ascii   .data
2823 0x00070266 0x0048ec66 4    5                  ascii   .bss
2824 0x00070278 0x0048ec78 10   11                 ascii   .idata$78\n
2825 0x0007028c 0x0048ec8c 6    7                  ascii   data$5
2826 0x0007029c 0x0048ec9c 9    10                 ascii   .idata$4L
2827 0x000702b0 0x0048ecb0 6    7                  ascii   data$6
2828 0x000702c0 0x0048ecc0 5    6                  ascii   .text
2829 0x000702d2 0x0048ecd2 5    6                  ascii   .data
2830 0x000702e4 0x0048ece4 4    5                  ascii   .bss
2831 0x000702f6 0x0048ecf6 10   11                 ascii   .idata$74\n
2832 0x00070308 0x0048ed08 8    9                  ascii   .idata$5
2833 0x0007031c 0x0048ed1c 7    8                  ascii   data$4D
2834 0x0007032c 0x0048ed2c 8    9                  ascii   .idata$6
2835 0x00070350 0x0048ed50 5    6                  ascii   .data
2836 0x00070362 0x0048ed62 4    5                  ascii   .bss
2837 0x00070374 0x0048ed74 10   11                 ascii   .idata$70\n
2838 0x00070388 0x0048ed88 6    7                  ascii   data$5
2839 0x00070398 0x0048ed98 9    10                 ascii   .idata$4<
2840 0x000703ac 0x0048edac 6    7                  ascii   data$6
2841 0x000703bc 0x0048edbc 5    6                  ascii   .text
2842 0x000703ce 0x0048edce 5    6                  ascii   .data
2843 0x000703e0 0x0048ede0 4    5                  ascii   .bss
2844 0x000703f2 0x0048edf2 10   11                 ascii   .idata$7,\n
2845 0x00070404 0x0048ee04 8    9                  ascii   .idata$5
2846 0x00070418 0x0048ee18 7    8                  ascii   data$44
2847 0x00070428 0x0048ee28 8    9                  ascii   .idata$6
2848 0x0007044c 0x0048ee4c 5    6                  ascii   .data
2849 0x0007045e 0x0048ee5e 4    5                  ascii   .bss
2850 0x00070470 0x0048ee70 10   11                 ascii   .idata$7(\n
2851 0x00070484 0x0048ee84 6    7                  ascii   data$5
2852 0x00070494 0x0048ee94 9    10                 ascii   .idata$4,
2853 0x000704a8 0x0048eea8 6    7                  ascii   data$6
2854 0x000704b8 0x0048eeb8 5    6                  ascii   .text
2855 0x000704ca 0x0048eeca 5    6                  ascii   .data
2856 0x000704dc 0x0048eedc 4    5                  ascii   .bss
2857 0x000704ee 0x0048eeee 10   11                 ascii   .idata$7$\n
2858 0x00070500 0x0048ef00 8    9                  ascii   .idata$5
2859 0x00070514 0x0048ef14 7    8                  ascii   data$4$
2860 0x00070524 0x0048ef24 10   11                 ascii   .idata$6x\a
2861 0x0007057e 0x0048ef7e 7    8                  ascii   handler
2862 0x000705c6 0x0048efc6 5    6                  ascii   .text
2863 0x000705ea 0x0048efea 5    6                  ascii   .data
2864 0x0007060e 0x0048f00e 4    5                  ascii   .bss
2865 0x00070632 0x0048f032 6    7                  ascii   .xdata
2866 0x00070656 0x0048f056 6    7                  ascii   .pdata
2867 0x0007067a 0x0048f07a 5    6                  ascii   .file
2868 0x0007068c 0x0048f08c 4    5                  ascii   fake
2869 0x0007069e 0x0048f09e 5    6                  ascii   hname
2870 0x000706b0 0x0048f0b0 6    7                  ascii   fthunk
2871 0x000706e6 0x0048f0e6 5    6                  ascii   .data
2872 0x0007070a 0x0048f10a 4    5                  ascii   .bss
2873 0x0007072e 0x0048f12e 8    9                  ascii   .idata$2
2874 0x00070752 0x0048f152 9    10                 ascii   .idata$4$
2875 0x00070764 0x0048f164 8    9                  ascii   .idata$5
2876 0x00070788 0x0048f188 4    5                  ascii   fake
2877 0x0007079a 0x0048f19a 5    6                  ascii   .text
2878 0x000707be 0x0048f1be 5    6                  ascii   .data
2879 0x000707e2 0x0048f1e2 4    5                  ascii   .bss
2880 0x00070806 0x0048f206 8    9                  ascii   .idata$4
2881 0x0007082a 0x0048f22a 9    10                 ascii   .idata$54
2882 0x0007084e 0x0048f24e 8    9                  ascii   .idata$7
2883 0x00070872 0x0048f272 5    6                  ascii   .text
2884 0x00070884 0x0048f284 5    6                  ascii   .data
2885 0x00070896 0x0048f296 4    5                  ascii   .bss
2886 0x000708a8 0x0048f2a8 8    9                  ascii   .idata$7
2887 0x000708bc 0x0048f2bc 6    7                  ascii   data$5
2888 0x000708cc 0x0048f2cc 8    9                  ascii   .idata$4
2889 0x000708e0 0x0048f2e0 8    9                  ascii   data$6h\a
2890 0x000708f0 0x0048f2f0 5    6                  ascii   .text
2891 0x00070902 0x0048f302 5    6                  ascii   .data
2892 0x00070914 0x0048f314 4    5                  ascii   .bss
2893 0x00070926 0x0048f326 10   11                 ascii   .idata$7\f\n
2894 0x00070938 0x0048f338 8    9                  ascii   .idata$5
2895 0x0007094c 0x0048f34c 7    8                  ascii   data$4\f
2896 0x0007095c 0x0048f35c 10   11                 ascii   .idata$6V\a
2897 0x00070980 0x0048f380 5    6                  ascii   .data
2898 0x00070992 0x0048f392 4    5                  ascii   .bss
2899 0x000709a4 0x0048f3a4 10   11                 ascii   .idata$7\b\n
2900 0x000709b8 0x0048f3b8 6    7                  ascii   data$5
2901 0x000709c8 0x0048f3c8 8    9                  ascii   .idata$4
2902 0x000709dc 0x0048f3dc 8    9                  ascii   data$6H\a
2903 0x000709ec 0x0048f3ec 5    6                  ascii   .text
2904 0x000709fe 0x0048f3fe 5    6                  ascii   .data
2905 0x00070a10 0x0048f410 4    5                  ascii   .bss
2906 0x00070a22 0x0048f422 8    9                  ascii   .idata$7
2907 0x00070a34 0x0048f434 9    10                 ascii   .idata$5|
2908 0x00070a48 0x0048f448 6    7                  ascii   data$4
2909 0x00070a58 0x0048f458 10   11                 ascii   .idata$68\a
2910 0x00070a7c 0x0048f47c 5    6                  ascii   .data
2911 0x00070a8e 0x0048f48e 4    5                  ascii   .bss
2912 0x00070aa0 0x0048f4a0 8    9                  ascii   .idata$7
2913 0x00070ab4 0x0048f4b4 7    8                  ascii   data$5t
2914 0x00070ac4 0x0048f4c4 8    9                  ascii   .idata$4
2915 0x00070ad8 0x0048f4d8 6    7                  ascii   data$6
2916 0x00070ae8 0x0048f4e8 5    6                  ascii   .text
2917 0x00070afa 0x0048f4fa 5    6                  ascii   .data
2918 0x00070b0c 0x0048f50c 4    5                  ascii   .bss
2919 0x00070b1e 0x0048f51e 8    9                  ascii   .idata$7
2920 0x00070b30 0x0048f530 9    10                 ascii   .idata$5l
2921 0x00070b44 0x0048f544 6    7                  ascii   data$4
2922 0x00070b54 0x0048f554 8    9                  ascii   .idata$6
2923 0x00070b78 0x0048f578 5    6                  ascii   .data
2924 0x00070b8a 0x0048f58a 4    5                  ascii   .bss
2925 0x00070b9c 0x0048f59c 8    9                  ascii   .idata$7
2926 0x00070bb0 0x0048f5b0 7    8                  ascii   data$5d
2927 0x00070bc0 0x0048f5c0 8    9                  ascii   .idata$4
2928 0x00070bd4 0x0048f5d4 6    7                  ascii   data$6
2929 0x00070be4 0x0048f5e4 5    6                  ascii   .text
2930 0x00070bf6 0x0048f5f6 5    6                  ascii   .data
2931 0x00070c08 0x0048f608 4    5                  ascii   .bss
2932 0x00070c1a 0x0048f61a 8    9                  ascii   .idata$7
2933 0x00070c2c 0x0048f62c 9    10                 ascii   .idata$5\
2934 0x00070c40 0x0048f640 6    7                  ascii   data$4
2935 0x00070c50 0x0048f650 8    9                  ascii   .idata$6
2936 0x00070c74 0x0048f674 5    6                  ascii   .data
2937 0x00070c86 0x0048f686 4    5                  ascii   .bss
2938 0x00070c98 0x0048f698 8    9                  ascii   .idata$7
2939 0x00070cac 0x0048f6ac 7    8                  ascii   data$5T
2940 0x00070cbc 0x0048f6bc 8    9                  ascii   .idata$4
2941 0x00070cd0 0x0048f6d0 6    7                  ascii   data$6
2942 0x00070ce0 0x0048f6e0 5    6                  ascii   .text
2943 0x00070cf2 0x0048f6f2 5    6                  ascii   .data
2944 0x00070d04 0x0048f704 4    5                  ascii   .bss
2945 0x00070d16 0x0048f716 8    9                  ascii   .idata$7
2946 0x00070d28 0x0048f728 9    10                 ascii   .idata$5L
2947 0x00070d3c 0x0048f73c 6    7                  ascii   data$4
2948 0x00070d4c 0x0048f74c 8    9                  ascii   .idata$6
2949 0x00070d70 0x0048f770 5    6                  ascii   .data
2950 0x00070d82 0x0048f782 4    5                  ascii   .bss
2951 0x00070d94 0x0048f794 8    9                  ascii   .idata$7
2952 0x00070da8 0x0048f7a8 7    8                  ascii   data$5D
2953 0x00070db8 0x0048f7b8 8    9                  ascii   .idata$4
2954 0x00070dcc 0x0048f7cc 6    7                  ascii   data$6
2955 0x00070ddc 0x0048f7dc 5    6                  ascii   .text
2956 0x00070dee 0x0048f7ee 5    6                  ascii   .data
2957 0x00070e00 0x0048f800 4    5                  ascii   .bss
2958 0x00070e12 0x0048f812 8    9                  ascii   .idata$7
2959 0x00070e24 0x0048f824 9    10                 ascii   .idata$5<
2960 0x00070e38 0x0048f838 6    7                  ascii   data$4
2961 0x00070e48 0x0048f848 8    9                  ascii   .idata$6
2962 0x00070e6c 0x0048f86c 5    6                  ascii   .data
2963 0x00070e7e 0x0048f87e 4    5                  ascii   .bss
2964 0x00070e90 0x0048f890 8    9                  ascii   .idata$7
2965 0x00070ea4 0x0048f8a4 7    8                  ascii   data$54
2966 0x00070eb4 0x0048f8b4 8    9                  ascii   .idata$4
2967 0x00070ec8 0x0048f8c8 7    8                  ascii   data$6|
2968 0x00070ed8 0x0048f8d8 5    6                  ascii   .text
2969 0x00070eea 0x0048f8ea 5    6                  ascii   .data
2970 0x00070efc 0x0048f8fc 4    5                  ascii   .bss
2971 0x00070f0e 0x0048f90e 8    9                  ascii   .idata$7
2972 0x00070f20 0x0048f920 9    10                 ascii   .idata$5,
2973 0x00070f34 0x0048f934 6    7                  ascii   data$4
2974 0x00070f44 0x0048f944 9    10                 ascii   .idata$6b
2975 0x00070f68 0x0048f968 5    6                  ascii   .data
2976 0x00070f7a 0x0048f97a 4    5                  ascii   .bss
2977 0x00070f8c 0x0048f98c 8    9                  ascii   .idata$7
2978 0x00070fa0 0x0048f9a0 7    8                  ascii   data$5$
2979 0x00070fb0 0x0048f9b0 8    9                  ascii   .idata$4
2980 0x00070fc4 0x0048f9c4 7    8                  ascii   data$6R
2981 0x00070fd4 0x0048f9d4 5    6                  ascii   .text
2982 0x00070fe6 0x0048f9e6 5    6                  ascii   .data
2983 0x00070ff8 0x0048f9f8 4    5                  ascii   .bss
2984 0x0007100a 0x0048fa0a 8    9                  ascii   .idata$7
2985 0x0007101c 0x0048fa1c 8    9                  ascii   .idata$5
2986 0x00071030 0x0048fa30 6    7                  ascii   data$4
2987 0x00071040 0x0048fa40 9    10                 ascii   .idata$6:
2988 0x00071064 0x0048fa64 5    6                  ascii   .data
2989 0x00071076 0x0048fa76 4    5                  ascii   .bss
2990 0x00071088 0x0048fa88 8    9                  ascii   .idata$7
2991 0x0007109c 0x0048fa9c 6    7                  ascii   data$5
2992 0x000710ac 0x0048faac 8    9                  ascii   .idata$4
2993 0x000710c0 0x0048fac0 6    7                  ascii   data$6
2994 0x000710d0 0x0048fad0 5    6                  ascii   .text
2995 0x000710e2 0x0048fae2 5    6                  ascii   .data
2996 0x000710f4 0x0048faf4 4    5                  ascii   .bss
2997 0x00071106 0x0048fb06 8    9                  ascii   .idata$7
2998 0x00071118 0x0048fb18 9    10                 ascii   .idata$5\f
2999 0x0007112c 0x0048fb2c 6    7                  ascii   data$4
3000 0x0007113c 0x0048fb3c 8    9                  ascii   .idata$6
3001 0x00071160 0x0048fb60 5    6                  ascii   .data
3002 0x00071172 0x0048fb72 4    5                  ascii   .bss
3003 0x00071184 0x0048fb84 8    9                  ascii   .idata$7
3004 0x00071198 0x0048fb98 6    7                  ascii   data$5
3005 0x000711a8 0x0048fba8 8    9                  ascii   .idata$4
3006 0x000711bc 0x0048fbbc 6    7                  ascii   data$6
3007 0x000711cc 0x0048fbcc 5    6                  ascii   .text
3008 0x000711de 0x0048fbde 5    6                  ascii   .data
3009 0x000711f0 0x0048fbf0 4    5                  ascii   .bss
3010 0x00071202 0x0048fc02 8    9                  ascii   .idata$7
3011 0x00071214 0x0048fc14 8    9                  ascii   .idata$5
3012 0x00071228 0x0048fc28 7    8                  ascii   data$4|
3013 0x00071238 0x0048fc38 8    9                  ascii   .idata$6
3014 0x0007125c 0x0048fc5c 5    6                  ascii   .data
3015 0x0007126e 0x0048fc6e 4    5                  ascii   .bss
3016 0x00071280 0x0048fc80 8    9                  ascii   .idata$7
3017 0x00071294 0x0048fc94 6    7                  ascii   data$5
3018 0x000712a4 0x0048fca4 9    10                 ascii   .idata$4t
3019 0x000712b8 0x0048fcb8 6    7                  ascii   data$6
3020 0x000712c8 0x0048fcc8 5    6                  ascii   .text
3021 0x000712da 0x0048fcda 5    6                  ascii   .data
3022 0x000712ec 0x0048fcec 4    5                  ascii   .bss
3023 0x000712fe 0x0048fcfe 8    9                  ascii   .idata$7
3024 0x00071310 0x0048fd10 8    9                  ascii   .idata$5
3025 0x00071324 0x0048fd24 7    8                  ascii   data$4l
3026 0x00071334 0x0048fd34 8    9                  ascii   .idata$6
3027 0x00071358 0x0048fd58 5    6                  ascii   .data
3028 0x0007136a 0x0048fd6a 4    5                  ascii   .bss
3029 0x0007137c 0x0048fd7c 8    9                  ascii   .idata$7
3030 0x00071390 0x0048fd90 6    7                  ascii   data$5
3031 0x000713a0 0x0048fda0 9    10                 ascii   .idata$4d
3032 0x000713b4 0x0048fdb4 6    7                  ascii   data$6
3033 0x000713c4 0x0048fdc4 5    6                  ascii   .text
3034 0x000713d6 0x0048fdd6 5    6                  ascii   .data
3035 0x000713e8 0x0048fde8 4    5                  ascii   .bss
3036 0x000713fa 0x0048fdfa 8    9                  ascii   .idata$7
3037 0x0007140c 0x0048fe0c 8    9                  ascii   .idata$5
