[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
322   0x0000346e 0x004de06e 4   6    .vmp1   utf8    ܢm8. blocks=Syriac,Basic Latin
323   0x000034b7 0x004de0b7 5   6    .vmp1   ascii   DGx(G
324   0x000034e3 0x004de0e3 4   5    .vmp1   ascii   x'7c
325   0x00003528 0x004de128 6   9    .vmp1   utf8    'Au܇΄m blocks=Basic Latin,Syriac,Greek and Coptic
326   0x00003546 0x004de146 5   6    .vmp1   ascii   =.dWe
327   0x0000354c 0x004de14c 4   5    .vmp1   ascii   E8/@
328   0x00003574 0x004de174 9   10   .vmp1   ascii   v7w,-md\eP
329   0x00003596 0x004de196 4   5    .vmp1   ascii   Gqh!
330   0x0000360a 0x004de20a 5   6    .vmp1   ascii   ^$*L\v
331   0x00003611 0x004de211 6   7    .vmp1   ascii   1Ti6_0
332   0x0000363c 0x004de23c 4   5    .vmp1   ascii   Rin)
333   0x0000364f 0x004de24f 4   5    .vmp1   ascii   F?`t
334   0x0000367d 0x004de27d 4   5    .vmp1   ascii   v@'g
335   0x0000368e 0x004de28e 7   8    .vmp1   ascii   5i+wNJ_
336   0x000036ba 0x004de2ba 4   5    .vmp1   ascii   !w\v\e
337   0x000036cf 0x004de2cf 4   5    .vmp1   ascii   ME/G
338   0x000036ee 0x004de2ee 5   6    .vmp1   ascii   K<\v?p
339   0x00003716 0x004de316 8   9    .vmp1   ascii   L'bFo;K9
340   0x00003765 0x004de365 4   5    .vmp1   ascii   *0lG
341   0x0000377f 0x004de37f 6   7    .vmp1   ascii   'yL1'D
342   0x000037c0 0x004de3c0 5   6    .vmp1   ascii   /P\rC'
343   0x000037c6 0x004de3c6 5   7    .vmp1   utf8    -=וK! blocks=Basic Latin,Hebrew
344   0x000037ce 0x004de3ce 4   5    .vmp1   ascii   PK+9
345   0x00003805 0x004de405 4   6    .vmp1   utf8    ˿s?E blocks=Spacing Modifier Letters,Basic Latin
346   0x0000381a 0x004de41a 4   5    .vmp1   ascii   ;_tD
347   0x0000382b 0x004de42b 5   7    .vmp1   utf8    37B?D
348   0x00003842 0x004de442 4   6    .vmp1   utf8    K@ԓ? blocks=Basic Latin,Cyrillic Supplement
349   0x0000384b 0x004de44b 7   9    .vmp1   utf8    ]w\rǅ'1. blocks=Basic Latin,Latin Extended-B
350   0x00003865 0x004de465 8   9    .vmp1   ascii   (U@C8M.8
351   0x00003897 0x004de497 4   5    .vmp1   ascii   lLs4
352   0x000038bd 0x004de4bd 11  12   .vmp1   ascii   -#\b%P7?\n!/g
353   0x000038cf 0x004de4cf 4   5    .vmp1   ascii   \et|#
354   0x000038e3 0x004de4e3 7   8    .vmp1   ascii   \>qAf\n4
355   0x00003900 0x004de500 7   9    .vmp1   utf8    (j!Qdߴ5 blocks=Basic Latin,NKo
356   0x0000392e 0x004de52e 5   6    .vmp1   ascii   {@K<)
357   0x0000393a 0x004de53a 5   6    .vmp1   ascii   +qI!+
358   0x00003969 0x004de569 5   6    .vmp1   ascii   [.c$$
359   0x00003985 0x004de585 5   6    .vmp1   ascii   ONKU[
360   0x00003994 0x004de594 5   7    .vmp1   utf8    \aLDÚp blocks=Basic Latin,Latin-1 Supplement
361   0x000039a4 0x004de5a4 4   5    .vmp1   ascii   -k?4
362   0x000039f4 0x004de5f4 4   5    .vmp1   ascii   \v3\tU
363   0x00003a00 0x004de600 6   7    .vmp1   ascii   ;A=`*d
364   0x00003a1a 0x004de61a 6   7    .vmp1   ascii   ?>M3kJ
365   0x00003a27 0x004de627 6   7    .vmp1   ascii   @\fG4\f$
366   0x00003a38 0x004de638 4   5    .vmp1   ascii   Hl+2
367   0x00003a43 0x004de643 4   5    .vmp1   ascii   T(?k
368   0x00003a4e 0x004de64e 4   5    .vmp1   ascii   "#^+
369   0x00003ac3 0x004de6c3 7   8    .vmp1   ascii   'F?obR}
370   0x00003acb 0x004de6cb 5   6    .vmp1   ascii   \v&Y]z
371   0x00003ae1 0x004de6e1 6   7    .vmp1   ascii   SG/'N,
372   0x00003ae9 0x004de6e9 4   5    .vmp1   ascii   dK)W
373   0x00003b01 0x004de701 5   6    .vmp1   ascii   *xS2G
374   0x00003b09 0x004de709 4   5    .vmp1   ascii   ".<B
375   0x00003b25 0x004de725 5   7    .vmp1   utf8    WW˓lh blocks=Basic Latin,Spacing Modifier Letters
376   0x00003b39 0x004de739 7   8    .vmp1   ascii   0[{/%<G
377   0x00003b72 0x004de772 4   5    .vmp1   ascii   htw1
378   0x00003b89 0x004de789 6   7    .vmp1   ascii   \\b_[!3
379   0x00003baa 0x004de7aa 4   6    .vmp1   utf8    YbԺ\b blocks=Basic Latin,Armenian
380   0x00003c24 0x004de824 6   7    .vmp1   ascii   \b5Xshd
381   0x00003c2b 0x004de82b 5   6    .vmp1   ascii   \e[72>
382   0x00003c55 0x004de855 5   6    .vmp1   ascii   h?AYf
383   0x00003c62 0x004de862 4   5    .vmp1   ascii   g\f+$
384   0x00003c6e 0x004de86e 4   5    .vmp1   ascii   {G<)
385   0x00003c7b 0x004de87b 4   6    .vmp1   utf8    ӋH7; blocks=Cyrillic,Basic Latin
386   0x00003c96 0x004de896 4   5    .vmp1   ascii   }q9p
387   0x00003cc7 0x004de8c7 4   5    .vmp1   ascii   WsLK
388   0x00003cdd 0x004de8dd 4   5    .vmp1   ascii   U!tp
389   0x00003cfc 0x004de8fc 4   5    .vmp1   ascii   );>G
390   0x00003d09 0x004de909 11  12   .vmp1   ascii   \aZ%7T-=['ER
391   0x00003d21 0x004de921 6   8    .vmp1   utf8    *WDQ17
392   0x00003d29 0x004de929 6   7    .vmp1   ascii   H.O'\b-
393   0x00003d39 0x004de939 7   8    .vmp1   ascii   xs7Y;#?
394   0x00003d58 0x004de958 4   5    .vmp1   ascii   (]Sq
395   0x00003d6f 0x004de96f 4   5    .vmp1   ascii   Mi0P
396   0x00003d75 0x004de975 4   5    .vmp1   ascii   b?(:
397   0x00003d91 0x004de991 4   5    .vmp1   ascii   m'C#
398   0x00003dd0 0x004de9d0 5   6    .vmp1   ascii   ;@!\eO
399   0x00003ddc 0x004de9dc 4   6    .vmp1   utf8    ˰_7\r blocks=Spacing Modifier Letters,Basic Latin
400   0x00003de2 0x004de9e2 8   9    .vmp1   ascii   9+\v\n!l'\r
401   0x00003e0a 0x004dea0a 5   6    .vmp1   ascii   ]H@:D
402   0x00003e16 0x004dea16 5   7    .vmp1   utf8    (̫!Y< blocks=Basic Latin,Combining Diacritical Marks
403   0x00003e21 0x004dea21 4   5    .vmp1   ascii   #o'D
404   0x00003e5d 0x004dea5d 4   5    .vmp1   ascii   CQ<\t
405   0x00003e68 0x004dea68 4   6    .vmp1   utf8    ЩD%; blocks=Cyrillic,Basic Latin
406   0x00003e76 0x004dea76 4   5    .vmp1   ascii   Oi(f
407   0x00003ea8 0x004deaa8 5   6    .vmp1   ascii   jZJM!
408   0x00003ef5 0x004deaf5 4   5    .vmp1   ascii   jwOS
409   0x00003f02 0x004deb02 4   5    .vmp1   ascii   h6GP
410   0x00003f37 0x004deb37 4   5    .vmp1   ascii   |GP\b
411   0x00003f51 0x004deb51 4   5    .vmp1   ascii   */MH
412   0x00003f58 0x004deb58 4   5    .vmp1   ascii   P\f B
413   0x00003f5f 0x004deb5f 4   5    .vmp1   ascii   m*\bG
414   0x00003fd0 0x004debd0 6   7    .vmp1   ascii   |MKjD<
415   0x00004037 0x004dec37 5   6    .vmp1   ascii   <+\tO&
416   0x0000404f 0x004dec4f 4   5    .vmp1   ascii   ]a/[
417   0x000040a5 0x004deca5 4   5    .vmp1   ascii   't[\t
418   0x000040b8 0x004decb8 7   8    .vmp1   ascii   q/2=\n3F
419   0x000040e9 0x004dece9 5   6    .vmp1   ascii   gL!XQ
420   0x000040f5 0x004decf5 5   6    .vmp1   ascii   Qq`I<
421   0x000040fd 0x004decfd 5   6    .vmp1   ascii   hp""c
422   0x0000410e 0x004ded0e 4   5    .vmp1   ascii   \b|Qs
423   0x00004116 0x004ded16 4   5    .vmp1   ascii   >\aY/
424   0x00004142 0x004ded42 7   8    .vmp1   ascii   ?Qh\v O/
425   0x00004152 0x004ded52 5   6    .vmp1   ascii   !x3~\f
426   0x00004185 0x004ded85 4   5    .vmp1   ascii   &w,9
427   0x000041b0 0x004dedb0 4   5    .vmp1   ascii   "M?'
428   0x000041df 0x004deddf 6   7    .vmp1   ascii   [16m!W
429   0x000041fc 0x004dedfc 4   5    .vmp1   ascii   i}./
430   0x00004228 0x004dee28 4   5    .vmp1   ascii   G1\V
431   0x0000422f 0x004dee2f 5   7    .vmp1   utf8    [K4^ގ blocks=Basic Latin,Thaana
432   0x00004236 0x004dee36 7   8    .vmp1   ascii   #\e.!F9_
433   0x0000427e 0x004dee7e 5   7    .vmp1   utf8    |ZݴZO blocks=Basic Latin,Arabic Supplement
434   0x000042ae 0x004deeae 4   5    .vmp1   ascii   P+\fv
435   0x000042c9 0x004deec9 4   5    .vmp1   ascii   O/m!
436   0x000042d5 0x004deed5 5   6    .vmp1   ascii   \(:'A
437   0x00004304 0x004def04 4   5    .vmp1   ascii   \v0!x
438   0x00004333 0x004def33 4   5    .vmp1   ascii   <+B`
439   0x000043a8 0x004defa8 5   7    .vmp1   utf8    mhϧ\eD blocks=Basic Latin,Greek and Coptic
440   0x000043c8 0x004defc8 5   7    .vmp1   utf8    WǮ\b>E blocks=Basic Latin,Latin Extended-B
441   0x000043d1 0x004defd1 7   8    .vmp1   ascii   a4',G&?
442   0x000043f6 0x004deff6 10  11   .vmp1   ascii   Q7\bJWpYX)'
443   0x00004413 0x004df013 4   5    .vmp1   ascii   \v-\\n
444   0x0000442d 0x004df02d 5   6    .vmp1   ascii   *-YyX
445   0x00004459 0x004df059 5   6    .vmp1   ascii   Mg!h&
446   0x000044ab 0x004df0ab 5   6    .vmp1   ascii   4\vD,'
447   0x000044e2 0x004df0e2 8   9    .vmp1   ascii   2A\nt6IyM
448   0x00004506 0x004df106 4   5    .vmp1   ascii   n[>g
449   0x00004519 0x004df119 4   5    .vmp1   ascii   /qn=
450   0x00004532 0x004df132 4   5    .vmp1   ascii   .-1>
451   0x00004546 0x004df146 4   6    .vmp1   utf8    ͮHQ+ blocks=Combining Diacritical Marks,Basic Latin
452   0x00004559 0x004df159 4   5    .vmp1   ascii   \f9[m
453   0x00004573 0x004df173 4   5    .vmp1   ascii   [,mC
454   0x00004582 0x004df182 5   7    .vmp1   utf8    -۔m%T blocks=Basic Latin,Arabic
455   0x0000458b 0x004df18b 4   5    .vmp1   ascii    8WH
456   0x000045fc 0x004df1fc 5   6    .vmp1   ascii   U]GpH
457   0x0000460b 0x004df20b 5   6    .vmp1   ascii   bxV1W
458   0x0000461f 0x004df21f 5   6    .vmp1   ascii   3GG&9
459   0x00004638 0x004df238 4   5    .vmp1   ascii   [7nV
460   0x000046ac 0x004df2ac 4   6    .vmp1   utf8    \rŎN\b blocks=Basic Latin,Latin Extended-A
461   0x000046c3 0x004df2c3 4   5    .vmp1   ascii   9^Fk
462   0x000046d6 0x004df2d6 5   6    .vmp1   ascii   (O* 9
463   0x0000470b 0x004df30b 8   10   .vmp1   utf8    H]/Wγ\nBb blocks=Basic Latin,Greek and Coptic
464   0x0000471f 0x004df31f 4   6    .vmp1   utf8    Ĳb\v( blocks=Latin Extended-A,Basic Latin
465   0x00004734 0x004df334 5   7    .vmp1   utf8    ڸ)C>0 blocks=Arabic,Basic Latin
466   0x0000473d 0x004df33d 7   9    .vmp1   utf8    {!|nSYؾ blocks=Basic Latin,Arabic
467   0x0000474c 0x004df34c 5   6    .vmp1   ascii   cCSL4
468   0x0000475b 0x004df35b 4   5    .vmp1   ascii   jct/
469   0x00004782 0x004df382 8   9    .vmp1   ascii   voT%>W%n
470   0x00004790 0x004df390 5   7    .vmp1   utf8    b(ޒgB blocks=Basic Latin,Thaana
471   0x0000479f 0x004df39f 4   5    .vmp1   ascii   ;gxe
472   0x000047a4 0x004df3a4 5   6    .vmp1   ascii   /[S)2
473   0x000047aa 0x004df3aa 4   5    .vmp1   ascii   i\fB(
474   0x000047b5 0x004df3b5 4   5    .vmp1   ascii   n&y}
475   0x000047e3 0x004df3e3 10  12   .vmp1   utf8    4Gƚ.Cw8FTg blocks=Basic Latin,Latin Extended-B
476   0x00004823 0x004df423 4   5    .vmp1   ascii   (sA#
477   0x0000484d 0x004df44d 4   5    .vmp1   ascii   'lGS
478   0x00004852 0x004df452 5   6    .vmp1   ascii   \O/Yn
479   0x000048b4 0x004df4b4 5   6    .vmp1   ascii   ?pzb;
480   0x000048c8 0x004df4c8 7   8    .vmp1   ascii   _Db")w\f
481   0x000048eb 0x004df4eb 6   8    .vmp1   utf8    }˽YKOC blocks=Basic Latin,Spacing Modifier Letters
482   0x0000490f 0x004df50f 4   5    .vmp1   ascii   'ctW
483   0x0000491e 0x004df51e 6   8    .vmp1   utf8    V7*;!ç blocks=Basic Latin,Latin-1 Supplement
484   0x00004977 0x004df577 6   9    .vmp1   utf8    1۽(Oλ\b blocks=Basic Latin,Arabic,Greek and Coptic
485   0x000049dd 0x004df5dd 6   7    .vmp1   ascii   XFm,x$
486   0x00004a9c 0x004df69c 5   7    .vmp1   utf8    ,Ů3[p blocks=Basic Latin,Latin Extended-A
487   0x00004ab4 0x004df6b4 5   7    .vmp1   utf8    3`ͻdC blocks=Basic Latin,Greek and Coptic
488   0x00004ac4 0x004df6c4 5   6    .vmp1   ascii   *#Wb(
489   0x00004ad2 0x004df6d2 5   8    .vmp1   utf8    ;KS௸q blocks=Basic Latin,Tamil
490   0x00004b35 0x004df735 4   5    .vmp1   ascii   Du%\e
491   0x00004b3f 0x004df73f 5   7    .vmp1   utf8    xS}nջ blocks=Basic Latin,Armenian
492   0x00004b59 0x004df759 4   5    .vmp1   ascii   oyUA
493   0x00004b89 0x004df789 6   7    .vmp1   ascii   oY)\ri0
494   0x00004ba9 0x004df7a9 4   5    .vmp1   ascii   ix.<
495   0x00004bbf 0x004df7bf 6   8    .vmp1   utf8    ġw/:G( blocks=Latin Extended-A,Basic Latin
496   0x00004bc7 0x004df7c7 4   5    .vmp1   ascii   Mr.M
497   0x00004bd1 0x004df7d1 4   5    .vmp1   ascii   y-%M
498   0x00004c00 0x004df800 4   5    .vmp1   ascii   =o%@
499   0x00004c2f 0x004df82f 5   6    .vmp1   ascii   }8\t\r0
500   0x00004c3f 0x004df83f 4   5    .vmp1   ascii   .e-4
501   0x00004c54 0x004df854 7   8    .vmp1   ascii   (Y<Tl\r@
502   0x00004c89 0x004df889 4   5    .vmp1   ascii   ,W'3
503   0x00004caf 0x004df8af 4   5    .vmp1   ascii   nj9(
504   0x00004cb7 0x004df8b7 4   5    .vmp1   ascii   \eMY5
505   0x00004ccc 0x004df8cc 5   6    .vmp1   ascii   jQMU=
506   0x00004cd3 0x004df8d3 4   5    .vmp1   ascii   -SLz
507   0x00004d1d 0x004df91d 5   6    .vmp1   ascii   +?"wl
508   0x00004d4d 0x004df94d 4   5    .vmp1   ascii   >c\f,
509   0x00004d77 0x004df977 4   5    .vmp1   ascii   C*;^
510   0x00004ddb 0x004df9db 5   7    .vmp1   utf8    \bqĦM\ blocks=Basic Latin,Latin Extended-A
511   0x00004df9 0x004df9f9 5   6    .vmp1   ascii   njW.!
512   0x00004e31 0x004dfa31 6   7    .vmp1   ascii   -G\f (I
513   0x00004e3b 0x004dfa3b 5   7    .vmp1   utf8    ;\n\Zɘ blocks=Basic Latin,IPA Extensions
514   0x00004e5e 0x004dfa5e 4   5    .vmp1   ascii   ;R\b\b
515   0x00004e92 0x004dfa92 4   5    .vmp1   ascii   D\t.F
516   0x00004ed4 0x004dfad4 5   6    .vmp1   ascii   kG%=[
517   0x00004f17 0x004dfb17 4   5    .vmp1   ascii   `IQ\f
518   0x00004fa6 0x004dfba6 6   7    .vmp1   ascii   \v9J}8#
519   0x00004fb8 0x004dfbb8 4   5    .vmp1   ascii   $SJ?
520   0x00004fc0 0x004dfbc0 4   6    .vmp1   utf8    0X7˟ blocks=Basic Latin,Spacing Modifier Letters
521   0x00005029 0x004dfc29 7   8    .vmp1   ascii   Z(;4]\v_
522   0x0000505a 0x004dfc5a 4   5    .vmp1   ascii   8$Wj
523   0x00005063 0x004dfc63 4   7    .vmp1   utf8    ӟڮ_z blocks=Cyrillic,Arabic,Basic Latin
524   0x0000506d 0x004dfc6d 7   8    .vmp1   ascii   [%S8kg-
525   0x00005075 0x004dfc75 4   5    .vmp1   ascii   myd_
526   0x0000511d 0x004dfd1d 7   9    .vmp1   utf8    5<>Ǥ:\t\v blocks=Basic Latin,Latin Extended-B
527   0x0000513a 0x004dfd3a 6   7    .vmp1   ascii   jYQ0]r
528   0x00005147 0x004dfd47 5   6    .vmp1   ascii   !7fP(
529   0x00005164 0x004dfd64 4   5    .vmp1   ascii   $c'/
530   0x0000516e 0x004dfd6e 4   5    .vmp1   ascii   7u;&
531   0x00005181 0x004dfd81 4   5    .vmp1   ascii   j'{\b
532   0x0000518b 0x004dfd8b 6   9    .vmp1   utf8    o斕'!5X blocks=Basic Latin,CJK Unified Ideographs
533   0x000051ad 0x004dfdad 4   7    .vmp1   utf8    5Qܢճ blocks=Basic Latin,Syriac,Armenian
534   0x000051cc 0x004dfdcc 4   5    .vmp1   ascii   \r3Y.
535   0x000051dc 0x004dfddc 4   5    .vmp1   ascii   (sS(
536   0x000051e7 0x004dfde7 4   5    .vmp1   ascii   :T'8
537   0x00005200 0x004dfe00 5   6    .vmp1   ascii   ~)^S7
538   0x0000520c 0x004dfe0c 4   5    .vmp1   ascii   ;*0'
539   0x00005218 0x004dfe18 5   6    .vmp1   ascii   O/QPW
540   0x00005223 0x004dfe23 5   7    .vmp1   utf8    ?%s-֛ blocks=Basic Latin,Hebrew
541   0x0000524f 0x004dfe4f 4   5    .vmp1   ascii   \v\e(m
542   0x00005258 0x004dfe58 4   5    .vmp1   ascii   :\rM0
543   0x00005288 0x004dfe88 4   5    .vmp1   ascii   "g\n3
544   0x000052e8 0x004dfee8 4   5    .vmp1   ascii   l/{)
545   0x00005302 0x004dff02 4   6    .vmp1   utf8    \e/Ǻs blocks=Basic Latin,Latin Extended-B
546   0x0000535a 0x004dff5a 4   5    .vmp1   ascii   IK21
547   0x0000537f 0x004dff7f 4   6    .vmp1   utf8    YpĔO blocks=Basic Latin,Latin Extended-A
548   0x000053af 0x004dffaf 4   5    .vmp1   ascii   1=J=
549   0x000053cd 0x004dffcd 4   5    .vmp1   ascii   w\tUx
550   0x000053eb 0x004dffeb 4   6    .vmp1   utf8    H!\tӀ blocks=Basic Latin,Cyrillic
551   0x00005418 0x004e0018 4   5    .vmp1   ascii   oo!Q
552   0x00005421 0x004e0021 4   5    .vmp1   ascii   d-U/
553   0x00005490 0x004e0090 4   5    .vmp1   ascii   \r.xl
554   0x000054ba 0x004e00ba 7   9    .vmp1   utf8    k="ȯwWF blocks=Basic Latin,Latin Extended-B
555   0x000054c5 0x004e00c5 8   10   .vmp1   utf8    @!\8ZK%ȏ blocks=Basic Latin,Latin Extended-B
556   0x00005506 0x004e0106 5   6    .vmp1   ascii   U1(mP
557   0x00005520 0x004e0120 4   5    .vmp1   ascii   CKE9
558   0x00005539 0x004e0139 5   6    .vmp1   ascii   >&Z'L
559   0x00005577 0x004e0177 8   9    .vmp1   ascii   w8]YHQ+9
560   0x00005583 0x004e0183 4   5    .vmp1   ascii   .!#_
561   0x00005594 0x004e0194 5   6    .vmp1   ascii   ]Y{<6
562   0x000055b0 0x004e01b0 4   5    .vmp1   ascii   q!Kp
563   0x0000562a 0x004e022a 10  12   .vmp1   utf8    w"?\ezQb-?H
564   0x00005644 0x004e0244 5   6    .vmp1   ascii   HnubW
565   0x00005661 0x004e0261 4   5    .vmp1   ascii   |3?{
566   0x00005666 0x004e0266 5   6    .vmp1   ascii   Gy=1n
567   0x0000568a 0x004e028a 8   9    .vmp1   ascii   \fDGX@p+'
568   0x000056f9 0x004e02f9 4   5    .vmp1   ascii   s?e6
569   0x000056ff 0x004e02ff 4   6    .vmp1   utf8    UٳY6 blocks=Basic Latin,Arabic
570   0x00005775 0x004e0375 4   5    .vmp1   ascii   MJda
571   0x000057a6 0x004e03a6 4   5    .vmp1   ascii   q]\rg
572   0x000057e5 0x004e03e5 4   5    .vmp1   ascii   Q!3m
573   0x000057fd 0x004e03fd 7   9    .vmp1   utf8    >OXlMύ_ blocks=Basic Latin,Greek and Coptic
574   0x00005811 0x004e0411 8   9    .vmp1   ascii   \r+}KG"-U
575   0x00005827 0x004e0427 6   8    .vmp1   utf8    K3´xpr blocks=Basic Latin,Latin-1 Supplement
576   0x00005855 0x004e0455 5   9    .vmp1   utf8    Υͳڥ0( blocks=Greek and Coptic,Arabic,Basic Latin
577   0x00005864 0x004e0464 5   6    .vmp1   ascii   '1\r *
578   0x0000586a 0x004e046a 6   9    .vmp1   utf8    ?=*鯄om blocks=Basic Latin,CJK Unified Ideographs
579   0x000058f9 0x004e04f9 5   6    .vmp1   ascii   o,7LW
580   0x00005931 0x004e0531 5   6    .vmp1   ascii   ;zTjr
581   0x00005946 0x004e0546 4   5    .vmp1   ascii   bCV%
582   0x0000598a 0x004e058a 4   5    .vmp1   ascii   ra@H
583   0x0000599c 0x004e059c 5   6    .vmp1   ascii   7/\am9
584   0x000059af 0x004e05af 8   10   .vmp1   utf8    \fcPښRnV< blocks=Basic Latin,Arabic
585   0x000059ba 0x004e05ba 4   5    .vmp1   ascii   $0>p
586   0x000059ca 0x004e05ca 4   6    .vmp1   utf8    ۟P\ng blocks=Arabic,Basic Latin
587   0x000059d0 0x004e05d0 4   6    .vmp1   utf8    6/sڋ blocks=Basic Latin,Arabic
588   0x000059d8 0x004e05d8 6   8    .vmp1   utf8    a;)Ȇ3, blocks=Basic Latin,Latin Extended-B
589   0x00005a16 0x004e0616 5   6    .vmp1   ascii   fIDqo
590   0x00005a40 0x004e0640 6   7    .vmp1   ascii   D0w]k'
591   0x00005a62 0x004e0662 4   5    .vmp1   ascii   V(\"
592   0x00005a6f 0x004e066f 4   6    .vmp1   utf8    ɽt*P blocks=IPA Extensions,Basic Latin
593   0x00005a7a 0x004e067a 5   6    .vmp1   ascii   Y(Dc;
594   0x00005a8e 0x004e068e 4   5    .vmp1   ascii   aA$\
595   0x00005aa6 0x004e06a6 4   5    .vmp1   ascii   Bd>;
596   0x00005adb 0x004e06db 4   6    .vmp1   utf8    QMYÆ blocks=Basic Latin,Latin-1 Supplement
597   0x00005af0 0x004e06f0 7   8    .vmp1   ascii   u'3i7H(
598   0x00005b15 0x004e0715 4   5    .vmp1   ascii   %\\t-
599   0x00005b1f 0x004e071f 4   5    .vmp1   ascii   [S`<
600   0x00005b2f 0x004e072f 4   5    .vmp1   ascii   z?<g
601   0x00005b59 0x004e0759 5   7    .vmp1   utf8    ]״gLG blocks=Basic Latin,Hebrew
602   0x00005b6e 0x004e076e 4   5    .vmp1   ascii   2W\w
603   0x00005bb9 0x004e07b9 4   5    .vmp1   ascii   ]i\\f
604   0x00005c06 0x004e0806 5   6    .vmp1   ascii   /Bn:j
605   0x00005c3a 0x004e083a 4   5    .vmp1   ascii   |"#J
606   0x00005c76 0x004e0876 5   6    .vmp1   ascii   j8/JC
607   0x00005c8e 0x004e088e 4   5    .vmp1   ascii   An+_
608   0x00005c97 0x004e0897 7   8    .vmp1   ascii   gWW!eSi
609   0x00005ce8 0x004e08e8 5   7    .vmp1   utf8    TZ݄&' blocks=Basic Latin,Syriac
610   0x00005cf4 0x004e08f4 4   5    .vmp1   ascii   &\ag-
611   0x00005d57 0x004e0957 5   6    .vmp1   ascii   +0P\vz
612   0x00005dc8 0x004e09c8 5   6    .vmp1   ascii   P!b+/
613   0x00005dcf 0x004e09cf 4   5    .vmp1   ascii   'W\v$
614   0x00005dd9 0x004e09d9 5   6    .vmp1   ascii   ,d\tlu
615   0x00005e26 0x004e0a26 4   5    .vmp1   ascii   z+v\r
616   0x00005e7b 0x004e0a7b 4   5    .vmp1   ascii   \t_hh
617   0x00005e87 0x004e0a87 5   6    .vmp1   ascii   !WMa#
618   0x00005e8e 0x004e0a8e 4   5    .vmp1   ascii   Q@\vc
619   0x00005ee0 0x004e0ae0 5   7    .vmp1   utf8    PWܗP\r blocks=Basic Latin,Syriac
620   0x00005f3f 0x004e0b3f 7   8    .vmp1   ascii   dtJ95!#
621   0x00005f47 0x004e0b47 4   5    .vmp1   ascii   ]#hA
622   0x00005f6b 0x004e0b6b 7   8    .vmp1   ascii    fm\eY7,
623   0x00005f89 0x004e0b89 5   6    .vmp1   ascii   OG2rK
624   0x00005fa5 0x004e0ba5 6   7    .vmp1   ascii   %P\ns;4
625   0x00005fac 0x004e0bac 4   7    .vmp1   utf8    u:\ blocks=Basic Latin,Private Use Area
626   0x00005fbc 0x004e0bbc 5   6    .vmp1   ascii   0\tno"
627   0x00005feb 0x004e0beb 5   6    .vmp1   ascii   9P!-\n
628   0x0000603b 0x004e0c3b 9   11   .vmp1   utf8    \v\fZڈ:b\e9J blocks=Basic Latin,Arabic
629   0x0000610b 0x004e0d0b 7   8    .vmp1   ascii   7oGSg#o
630   0x0000612e 0x004e0d2e 4   7    .vmp1   utf8    Y{㞄L blocks=Basic Latin,CJK Unified Ideographs Extension A
631   0x00006137 0x004e0d37 4   5    .vmp1   ascii    8@/
632   0x00006182 0x004e0d82 4   6    .vmp1   utf8    ۨ\rp[ blocks=Arabic,Basic Latin
633   0x000061b8 0x004e0db8 14  15   .vmp1   ascii   ,Mxr=A8TX\vg|@H
634   0x00006218 0x004e0e18 4   5    .vmp1   ascii   IL;t
635   0x00006233 0x004e0e33 4   5    .vmp1   ascii   *s.#
636   0x00006240 0x004e0e40 6   7    .vmp1   ascii   ./Gowo
637   0x0000625b 0x004e0e5b 4   6    .vmp1   utf8    ̗/g7 blocks=Combining Diacritical Marks,Basic Latin
638   0x0000626e 0x004e0e6e 4   6    .vmp1   utf8    x:ɹF blocks=Basic Latin,IPA Extensions
639   0x000062a0 0x004e0ea0 4   5    .vmp1   ascii   &@L\n
640   0x00006310 0x004e0f10 5   7    .vmp1   utf8    H,|ߝK blocks=Basic Latin,NKo
641   0x00006368 0x004e0f68 4   5    .vmp1   ascii   NL8/
642   0x0000638e 0x004e0f8e 4   5    .vmp1   ascii   4Eq2
643   0x000063a6 0x004e0fa6 4   6    .vmp1   utf8    ǣCQ0 blocks=Latin Extended-B,Basic Latin
644   0x000063b6 0x004e0fb6 6   7    .vmp1   ascii   Y6\t,#V
645   0x0000640e 0x004e100e 5   6    .vmp1   ascii   l]!gf
646   0x00006440 0x004e1040 4   5    .vmp1   ascii   Q\b%\f
647   0x00006467 0x004e1067 4   5    .vmp1   ascii   s2&'
648   0x0000647c 0x004e107c 4   5    .vmp1   ascii   *bwf
