[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a8 0x000000a8 5   6            ascii   RichD
3    0x000001c0 0x000001c0 5   6            ascii   .text
4    0x000001e7 0x000001e7 6   7            ascii   `.rsrc
5    0x00001010 0x00001010 4   5            ascii   E\fPV
6    0x0000101e 0x0000101e 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
7    0x0000105a 0x0000105a 5   7            utf8    \a\vʊP\v blocks=Basic Latin,IPA Extensions
8    0x000010ab 0x000010ab 5   7            utf8    \a\vʊP\a blocks=Basic Latin,IPA Extensions
9    0x00001100 0x00001100 4   6            utf8    \a\vʊP blocks=Basic Latin,IPA Extensions
10   0x0000117c 0x0000117c 5   6            ascii   >'{CU
11   0x0000119f 0x0000119f 4   5            ascii   I\fSW
12   0x000011d7 0x000011d7 6   7            ascii   1N\b1V\f
1346 0x0001bb72 0x0041b972 6   8    .text   utf8    Ƌu\bWPV blocks=Latin Extended-B,Basic Latin
1347 0x0001bb88 0x0041b988 4   5    .text   ascii   \f~_^
1348 0x0001bbcf 0x0041b9cf 5   6    .text   ascii   u\bWQV
1349 0x0001bbe3 0x0041b9e3 4   5    .text   ascii   ~[_^
1350 0x0001bea7 0x0041bca7 4   5    .text   ascii   5\tZ\
1351 0x0001becc 0x0041bccc 5   6    .text   ascii   =\fz<F
1352 0x0001bee4 0x0041bce4 7   8    .text   ascii   2-(\t%>~
1353 0x0001bf14 0x0041bd14 5   6    .text   ascii   qbE)%
1354 0x0001bf1a 0x0041bd1a 5   6    .text   ascii   J)a15
1355 0x0001bf3e 0x0041bd3e 4   5    .text   ascii    yL!
1356 0x0001bf56 0x0041bd56 4   5    .text   ascii   >~l\t
1357 0x0001bf5d 0x0041bd5d 5   6    .text   ascii   5<\eX)
1358 0x0001bf80 0x0041bd80 4   5    .text   ascii   l\n3%
1359 0x0001bf97 0x0041bd97 6   8    .text   utf8    ߶3-;!v blocks=NKo,Basic Latin
1360 0x0001bfc6 0x0041bdc6 6   8    .text   utf8    $$Ϣcaq blocks=Basic Latin,Greek and Coptic
1361 0x0001bfd9 0x0041bdd9 4   5    .text   ascii   Fn`x
1362 0x0001c073 0x0041be73 5   6    .text   ascii   +\r=SV
1363 0x0001c07f 0x0041be7f 6   8    .text   utf8    \v\rqƣ{0 blocks=Basic Latin,Latin Extended-B
1364 0x0001c0d0 0x0041bed0 6   7    .text   ascii   `,\e]\n-
1365 0x0001c0fb 0x0041befb 4   5    .text   ascii   i5}t
1366 0x0001c129 0x0041bf29 4   6    .text   utf8    "5ʙ) blocks=Basic Latin,IPA Extensions
1367 0x0001c17a 0x0041bf7a 4   5    .text   ascii   o(5<
1368 0x0001c1be 0x0041bfbe 4   6    .text   utf8    c]ƪ@ blocks=Basic Latin,Latin Extended-B
1369 0x0001c1fe 0x0041bffe 6   7    .text   ascii   h-(n 5
1370 0x0001c227 0x0041c027 4   6    .text   utf8    ֝>+p blocks=Hebrew,Basic Latin
1371 0x0001c2b4 0x0041c0b4 4   6    .text   utf8    U\e\rϴ blocks=Basic Latin,Greek and Coptic
1372 0x0001c2dd 0x0041c0dd 5   6    .text   ascii   Nr\n.-
1373 0x0001c2e3 0x0041c0e3 4   6    .text   utf8    խ'HH blocks=Armenian,Basic Latin
1374 0x0001c2ee 0x0041c0ee 5   7    .text   utf8    \e=\eN͈ blocks=Basic Latin,Combining Diacritical Marks
1375 0x0001c326 0x0041c126 5   6    .text   ascii   L3\rhD
1376 0x0001c332 0x0041c132 4   5    .text   ascii   /d;=
1377 0x0001c33f 0x0041c13f 5   6    .text   ascii   M9\r6=
1378 0x0001c35d 0x0041c15d 4   5    .text   ascii   E15>
1379 0x0001c36a 0x0041c16a 8   9    .text   ascii   \v-qCU?\r1
1380 0x0001c38b 0x0041c18b 5   6    .text   ascii   %oSf[
1381 0x0001c393 0x0041c193 6   9    .text   utf8    Ե\)\rܨe blocks=Armenian,Basic Latin,Syriac
1382 0x0001c3c6 0x0041c1c6 4   5    .text   ascii   s40%
1383 0x0001c433 0x0041c233 4   5    .text   ascii    -\nT
1384 0x0001c44d 0x0041c24d 4   5    .text   ascii   \aB\v-
1385 0x0001c466 0x0041c266 4   5    .text   ascii   \ah\v;
1386 0x0001c475 0x0041c275 4   5    .text   ascii   "5 0
1387 0x0001c482 0x0041c282 5   7    .text   utf8    \rv~\b֬ blocks=Basic Latin,Hebrew
1388 0x0001c490 0x0041c290 5   6    .text   ascii   i\r`~\b
1389 0x0001c4a8 0x0041c2a8 4   6    .text   utf8    ~\bƶO blocks=Basic Latin,Latin Extended-B
1390 0x0001c4e5 0x0041c2e5 4   5    .text   ascii   e6#%
1391 0x0001c4f0 0x0041c2f0 4   5    .text   ascii   \nNT%
1392 0x0001c50c 0x0041c30c 5   7    .text   utf8    ܗ\v^9\r blocks=Syriac,Basic Latin
1393 0x0001c51f 0x0041c31f 4   5    .text   ascii   \e\rl~
1394 0x0001c563 0x0041c363 4   5    .text   ascii   I2\r2
1395 0x0001c571 0x0041c371 5   6    .text   ascii   =17r#
1396 0x0001c5d7 0x0041c3d7 4   5    .text   ascii   \r,EV
1397 0x0001c613 0x0041c413 4   5    .text   ascii   31vg
1398 0x0001c719 0x0041c519 4   5    .text   ascii   cc\n-
1399 0x0001c74c 0x0041c54c 8   9    .text   ascii   \r+ }]N1-
1400 0x0001c774 0x0041c574 4   6    .text   utf8    ѿMF3 blocks=Cyrillic,Basic Latin
1401 0x0001c7fc 0x0041c5fc 4   6    .text   utf8    X8-4
1402 0x0001c814 0x0041c614 8   9    .text   ascii   3ONGGV#=
1403 0x0001c8ac 0x0041c6ac 5   6    .text   ascii   %-hu>
1404 0x0001c90c 0x0041c70c 4   5    .text   ascii   =\vNw
1405 0x0001c964 0x0041c764 4   5    .text   ascii   i\r~j
1406 0x0001c97a 0x0041c77a 4   5    .text   ascii   i%}J
1407 0x0001c9a2 0x0041c7a2 4   5    .text   ascii   \t#;5
1408 0x0001ca22 0x0041c822 4   5    .text   ascii   yV*%
1409 0x0001ca8f 0x0041c88f 6   7    .text   ascii   %\r7u\bS
1410 0x0001ca9a 0x0041c89a 4   5    .text   ascii   NGGV
1411 0x0001cabd 0x0041c8bd 4   5    .text   ascii   i-jZ
1412 0x0001cb52 0x0041c952 5   8    .text   utf8    ү!\r6Ί blocks=Cyrillic,Basic Latin,Greek and Coptic
1413 0x0001cb6a 0x0041c96a 5   6    .text   ascii   [7c3%
1414 0x0001cb9c 0x0041c99c 4   5    .text   ascii   J;=e
1415 0x0001cbf2 0x0041c9f2 4   6    .text   utf8    i-j\e
1416 0x0001cc26 0x0041ca26 6   8    .text   utf8    i=`MǨ\f blocks=Basic Latin,Latin Extended-B
1417 0x0001cc4c 0x0041ca4c 4   5    .text   ascii   X\v=g
1418 0x0001cc9e 0x0041ca9e 4   5    .text   ascii   ". %
1419 0x0001cd0b 0x0041cb0b 6   8    .text   utf8    #:Є%". blocks=Basic Latin,Cyrillic
1420 0x0001cda5 0x0041cba5 4   6    .text   utf8    ּ\v=\t blocks=Hebrew,Basic Latin
1421 0x0001cddf 0x0041cbdf 4   5    .text   ascii   i=jO
1422 0x0001cdfc 0x0041cbfc 5   6    .text   ascii   i\rk;q
1423 0x0001ce28 0x0041cc28 4   7    .text   utf8    ^*% blocks=Private Use Area,Basic Latin
1424 0x0001ce8a 0x0041cc8a 4   7    .text   utf8    =үkЁ blocks=Basic Latin,Cyrillic
1425 0x0001ceb4 0x0041ccb4 5   6    .text   ascii   S m05
1426 0x0001cf86 0x0041cd86 6   8    .text   utf8    %tMb܍5 blocks=Basic Latin,Syriac
1427 0x0001cf9a 0x0041cd9a 4   5    .text   ascii   \ruNc
1428 0x0001d031 0x0041ce31 5   7    .text   utf8    AЁ8\r: blocks=Basic Latin,Cyrillic
1429 0x0001d0b4 0x0041ceb4 4   6    .text   utf8    ݿ2\e5 blocks=Arabic Supplement,Basic Latin
1430 0x0001d17d 0x0041cf7d 6   8    .text   utf8    Ӿ_3-9I blocks=Cyrillic,Basic Latin
1431 0x0001d1d2 0x0041cfd2 4   6    .text   utf8    2̋0% blocks=Basic Latin,Combining Diacritical Marks
1432 0x0001d1db 0x0041cfdb 4   5    .text   ascii   8\r\fG
1433 0x0001d214 0x0041d014 6   7    .text   ascii   0_\v59I
1434 0x0001d2e7 0x0041d0e7 4   5    .text   ascii   ci\rj
1435 0x0001d301 0x0041d101 4   5    .text   ascii   \rN\a\f
1436 0x0001d314 0x0041d114 4   5    .text   ascii   i5|5
1437 0x0001d37d 0x0041d17d 4   5    .text   ascii   2sT\f
1438 0x0001d395 0x0041d195 6   7    .text   ascii   \fUONA\e
1439 0x0001d3be 0x0041d1be 4   5    .text   ascii   %&tZ
1440 0x0001d428 0x0041d228 4   5    .text   ascii   I+%g
1441 0x0001d42d 0x0041d22d 9   10   .text   ascii   \t\v#%>7+=2
1442 0x0001d462 0x0041d262 4   5    .text   ascii   ;%ar
1443 0x0001d468 0x0041d268 5   6    .text   ascii   35-+%
1444 0x0001d486 0x0041d286 4   5    .text   ascii   J0-2
1445 0x0001d4e3 0x0041d2e3 5   6    .text   ascii   )Qi\e-
1446 0x0001d4e9 0x0041d2e9 5   7    .text   utf8    ėQ#-m blocks=Latin Extended-A,Basic Latin
1447 0x0001d4ff 0x0041d2ff 5   8    .text   utf8    I!߀ݠh blocks=Basic Latin,NKo,Arabic Supplement
1448 0x0001d52b 0x0041d32b 4   5    .text   ascii   \r;=$
1449 0x0001d54c 0x0041d34c 4   5    .text   ascii   \vvU\e
1450 0x0001d5b4 0x0041d3b4 4   7    .text   utf8    6ȡqʁ blocks=Basic Latin,Latin Extended-B,IPA Extensions
1451 0x0001d614 0x0041d414 4   6    .text   utf8    ɌB#- blocks=Latin Extended-B,Basic Latin
1452 0x0001d63e 0x0041d43e 5   6    .text   ascii   )\r549
1453 0x0001d647 0x0041d447 5   7    .text   utf8    mhځ(5 blocks=Basic Latin,Arabic
1454 0x0001d6b0 0x0041d4b0 5   6    .text   ascii   L;T+\r
1455 0x0001d6c5 0x0041d4c5 4   5    .text   ascii   +%yw
1456 0x0001d73c 0x0041d53c 4   5    .text   ascii   HV)5
1457 0x0001d751 0x0041d551 5   6    .text   ascii   5=yz.
1458 0x0001d785 0x0041d585 4   5    .text   ascii   i\r~~
1459 0x0001d7bf 0x0041d5bf 4   5    .text   ascii   7B@%
1460 0x0001d7cb 0x0041d5cb 4   7    .text   utf8    ǎΣn; blocks=Latin Extended-B,Greek and Coptic,Basic Latin
1461 0x0001d7e0 0x0041d5e0 10  11   .text   ascii   RG*\r\b3ev"\r
1462 0x0001d800 0x0041d600 4   5    .text   ascii   ;5v?
1463 0x0001d83a 0x0041d63a 4   5    .text   ascii   =\fD\
1464 0x0001d855 0x0041d655 5   6    .text   ascii   Yg425
1465 0x0001d862 0x0041d662 4   5    .text   ascii   g< %
1466 0x0001d8d9 0x0041d6d9 4   5    .text   ascii   ;\e+5
1467 0x0001d8e9 0x0041d6e9 4   6    .text   utf8    \b0$҇ blocks=Basic Latin,Cyrillic
1468 0x0001d8f9 0x0041d6f9 4   5    .text   ascii   T8\r"
1469 0x0001d907 0x0041d707 7   8    .text   ascii   5s3Tc2%
1470 0x0001d911 0x0041d711 4   5    .text   ascii   lW+=
1471 0x0001d939 0x0041d739 6   9    .text   utf8    eбi%iě blocks=Basic Latin,Cyrillic,Latin Extended-A
1472 0x0001d960 0x0041d760 4   5    .text   ascii   q&2+
1473 0x0001d969 0x0041d769 5   7    .text   utf8    :%ʤi= blocks=Basic Latin,IPA Extensions
1474 0x0001d9f1 0x0041d7f1 4   5    .text   ascii   {9%n
1475 0x0001da12 0x0041d812 7   8    .text   ascii   F!%h4;O
1476 0x0001da1d 0x0041d81d 4   5    .text   ascii   n)!\r
1477 0x0001da37 0x0041d837 5   6    .text   ascii   \v5t+$
1478 0x0001dbc0 0x0041d9c0 5   8    .text   utf8    ݘk2ZN blocks=Arabic Supplement,Basic Latin
1479 0x0001dbfe 0x0041d9fe 4   5    .text   ascii   m@E^
1480 0x0001dc0c 0x0041da0c 5   7    .text   utf8    8LjȜ\t blocks=Basic Latin,Latin Extended-B
1481 0x0001dc1d 0x0041da1d 4   5    .text   ascii   `s;N
1482 0x0001dc74 0x0041da74 4   5    .text   ascii   8[7G
1483 0x0001dcb4 0x0041dab4 5   7    .text   utf8    ؽ{qEk blocks=Arabic,Basic Latin
1484 0x0001dcbb 0x0041dabb 5   6    .text   ascii   4O\tI\a
1485 0x0001dcc6 0x0041dac6 4   5    .text   ascii   |1]=
1486 0x0001dd81 0x0041db81 5   6    .text   ascii   ed)UQ
1487 0x0001ddad 0x0041dbad 5   6    .text   ascii   2~c<o
1488 0x0001ddd8 0x0041dbd8 4   5    .text   ascii   r@#S
1489 0x0001dde0 0x0041dbe0 6   8    .text   utf8    1+0.GO
1490 0x0001de3e 0x0041dc3e 4   5    .text   ascii   Pk&q
1491 0x0001dee4 0x0041dce4 4   7    .text   utf8    Ɂ-)Ϩ blocks=Latin Extended-B,Basic Latin,Greek and Coptic
1492 0x0001df0b 0x0041dd0b 4   5    .text   ascii   M_+*
1493 0x0001e000 0x0041de00 5   6    .text   ascii   \4l)\a
1494 0x0001e057 0x0041de57 4   5    .text   ascii   YUe<
1495 0x0001e066 0x0041de66 5   6    .text   ascii   eM8_p
1496 0x0001e07c 0x0041de7c 4   5    .text   ascii   SI`q
1497 0x0001e09b 0x0041de9b 5   6    .text   ascii   '@<Hw
1498 0x0001e107 0x0041df07 5   6    .text   ascii   .kCpp
1499 0x0001e115 0x0041df15 5   6    .text   ascii   |{%<K
1500 0x0001e166 0x0041df66 4   7    .text   utf8    æĦ\eJ blocks=Latin-1 Supplement,Latin Extended-A,Basic Latin
1501 0x0001e183 0x0041df83 5   6    .text   ascii   `K=Z+
1502 0x0001e1ae 0x0041dfae 4   5    .text   ascii   AJY-
1503 0x0001e1f5 0x0041dff5 4   6    .text   utf8    nՃ5) blocks=Basic Latin,Armenian
1504 0x0001e202 0x0041e002 6   11   .text   utf8    ߛ㘞H֙?F blocks=NKo,CJK Unified Ideographs Extension A,Basic Latin,Hebrew
1505 0x0001e214 0x0041e014 4   6    .text   utf8    |T<̽ blocks=Basic Latin,Combining Diacritical Marks
1506 0x0001e259 0x0041e059 4   5    .text   ascii   d  ,
1507 0x0001e268 0x0041e068 5   6    .text   ascii   j)nNF
1508 0x0001e28f 0x0041e08f 4   6    .text   utf8    4U<ٿ blocks=Basic Latin,Arabic
1509 0x0001e306 0x0041e106 5   6    .text   ascii   .s+`(
1510 0x0001e35c 0x0041e15c 4   5    .text   ascii   e\0%
1511 0x0001e36b 0x0041e16b 4   5    .text   ascii   _GXM
1512 0x0001e376 0x0041e176 4   5    .text   ascii   V!75
1513 0x0001e3b8 0x0041e1b8 4   5    .text   ascii   L0}s
1514 0x0001e3c1 0x0041e1c1 6   8    .text   utf8    WYKI܍L blocks=Basic Latin,Syriac
1515 0x0001e429 0x0041e229 4   5    .text   ascii   thTY
1516 0x0001e453 0x0041e253 4   5    .text   ascii   x?i:
1517 0x0001e45e 0x0041e25e 4   5    .text   ascii   M\rvb
1518 0x0001e472 0x0041e272 4   5    .text   ascii   H4\r\f
1519 0x0001e4ad 0x0041e2ad 5   6    .text   ascii   0CO##
1520 0x0001e506 0x0041e306 5   6    .text   ascii   dE?Y2
1521 0x0001e529 0x0041e329 7   8    .text   ascii   Qe3cF6l
1522 0x0001e531 0x0041e331 4   5    .text   ascii   8jQw
1523 0x0001e536 0x0041e336 7   8    .text   ascii   \s7R3l6
1524 0x0001e591 0x0041e391 5   6    .text   ascii   3maV$
1525 0x0001e5f2 0x0041e3f2 5   6    .text   ascii   1,%$&
1526 0x0001e637 0x0041e437 4   5    .text   ascii   7'\nr
1527 0x0001e6ad 0x0041e4ad 5   7    .text   utf8    UԊV0* blocks=Basic Latin,Cyrillic Supplement
1528 0x0001e6df 0x0041e4df 4   6    .text   utf8    !T-¸ blocks=Basic Latin,Latin-1 Supplement
1529 0x0001e73f 0x0041e53f 5   6    .text   ascii   98!]F
1530 0x0001e78f 0x0041e58f 4   8    .text   utf8    Oո\蜒 blocks=Basic Latin,Armenian,CJK Unified Ideographs
1531 0x0001e7a3 0x0041e5a3 5   6    .text   ascii   +\vAg#
1532 0x0001e7b0 0x0041e5b0 7   8    .text   ascii   GpM~M$2
1533 0x0001e7ca 0x0041e5ca 4   5    .text   ascii   }0S$
1534 0x0001e82a 0x0041e62a 4   5    .text   ascii   j0D`
1535 0x0001e888 0x0041e688 4   5    .text   ascii   \.PB
1536 0x0001e8d5 0x0041e6d5 5   6    .text   ascii   #y6o|
1537 0x0001e8e8 0x0041e6e8 8   10   .text   utf8    v8o>[јP< blocks=Basic Latin,Cyrillic
1538 0x0001e92b 0x0041e72b 4   6    .text   utf8    {cZ٤ blocks=Basic Latin,Arabic
1539 0x0001e936 0x0041e736 5   6    .text   ascii   V(=d2
1540 0x0001e949 0x0041e749 4   5    .text   ascii   &.jS
1541 0x0001e979 0x0041e779 4   5    .text   ascii   c@$H
1542 0x0001e994 0x0041e794 4   5    .text   ascii   Dz@M
1543 0x0001e9f4 0x0041e7f4 5   7    .text   utf8    $)ש7> blocks=Basic Latin,Hebrew
1544 0x0001e9ff 0x0041e7ff 4   5    .text   ascii   |B4l
1545 0x0001ea3b 0x0041e83b 4   5    .text   ascii   @WOe
1546 0x0001ea61 0x0041e861 5   6    .text   ascii   SPskD
1547 0x0001ea74 0x0041e874 4   5    .text   ascii   n|P\t
1548 0x0001ea8c 0x0041e88c 6   8    .text   utf8    ٴ}C!x& blocks=Arabic,Basic Latin
1549 0x0001eaa1 0x0041e8a1 5   7    .text   utf8    '6ύ00 blocks=Basic Latin,Greek and Coptic
1550 0x0001eabc 0x0041e8bc 4   6    .text   utf8    aɜ~E blocks=Basic Latin,IPA Extensions
1551 0x0001eb0e 0x0041e90e 5   7    .text   utf8    \vƱX\n: blocks=Basic Latin,Latin Extended-B
1552 0x0001eb15 0x0041e915 5   8    .text   utf8    EҸŜ-^ blocks=Basic Latin,Cyrillic,Latin Extended-A
1553 0x0001eb1d 0x0041e91d 5   6    .text   ascii   v18!\r
1554 0x0001eb6f 0x0041e96f 4   5    .text   ascii   UY$Z
1555 0x0001eb87 0x0041e987 6   8    .text   utf8    ˮ%^-"q blocks=Spacing Modifier Letters,Basic Latin
1556 0x0001eba4 0x0041e9a4 5   6    .text   ascii   IH.]\a
1557 0x0001ebd3 0x0041e9d3 4   5    .text   ascii   il-h
1558 0x0001ebda 0x0041e9da 5   6    .text   ascii   3?/%F
1559 0x0001ebe3 0x0041e9e3 4   5    .text   ascii   bs'8
1560 0x0001ec18 0x0041ea18 4   5    .text   ascii   QAo\a
1561 0x0001ec31 0x0041ea31 8   9    .text   ascii   wmVARz>:
1562 0x0001ec76 0x0041ea76 5   6    .text   ascii   rSHBI
1563 0x0001ec7f 0x0041ea7f 6   8    .text   utf8    7T@qˮZ blocks=Basic Latin,Spacing Modifier Letters
1564 0x0001ecb3 0x0041eab3 4   6    .text   utf8    TĄB% blocks=Basic Latin,Latin Extended-A
1565 0x0001ecc8 0x0041eac8 4   6    .text   utf8    jIaڝ blocks=Basic Latin,Arabic
1566 0x0001ed11 0x0041eb11 7   8    .text   ascii   f\b&g:+l
1567 0x0001ed3f 0x0041eb3f 7   9    .text   utf8    иp%d\fD, blocks=Cyrillic,Basic Latin
1568 0x0001ed4a 0x0041eb4a 4   5    .text   ascii   Dkzq
1569 0x0001ed4f 0x0041eb4f 4   5    .text   ascii   w2Gf
1570 0x0001eda1 0x0041eba1 4   6    .text   utf8    :T֖W blocks=Basic Latin,Hebrew
1571 0x0001edba 0x0041ebba 4   6    .text   utf8    -X\f+
1572 0x0001eddb 0x0041ebdb 4   5    .text   ascii   55uu
1573 0x0001ee0f 0x0041ec0f 5   7    .text   utf8    nipjl
1574 0x0001ee2c 0x0041ec2c 5   6    .text   ascii   NlMTm
1575 0x0001ee62 0x0041ec62 5   6    .text   ascii   @n8[D
1576 0x0001ee91 0x0041ec91 4   5    .text   ascii   >_fR
1577 0x0001eea7 0x0041eca7 6   7    .text   ascii   \vRO5]L
1578 0x0001eeb9 0x0041ecb9 4   7    .text   utf8    m@hʳ blocks=Basic Latin,Spacing Modifier Letters
1579 0x0001eef5 0x0041ecf5 5   7    .text   utf8    #lyܕB blocks=Basic Latin,Syriac
1580 0x0001ef1b 0x0041ed1b 4   5    .text   ascii   <T)&
1581 0x0001ef26 0x0041ed26 7   8    .text   ascii   VE`7S{=
1582 0x0001ef48 0x0041ed48 5   6    .text   ascii   4o&@\t
1583 0x0001ef78 0x0041ed78 5   6    .text   ascii   \e:-Ay
1584 0x0001efdf 0x0041eddf 4   7    .text   utf8    \nӜޜ- blocks=Basic Latin,Cyrillic,Thaana
1585 0x0001efeb 0x0041edeb 4   5    .text   ascii   )okF
1586 0x0001f01d 0x0041ee1d 4   5    .text   ascii   gT\e0
1587 0x0001f08b 0x0041ee8b 4   5    .text   ascii   W2}2
1588 0x0001f0bc 0x0041eebc 5   9    .text   utf8    `峪d_T blocks=Basic Latin,CJK Unified Ideographs
1589 0x0001f0db 0x0041eedb 5   9    .text   utf8    v_mŅ칰 blocks=Basic Latin,Latin Extended-A,Hangul Syllables
1590 0x0001f0fb 0x0041eefb 7   9    .text   utf8    Դ!Xsy6l blocks=Armenian,Basic Latin
1591 0x0001f12b 0x0041ef2b 5   6    .text   ascii   nR\bt4
1592 0x0001f146 0x0041ef46 4   5    .text   ascii   SC})
1593 0x0001f162 0x0041ef62 4   6    .text   utf8    2:ۂ2 blocks=Basic Latin,Arabic
1594 0x0001f180 0x0041ef80 4   5    .text   ascii   =H4[
1595 0x0001f1a1 0x0041efa1 4   5    .text   ascii   nf1K
1596 0x0001f1c0 0x0041efc0 4   6    .text   utf8    \Ǡ\ve blocks=Basic Latin,Latin Extended-B
1597 0x0001f214 0x0041f014 5   6    .text   ascii   br#X+
1598 0x0001f325 0x0041f125 5   8    .text   utf8    KΕȬ\aJ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
1599 0x0001f35a 0x0041f15a 5   6    .text   ascii   !`VOc
1600 0x0001f37d 0x0041f17d 5   6    .text   ascii   r)7[e
1601 0x0001f383 0x0041f183 4   5    .text   ascii   9}(q
1602 0x0001f38f 0x0041f18f 6   7    .text   ascii   Kyy[F$
1603 0x0001f416 0x0041f216 8   10   .text   utf8    \tpWIϰ]1u blocks=Basic Latin,Greek and Coptic
1604 0x0001f472 0x0041f272 4   5    .text   ascii   [KGj
1605 0x0001f4d1 0x0041f2d1 4   6    .text   utf8    ^YHث blocks=Basic Latin,Arabic
1606 0x0001f4ee 0x0041f2ee 4   6    .text   utf8    x5˚. blocks=Basic Latin,Spacing Modifier Letters
1607 0x0001f4f4 0x0041f2f4 5   6    .text   ascii   E2KU\b
1608 0x0001f5a4 0x0041f3a4 5   6    .text   ascii   t(F\b\v
1609 0x0001f5da 0x0041f3da 5   6    .text   ascii   ,R@:`
1610 0x0001f5e0 0x0041f3e0 4   5    .text   ascii   rhz\a
1611 0x0001f608 0x0041f408 4   6    .text   utf8    ÈFIF blocks=Latin-1 Supplement,Basic Latin
1612 0x0001f632 0x0041f432 4   5    .text   ascii   8RR8
1613 0x0001f644 0x0041f444 4   5    .text   ascii   HY#T
1614 0x0001f65b 0x0041f45b 5   6    .text   ascii   |!Fud
1615 0x0001f6b4 0x0041f4b4 5   7    .text   utf8    \aaHjȑ blocks=Basic Latin,Latin Extended-B
1616 0x0001f6e7 0x0041f4e7 6   7    .text   ascii   1\aNn[}
1617 0x0001f6f5 0x0041f4f5 5   7    .text   utf8    m|{:ʋ blocks=Basic Latin,IPA Extensions
1618 0x0001f71a 0x0041f51a 5   6    .text   ascii   v_NKN
1619 0x0001f724 0x0041f524 4   5    .text   ascii   @3s1
1620 0x0001f766 0x0041f566 7   8    .text   ascii   *0a27iF
1621 0x0001f850 0x0041f650 4   5    .text   ascii   n{g!
1622 0x0001f855 0x0041f655 4   6    .text   utf8    ȼl4r blocks=Latin Extended-B,Basic Latin
1623 0x0001f86b 0x0041f66b 4   5    .text   ascii   Ly[E
1624 0x0001f874 0x0041f674 4   5    .text   ascii   IzeC
1625 0x0001f879 0x0041f679 4   6    .text   utf8    f͙`N blocks=Basic Latin,Combining Diacritical Marks
1626 0x0001f88e 0x0041f68e 4   5    .text   ascii   z-'k
1627 0x0001f8e9 0x0041f6e9 6   7    .text   ascii   a=\v=v\e
1628 0x0001f97d 0x0041f77d 4   5    .text   ascii   'RmJ
1629 0x0001f9a4 0x0041f7a4 4   5    .text   ascii   \p.$
1630 0x0001f9b7 0x0041f7b7 4   5    .text   ascii   u/zv
1631 0x0001f9ea 0x0041f7ea 5   6    .text   ascii   C<zhK
1632 0x0001fa6e 0x0041f86e 4   6    .text   utf8    C\e\t܌ blocks=Basic Latin,Syriac
1633 0x0001fa7f 0x0041f87f 4   5    .text   ascii   2\fE:
1634 0x0001fa8f 0x0041f88f 4   5    .text   ascii   -/Br
1635 0x0001fad9 0x0041f8d9 5   6    .text   ascii   ?WftU
1636 0x0001faef 0x0041f8ef 7   10   .text   utf8    Kgdւz֠x blocks=Basic Latin,Armenian,Hebrew
1637 0x0001fb35 0x0041f935 4   5    .text   ascii   bOB,
1638 0x0001fb7c 0x0041f97c 4   5    .text   ascii   *az\v
1639 0x0001fb92 0x0041f992 5   8    .text   utf8    :E䆬|< blocks=Basic Latin,CJK Unified Ideographs Extension A
1640 0x0001fba2 0x0041f9a2 4   6    .text   utf8    Vށ:$ blocks=Basic Latin,Thaana
1641 0x0001fbd5 0x0041f9d5 4   5    .text   ascii   }@n6
1642 0x0001fc00 0x0041fa00 4   5    .text   ascii   BH7/
1643 0x0001fc24 0x0041fa24 4   7    .text   utf8    绱SSb blocks=CJK Unified Ideographs,Basic Latin
1644 0x0001fc63 0x0041fa63 4   5    .text   ascii   d>qP
1645 0x0001fc96 0x0041fa96 4   6    .text   utf8    "CζU blocks=Basic Latin,Greek and Coptic
1646 0x0001fca4 0x0041faa4 4   5    .text   ascii   -hUV
1647 0x0001fcc0 0x0041fac0 4   6    .text   utf8    \eϥAx blocks=Basic Latin,Greek and Coptic
1648 0x0001fcc9 0x0041fac9 4   5    .text   ascii   i|''
1649 0x0001fcd6 0x0041fad6 4   5    .text   ascii   UG|6
1650 0x0001fd30 0x0041fb30 5   7    .text   utf8     -̴,d blocks=Basic Latin,Combining Diacritical Marks
1651 0x0001fd41 0x0041fb41 4   5    .text   ascii   =f9r
1652 0x0001fd68 0x0041fb68 4   5    .text   ascii   k*+_
1653 0x0001fd6d 0x0041fb6d 4   5    .text   ascii   o4>\e
1654 0x0001fda0 0x0041fba0 4   6    .text   utf8    :VҎw blocks=Basic Latin,Cyrillic
1655 0x0001fda6 0x0041fba6 4   5    .text   ascii   C8\k
1656 0x0001fddc 0x0041fbdc 5   6    .text   ascii   ^td\vP
1657 0x0001fdff 0x0041fbff 5   6    .text   ascii   \eQ\var
1658 0x0001fe10 0x0041fc10 6   7    .text   ascii   +t(t4x
1659 0x0001fe39 0x0041fc39 5   6    .text   ascii   {47'<
1660 0x0001fe41 0x0041fc41 6   8    .text   utf8    eeɀh[6 blocks=Basic Latin,Latin Extended-B
1661 0x0001fe90 0x0041fc90 5   7    .text   utf8    Ѕo+Pj blocks=Cyrillic,Basic Latin
