[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3518 0x00069981 0x0046b581 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3519 0x0006998f 0x0046b58f 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
3520 0x000699a5 0x0046b5a5 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3521 0x000699bf 0x0046b5bf 6   8    .rsrc   utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
3522 0x000699f7 0x0046b5f7 4   5    .rsrc   ascii   oV f
3523 0x000699fc 0x0046b5fc 4   5    .rsrc   ascii   o^0f
3524 0x00069a14 0x0046b614 4   5    .rsrc   ascii   of@f
3525 0x00069a19 0x0046b619 4   5    .rsrc   ascii   onPf
3526 0x00069a1e 0x0046b61e 4   5    .rsrc   ascii   ov`f
3527 0x00069a23 0x0046b623 4   5    .rsrc   ascii   o~pf
3528 0x00069a90 0x0046b690 5   6    .rsrc   ascii   \aFGIu
3529 0x00069a9c 0x0046b69c 4   6    .rsrc   utf8    X^_Í blocks=Basic Latin,Latin-1 Supplement
3530 0x00069ac3 0x0046b6c3 4   5    .rsrc   ascii   FGIu
3531 0x00069b05 0x0046b705 4   6    .rsrc   utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
3532 0x00069b0f 0x0046b70f 4   5    .rsrc   ascii   j\fh 
3533 0x00069b5d 0x0046b75d 4   5    .rsrc   ascii   5(\B
3534 0x00069b65 0x0046b765 4   5    .rsrc   ascii   5$\B
3535 0x00069baa 0x0046b7aa 4   5    .rsrc   ascii   r\rPS
3536 0x00069bbe 0x0046b7be 4   5    .rsrc   ascii   r>PS
3537 0x00069e08 0x0046ba08 4   5    .rsrc   ascii   u\bWP
3538 0x00069e5b 0x0046ba5b 5   7    .rsrc   utf8    ̋D$\fS blocks=Combining Diacritical Marks,Basic Latin
3539 0x00069e66 0x0046ba66 8   10   .rsrc   utf8    T$\b3ۊ\$\f blocks=Basic Latin,Arabic
3540 0x00069efa 0x0046bafa 4   6    .rsrc   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
3541 0x00069f00 0x0046bb00 4   6    .rsrc   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
3542 0x00069fca 0x0046bbca 4   5    .rsrc   ascii   y\bj\e
3543 0x00069ff0 0x0046bbf0 4   5    .rsrc   ascii   y\bj\b
3544 0x0006a001 0x0046bc01 4   5    .rsrc   ascii   y\bj\t
3545 0x0006a02a 0x0046bc2a 4   5    .rsrc   ascii   5@QB
3546 0x0006a030 0x0046bc30 4   5    .rsrc   ascii   58QB
3547 0x0006a064 0x0046bc64 4   6    .rsrc   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
3548 0x0006a116 0x0046bd16 4   5    .rsrc   ascii   %(:B
3549 0x0006a196 0x0046bd96 4   5    .rsrc   ascii   oF f
3550 0x0006a1f2 0x0046bdf2 4   5    .rsrc   ascii   oF f
3551 0x0006a24a 0x0046be4a 4   5    .rsrc   ascii   oF f
3552 0x0006a415 0x0046c015 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3553 0x0006a421 0x0046c021 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3554 0x0006a433 0x0046c033 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
3555 0x0006a44d 0x0046c04d 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3556 0x0006a5b1 0x0046c1b1 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3557 0x0006a5bf 0x0046c1bf 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
3558 0x0006a5d5 0x0046c1d5 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3559 0x0006a5ef 0x0046c1ef 6   8    .rsrc   utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
3560 0x0006a627 0x0046c227 4   5    .rsrc   ascii   oV f
3561 0x0006a62c 0x0046c22c 4   5    .rsrc   ascii   o^0f
3562 0x0006a644 0x0046c244 4   5    .rsrc   ascii   of@f
3563 0x0006a649 0x0046c249 4   5    .rsrc   ascii   onPf
3564 0x0006a64e 0x0046c24e 4   5    .rsrc   ascii   ov`f
3565 0x0006a653 0x0046c253 4   5    .rsrc   ascii   o~pf
3566 0x0006a6c0 0x0046c2c0 5   6    .rsrc   ascii   \aFGIu
3567 0x0006a6cc 0x0046c2cc 4   6    .rsrc   utf8    X^_Í blocks=Basic Latin,Latin-1 Supplement
3568 0x0006a6f3 0x0046c2f3 4   5    .rsrc   ascii   FGIu
3569 0x0006a7af 0x0046c3af 6   7    .rsrc   ascii    VWj\bY
3570 0x0006a7c0 0x0046c3c0 4   5    .rsrc   ascii   M\b_^
3571 0x0006a80c 0x0046c40c 5   6    .rsrc   ascii   Y__^[
3572 0x0006a813 0x0046c413 4   6    .rsrc   utf8    ]QËM blocks=Basic Latin,Latin-1 Supplement
3573 0x0006a82e 0x0046c42e 10  11   .rsrc   ascii   D$\f+d$\fSVW
3574 0x0006a861 0x0046c461 10  11   .rsrc   ascii   D$\f+d$\fSVW
3575 0x0006a897 0x0046c497 10  11   .rsrc   ascii   D$\f+d$\fSVW
3576 0x0006a8ff 0x0046c4ff 5   6    .rsrc   ascii   H\b3M\f
3577 0x0006a963 0x0046c563 5   11   .rsrc   utf16le jjjjj
3578 0x0006a9a4 0x0046c5a4 4   6    .rsrc   utf8    3KM\b
3579 0x0006aa1e 0x0046c61e 4   6    .rsrc   utf8    Ẻm@ blocks=Basic Latin,Combining Diacritical Marks
3580 0x0006aa2c 0x0046c62c 5   8    .rsrc   utf8    3IEЋE blocks=Basic Latin,Cyrillic
3581 0x0006aa35 0x0046c635 4   6    .rsrc   utf8    EԋE\f blocks=Basic Latin,Cyrillic Supplement
3582 0x0006aa41 0x0046c641 4   6    .rsrc   utf8    E܋E  blocks=Basic Latin,Syriac
3583 0x0006ab0b 0x0046c70b 5   6    .rsrc   ascii   ;T\b\b~
3584 0x0006ab2d 0x0046c72d 6   7    .rsrc   ascii   E\b;x\fw
3585 0x0006ab7e 0x0046c77e 6   7    .rsrc   ascii   QQSVWd
3586 0x0006ac5b 0x0046c85b 6   7    .rsrc   ascii   M\b9\bt\f
3587 0x0006ac76 0x0046c876 4   5    .rsrc   ascii   \bSVW
3588 0x0006acf7 0x0046c8f7 5   7    .rsrc   utf8    3ҹp4B blocks=Basic Latin,Cyrillic
3589 0x0006ad20 0x0046c920 4   5    .rsrc   ascii   =$QB
3590 0x0006ad3f 0x0046c93f 5   7    .rsrc   utf8    Yøp4B blocks=Basic Latin,Latin-1 Supplement
3591 0x0006ada5 0x0046c9a5 4   6    .rsrc   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
3592 0x0006ae9b 0x0046ca9b 4   6    .rsrc   utf8    3\vu\b
3593 0x0006aec2 0x0046cac2 4   5    .rsrc   ascii   F\f@t
3594 0x0006af4c 0x0046cb4c 7   9    .rsrc   utf8    u\b3ۋF\f$ blocks=Basic Latin,Arabic
3595 0x0006af64 0x0046cb64 4   5    .rsrc   ascii   >+~\b
3596 0x0006b04b 0x0046cc4b 4   5    .rsrc   ascii   tWPV
3597 0x0006b098 0x0046cc98 4   6    .rsrc   utf8    \tE܃e blocks=Basic Latin,Syriac
3598 0x0006b0a4 0x0046cca4 4   7    .rsrc   utf8    F녋]\b blocks=Basic Latin,Hangul Syllables
3599 0x0006b0ec 0x0046ccec 4   5    .rsrc   ascii   j\fh 
3600 0x0006b0fd 0x0046ccfd 4   6    .rsrc   utf8    3\vu\b
3601 0x0006b12e 0x0046cd2e 6   7    .rsrc   ascii   F\f@uqV
3602 0x0006b23a 0x0046ce3a 4   5    .rsrc   ascii   j\fh@
3603 0x0006b24b 0x0046ce4b 4   6    .rsrc   utf8    3\vu\f
3604 0x0006b27c 0x0046ce7c 6   7    .rsrc   ascii   F\f@uqV
3605 0x0006b357 0x0046cf57 4   6    .rsrc   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
3606 0x0006b374 0x0046cf74 4   5    .rsrc   ascii   j\fh`
3607 0x0006b380 0x0046cf80 4   6    .rsrc   utf8    3\vu\b
3608 0x0006b472 0x0046d072 4   5    .rsrc   ascii   u\bSV
3609 0x0006b4ad 0x0046d0ad 5   6    .rsrc   ascii   M\fSVW
3610 0x0006b5ed 0x0046d1ed 4   5    .rsrc   ascii   N\f +
3611 0x0006b68d 0x0046d28d 4   6    .rsrc   utf8    3\vu\b
3612 0x0006b78f 0x0046d38f 6   7    .rsrc   ascii   F\f@uoV
3613 0x0006b79c 0x0046d39c 4   6    .rsrc   utf8    Ȼ8:B blocks=Latin Extended-B,Basic Latin
3614 0x0006b7fe 0x0046d3fe 8   10   .rsrc   utf8    _^[]Ë]\b; blocks=Basic Latin,Latin-1 Supplement
3615 0x0006b82b 0x0046d42b 5   6    .rsrc   ascii   ;F\bu\t
3616 0x0006b86e 0x0046d46e 4   6    .rsrc   utf8    3\vu\f
3617 0x0006b937 0x0046d537 4   5    .rsrc   ascii   9u\fr
3618 0x0006b965 0x0046d565 5   6    .rsrc   ascii   \f9u\fs
3619 0x0006b980 0x0046d580 4   5    .rsrc   ascii   X_^]
3620 0x0006b98b 0x0046d58b 4   6    .rsrc   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
3621 0x0006b9a8 0x0046d5a8 4   5    .rsrc   ascii   L$\fW
3622 0x0006b9c2 0x0046d5c2 4   5    .rsrc   ascii   %(:B
3623 0x0006b9db 0x0046d5db 5   7    .rsrc   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
3624 0x0006ba12 0x0046d612 7   9    .rsrc   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
3625 0x0006ba1c 0x0046d61c 4   5    .rsrc   ascii   j\bhP
3626 0x0006ba30 0x0046d630 4   5    .rsrc   ascii   8csm
3627 0x0006baf2 0x0046d6f2 4   5    .rsrc   ascii   j0h\b
3628 0x0006bb04 0x0046d704 6   9    .rsrc   utf8    3ۉ]ȋ}\f blocks=Basic Latin,Arabic,Latin Extended-B
3629 0x0006bb10 0x0046d710 4   6    .rsrc   utf8    E؋u\b blocks=Basic Latin,Arabic
3630 0x0006bbc7 0x0046d7c7 5   6    .rsrc   ascii   9B\fv?
3631 0x0006bbd9 0x0046d7d9 4   5    .rsrc   ascii   }\f~%
3632 0x0006bc06 0x0046d806 4   5    .rsrc   ascii   ;B\fr
3633 0x0006bc0b 0x0046d80b 4   5    .rsrc   ascii   QRSW
3634 0x0006bc6d 0x0046d86d 4   5    .rsrc   ascii   >csm
3635 0x0006bd6f 0x0046d96f 4   5    .rsrc   ascii   t\aWP
3636 0x0006bd84 0x0046d984 4   5    .rsrc   ascii   8csm
3637 0x0006bdcf 0x0046d9cf 5   6    .rsrc   ascii   E\fSVW
3638 0x0006be07 0x0046da07 4   5    .rsrc   ascii   >csm
3639 0x0006be86 0x0046da86 4   5    .rsrc   ascii   >csm
3640 0x0006beac 0x0046daac 4   5    .rsrc   ascii   u\n9^
3641 0x0006bf35 0x0046db35 4   5    .rsrc   ascii   >csm
3642 0x0006bfa2 0x0046dba2 6   8    .rsrc   utf8    ]ԋ]\f9B blocks=Basic Latin,Cyrillic Supplement
3643 0x0006c03a 0x0046dc3a 4   5    .rsrc   ascii   u\bSV
3644 0x0006c0cf 0x0046dccf 4   5    .rsrc   ascii   9_\fv
3645 0x0006c1a3 0x0046dda3 4   5    .rsrc   ascii   ?MOC
3646 0x0006c1ab 0x0046ddab 4   5    .rsrc   ascii   ?RCC
3647 0x0006c208 0x0046de08 4   5    .rsrc   ascii   |c;F
3648 0x0006c23f 0x0046de3f 4   5    .rsrc   ascii   @u(j
3649 0x0006c24b 0x0046de4b 4   5    .rsrc   ascii   u Qj
3650 0x0006c280 0x0046de80 4   5    .rsrc   ascii   QQSV
3651 0x0006c28a 0x0046de8a 4   6    .rsrc   utf8    tl3ۋ blocks=Basic Latin,Arabic
3652 0x0006c2eb 0x0046deeb 5   6    .rsrc   ascii   M\f;>|
3653 0x0006c339 0x0046df39 4   5    .rsrc   ascii   j\bh0
3654 0x0006c376 0x0046df76 4   5    .rsrc   ascii   Hu4j
3655 0x0006c4e5 0x0046e0e5 4   5    .rsrc   ascii   YYPW
3656 0x0006c555 0x0046e155 4   5    .rsrc   ascii   8RCC
3657 0x0006c55d 0x0046e15d 4   5    .rsrc   ascii   8MOC
3658 0x0006c565 0x0046e165 4   5    .rsrc   ascii   8csm
3659 0x0006c6bc 0x0046e2bc 5   6    .rsrc   ascii   ft!9q
3660 0x0006c6df 0x0046e2df 5   6    .rsrc   ascii   j9q\fu
3661 0x0006c6f1 0x0046e2f1 4   5    .rsrc   ascii   rW9q
3662 0x0006c700 0x0046e300 4   5    .rsrc   ascii   r,9z
3663 0x0006c74c 0x0046e34c 5   6    .rsrc   ascii   @_^[]
3664 0x0006c774 0x0046e374 4   5    .rsrc   ascii   B\bPQ
3665 0x0006c7aa 0x0046e3aa 4   5    .rsrc   ascii   @_^]
3666 0x0006c837 0x0046e437 4   5    .rsrc   ascii   j\bh 
3667 0x0006c92e 0x0046e52e 4   6    .rsrc   utf8    ЋBl; blocks=Cyrillic,Basic Latin
3668 0x0006c987 0x0046e587 4   5    .rsrc   ascii   Bpu\a
3669 0x0006c9a6 0x0046e5a6 4   5    .rsrc   ascii   Apu\b
3670 0x0006cb76 0x0046e776 4   5    .rsrc   ascii   u\bWS
3671 0x0006cb92 0x0046e792 5   6    .rsrc   ascii   PPPPP
3672 0x0006cba3 0x0046e7a3 4   6    .rsrc   utf8    ЋBl; blocks=Cyrillic,Basic Latin
3673 0x0006cbc9 0x0046e7c9 4   6    .rsrc   utf8    ЋBl; blocks=Cyrillic,Basic Latin
3674 0x0006ccf9 0x0046e8f9 5   9    .rsrc   utf8    \tEЋEܺ blocks=Basic Latin,Cyrillic,Syriac
3675 0x0006cd0b 0x0046e90b 5   6    .rsrc   ascii   PRAQh
3676 0x0006cd64 0x0046e964 4   5    .rsrc   ascii   ~18]
3677 0x0006cdce 0x0046e9ce 4   8    .rsrc   utf8    M܃逈Y blocks=Basic Latin,Syriac,CJK Unified Ideographs
3678 0x0006cde3 0x0046e9e3 4   7    .rsrc   utf8    MĉEȈ blocks=Basic Latin,Latin Extended-A,Latin Extended-B
3679 0x0006cdea 0x0046e9ea 4   5    .rsrc   ascii   ~E8]
3680 0x0006cef6 0x0046eaf6 4   6    .rsrc   utf8    EЉFt blocks=Basic Latin,Cyrillic
3681 0x0006cfb3 0x0046ebb3 4   6    .rsrc   utf8    H;ƍp blocks=Basic Latin,Latin Extended-B
3682 0x0006cfd5 0x0046ebd5 4   5    .rsrc   ascii   9E(j
3683 0x0006d10f 0x0046ed0f 4   5    .rsrc   ascii   t@WV
3684 0x0006d12b 0x0046ed2b 6   7    .rsrc   ascii   PP9E u
3685 0x0006d279 0x0046ee79 8   9    .rsrc   ascii   u,9E\ft'9
3686 0x0006d2b7 0x0046eeb7 4   5    .rsrc   ascii   woSW
3687 0x0006d2fa 0x0046eefa 6   7    .rsrc   ascii   u&j\f[9
3688 0x0006d33f 0x0046ef3f 4   5    .rsrc   ascii   j h@
3689 0x0006d378 0x0046ef78 8   9    .rsrc   ascii   "u\nSSSSS
3690 0x0006d3d4 0x0046efd4 4   6    .rsrc   utf8    ؉]\fW blocks=Arabic,Basic Latin
3691 0x0006d3f1 0x0046eff1 4   6    .rsrc   utf8    MЋHh blocks=Basic Latin,Cyrillic
3692 0x0006d401 0x0046f001 5   6    .rsrc   ascii   PWSWW
3693 0x0006d41d 0x0046f01d 8   9    .rsrc   ascii   "u\nWWWWW
3694 0x0006d474 0x0046f074 4   5    .rsrc   ascii   "u\f3
3695 0x0006d479 0x0046f079 5   6    .rsrc   ascii   PPPPP
3696 0x0006d523 0x0046f123 5   6    .rsrc   ascii   M\b#M\f
3697 0x0006d62b 0x0046f22b 4   5    .rsrc   ascii   5<8B
3698 0x0006d654 0x0046f254 4   5    .rsrc   ascii   5<8B
3699 0x0006d663 0x0046f263 4   5    .rsrc   ascii   VWhp
3700 0x0006d8f4 0x0046f4f4 4   5    .rsrc   ascii   t&:a
3701 0x0006d972 0x0046f572 8   9    .rsrc   ascii   PPPPPPPP
3702 0x0006da78 0x0046f678 5   7    .rsrc   utf8    ;\fŰ8B blocks=Basic Latin,Latin Extended-A
3703 0x0006da8f 0x0046f68f 5   7    .rsrc   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
3704 0x0006dbf5 0x0046f7f5 4   6    .rsrc   utf8    \b\vЀ} blocks=Basic Latin,Cyrillic
3705 0x0006dc3b 0x0046f83b 4   6    .rsrc   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
3706 0x0006dc44 0x0046f844 7   9    .rsrc   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
3707 0x0006dc59 0x0046f859 4   6    .rsrc   utf8    ؋D$\b blocks=Arabic,Basic Latin
3708 0x0006dc63 0x0046f863 4   6    .rsrc   utf8    ؋D$\b blocks=Arabic,Basic Latin
3709 0x0006dc93 0x0046f893 4   6    .rsrc   utf8    ؋D$\f blocks=Arabic,Basic Latin
3710 0x0006dcd0 0x0046f8d0 9   10   .rsrc   ascii   w\br\a;D$\fv
3711 0x0006de49 0x0046fa49 6   7    .rsrc   ascii   F\b;B\bt
3712 0x0006deda 0x0046fada 6   7    .rsrc   ascii   F\f;B\ft
3713 0x0006e1b3 0x0046fdb3 4   5    .rsrc   ascii   j Y+
3714 0x0006f3d5 0x00470fd5 5   7    .rsrc   utf8    ^[]ÍI blocks=Basic Latin,Latin-1 Supplement
3715 0x0006f494 0x00471094 4   5    .rsrc   ascii   SVW3
3716 0x0006f4da 0x004710da 4   5    .rsrc   ascii   _^[]
3717 0x0006f4e3 0x004710e3 5   6    .rsrc   ascii   E\bSVW
3718 0x0006f549 0x00471149 4   5    .rsrc   ascii   _^[]
3719 0x0006f550 0x00471150 5   6    .rsrc   ascii   PPPPP
3720 0x0006f5b6 0x004711b6 5   7    .rsrc   utf8    ]ËE\bj blocks=Basic Latin,Latin-1 Supplement
3721 0x0006f6b5 0x004712b5 4   5    .rsrc   ascii   M\fSW
3722 0x0006f6ba 0x004712ba 9   10   .rsrc   ascii   }\bjA[jZZ+
3723 0x0006f6d3 0x004712d3 4   5    .rsrc   ascii   r\rf;
3724 0x0006f6ea 0x004712ea 5   6    .rsrc   ascii   r\ff;E
3725 0x0006f6fb 0x004712fb 4   5    .rsrc   ascii   Nt\nf
3726 0x0006f75e 0x0047135e 4   6    .rsrc   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
3727 0x0006f76f 0x0047136f 6   7    .rsrc   ascii   D$\ftQf
3728 0x0006f79d 0x0047139d 4   5    .rsrc   ascii   \r :B
3729 0x0006f7fa 0x004713fa 4   5    .rsrc   ascii   \r :B
3730 0x0006f82a 0x0047142a 5   6    .rsrc   ascii   YYu\bj
3731 0x0006f906 0x00471506 4   6    .rsrc   utf8    ǀ\fNB blocks=Latin Extended-B,Basic Latin
3732 0x0006fa4a 0x0047164a 4   5    .rsrc   ascii   5(:B
3733 0x0006fa69 0x00471669 4   5    .rsrc   ascii   5(:B
3734 0x0006fa7e 0x0047167e 4   5    .rsrc   ascii   5(:B
3735 0x0006fa9a 0x0047169a 4   5    .rsrc   ascii   5(:B
3736 0x0006fae3 0x004716e3 6   7    .rsrc   ascii   Genuu_
3737 0x0006faec 0x004716ec 6   7    .rsrc   ascii   ineIuV
3738 0x0006faf5 0x004716f5 7   8    .rsrc   ascii   nteluM3
3739 0x0006fb1a 0x0047171a 4   5    .rsrc   ascii   t#=`
3740 0x0006fb36 0x00471736 4   5    .rsrc   ascii   t\a=p
3741 0x0006fc11 0x00471811 5   6    .rsrc   ascii   uPVWh
3742 0x0006fc3c 0x0047183c 4   5    .rsrc   ascii   = \B
3743 0x0006fc42 0x00471842 8   9    .rsrc   ascii   _^t\eh \B
3744 0x0006fcc5 0x004718c5 4   5    .rsrc   ascii   ;u\fr
3745 0x0006fce7 0x004718e7 4   5    .rsrc   ascii   ;u\fr
3746 0x0006fd1a 0x0047191a 4   5    .rsrc   ascii   =4QB
3747 0x0006fd43 0x00471943 4   5    .rsrc   ascii   5(\B
3748 0x0006fd5a 0x0047195a 4   5    .rsrc   ascii   5$\B
3749 0x0006fd99 0x00471999 4   5    .rsrc   ascii   5(\B
3750 0x0006fdaa 0x004719aa 4   5    .rsrc   ascii   5$\B
3751 0x0006fdc2 0x004719c2 4   7    .rsrc   utf8    ى]ԉE blocks=Arabic,Basic Latin,Cyrillic Supplement
3752 0x0006fe1f 0x00471a1f 4   5    .rsrc   ascii   t\bj\b
3753 0x0006fecb 0x00471acb 5   6    .rsrc   ascii   Y__^[
3754 0x0006fee4 0x00471ae4 4   5    .rsrc   ascii   ]\fVW
3755 0x0006fee9 0x00471ae9 4   5    .rsrc   ascii   {\b3=
3756 0x0006ff7f 0x00471b7f 4   5    .rsrc   ascii   8csm
3757 0x0006ffbf 0x00471bbf 4   5    .rsrc   ascii   9P\ft
3758 0x0007008b 0x00471c8b 4   5    .rsrc   ascii   =XQB
3759 0x000700e3 0x00471ce3 4   5    .rsrc   ascii   u\bWV
3760 0x00070116 0x00471d16 4   5    .rsrc   ascii   =XQB
3761 0x00070138 0x00471d38 4   5    .rsrc   ascii   h`QB
3762 0x00070198 0x00471d98 4   5    .rsrc   ascii   <v5h
3763 0x00070229 0x00471e29 5   8    .rsrc   utf8    tD3ۋˊ blocks=Basic Latin,Arabic,Spacing Modifier Letters
3764 0x0007023c 0x00471e3c 4   5    .rsrc   ascii   Ot\tA
3765 0x0007027e 0x00471e7e 5   6    .rsrc   ascii   SSSSS
3766 0x0007039d 0x00471f9d 4   5    .rsrc   ascii   PSQR
3767 0x00070455 0x00472055 5   6    .rsrc   ascii   VVVVV
3768 0x0007056f 0x0047216f 4   5    .rsrc   ascii   8csm
3769 0x00070584 0x00472184 4   5    .rsrc   ascii   t\e=!
3770 0x000705d1 0x004721d1 4   5    .rsrc   ascii   99t\r
3771 0x00070652 0x00472252 5   7    .rsrc   utf8    \v~du\f
3772 0x000706eb 0x004722eb 4   5    .rsrc   ascii   vdj\b
3773 0x00070830 0x00472430 4   5    .rsrc   ascii   u\bj\r
3774 0x00070839 0x00472439 6   8    .rsrc   utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
3775 0x00070868 0x00472468 4   5    .rsrc   ascii   50:B
3776 0x00070891 0x00472491 4   5    .rsrc   ascii   50:B
3777 0x000708ef 0x004724ef 6   7    .rsrc   ascii   ~pjCXf
3778 0x0007096d 0x0047256d 5   8    .rsrc   utf8    u\bj\r蝿 blocks=Basic Latin,CJK Unified Ideographs
3779 0x000709c3 0x004725c3 4   5    .rsrc   ascii   50:B
3780 0x000709f5 0x004725f5 5   7    .rsrc   utf8    ^á0:B blocks=Basic Latin,Latin-1 Supplement
3781 0x00070a08 0x00472608 4   5    .rsrc   ascii   \r0:B
3782 0x00070a3d 0x0047263d 4   6    .rsrc   utf8    Y3ۉ] blocks=Basic Latin,Arabic
3783 0x00070a43 0x00472643 6   7    .rsrc   ascii   j@j _W
3784 0x00070aa2 0x004726a2 4   5    .rsrc   ascii   A%\n\n
3785 0x00070b03 0x00472703 5   6    .rsrc   ascii   } j@W
3786 0x00070b28 0x00472728 5   8    .rsrc   utf8    }ԋE؋U blocks=Basic Latin,Cyrillic Supplement,Arabic
3787 0x00070bd9 0x004727d9 4   5    .rsrc   ascii   A%\n\n
3788 0x00070cdb 0x004728db 6   7    .rsrc   ascii   QQSVWh
3789 0x00070d0c 0x0047290c 4   5    .rsrc   ascii   f9>u
3790 0x00070d1a 0x0047291a 4   5    .rsrc   ascii   PWWV
3791 0x00070d73 0x00472973 4   5    .rsrc   ascii   =@QB
3792 0x00070d98 0x00472998 4   5    .rsrc   ascii   u\fW3
3793 0x00070dbf 0x004729bf 5   6    .rsrc   ascii   j"Xf9
3794 0x00070df6 0x004729f6 5   6    .rsrc   ascii   f;E\bt
3795 0x00070e25 0x00472a25 5   6    .rsrc   ascii   f;E\bt
3796 0x00070e68 0x00472a68 5   6    .rsrc   ascii   j"Xf9
3797 0x00070e6e 0x00472a6e 5   6    .rsrc   ascii   j\Xu;
3798 0x00070e7c 0x00472a7c 6   7    .rsrc   ascii   j"_f9y
3799 0x00070ebc 0x00472abc 11  12   .rsrc   ascii   u\ff;E\bt"f;E
3800 0x00070f40 0x00472b40 4   5    .rsrc   ascii   j=Yf
3801 0x00070f58 0x00472b58 4   5    .rsrc   ascii   =HQB
3802 0x00070f8c 0x00472b8c 5   6    .rsrc   ascii   tAVSP
3803 0x00070fca 0x00472bca 4   5    .rsrc   ascii   Y_^[
3804 0x00070fd0 0x00472bd0 4   5    .rsrc   ascii   5HQB
3805 0x00070fdb 0x00472bdb 4   5    .rsrc   ascii   %HQB
3806 0x00070fe8 0x00472be8 5   6    .rsrc   ascii   PPPPP
3807 0x00071129 0x00472d29 4   5    .rsrc   ascii   tGS3
3808 0x000711c8 0x00472dc8 4   5    .rsrc   ascii   j\bh0
3809 0x00071452 0x00473052 5   6    .rsrc   ascii   PPPPP
3810 0x000714dd 0x004730dd 4   5    .rsrc   ascii   xy;5
3811 0x00071621 0x00473221 4   5    .rsrc   ascii   F\f\bt
3812 0x000718d7 0x004734d7 4   5    .rsrc   ascii    t\rj
3813 0x00071b9d 0x0047379d 6   7    .rsrc   ascii   t$j\rXP
3814 0x00071d80 0x00473980 4   5    .rsrc   ascii   j\rYf
3815 0x00071e7d 0x00473a7d 4   5    .rsrc   ascii   j\r^f
3816 0x00071ea2 0x00473aa2 5   6    .rsrc   ascii   VVhU\r
3817 0x000720d8 0x00473cd8 4   5    .rsrc   ascii   t$VW
3818 0x0007211d 0x00473d1d 4   5    .rsrc   ascii   G\f\bt
3819 0x00072162 0x00473d62 4   6    .rsrc   utf8    3\vu\b
3820 0x000721e3 0x00473de3 5   6    .rsrc   ascii   ]\bVWS
3821 0x000722ef 0x00473eef 4   5    .rsrc   ascii   t\b(S
3822 0x00072501 0x00474101 5   6    .rsrc   ascii   C\f\bt\v
3823 0x0007257a 0x0047417a 4   5    .rsrc   ascii   u\fWV
3824 0x000725a7 0x004741a7 4   7    .rsrc   utf8    @t\r讴 blocks=Basic Latin,CJK Unified Ideographs
3825 0x0007269d 0x0047429d 4   5    .rsrc   ascii   E\bPW
3826 0x000726ab 0x004742ab 5   6    .rsrc   ascii   ;]\ft\t
3827 0x000726bb 0x004742bb 6   7    .rsrc   ascii   E\b[_^]
3828 0x000726d2 0x004742d2 6   9    .rsrc   utf8    u؉u܋}\b blocks=Basic Latin,Arabic,Syriac
3829 0x00072774 0x00474374 4   7    .rsrc   utf8    މu؉] blocks=Thaana,Basic Latin,Arabic
3830 0x000727c5 0x004743c5 4   5    .rsrc   ascii   u\bWV
3831 0x000728a2 0x004744a2 4   5    .rsrc   ascii   \at0f
3832 0x000729d7 0x004745d7 4   5    .rsrc   ascii   _^[]
3833 0x000729e2 0x004745e2 4   6    .rsrc   utf8    u\b3ۋ blocks=Basic Latin,Arabic
3834 0x000729ef 0x004745ef 6   7    .rsrc   ascii   tf=H8B
3835 0x00072b12 0x00474712 4   7    .rsrc   utf8    u\aP贍 blocks=Basic Latin,CJK Unified Ideographs
