Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2401 0x0002202c 0x00422c2c 6   8    UPX1    utf8    \r\n\r~ԟw blocks=Basic Latin,Cyrillic Supplement
2402 0x0002205e 0x00422c5e 4   5    UPX1    ascii   \fB?r
2403 0x00022091 0x00422c91 4   5    UPX1    ascii   Ht.I
2404 0x000220d7 0x00422cd7 4   5    UPX1    ascii   }apk
2405 0x000220f8 0x00422cf8 4   5    UPX1    ascii   >=v\t
2406 0x00022134 0x00422d34 6   8    UPX1    utf8    ǌdW\aP` blocks=Latin Extended-B,Basic Latin
2407 0x00022157 0x00422d57 4   5    UPX1    ascii   \[wX
2408 0x00022163 0x00422d63 4   6    UPX1    utf8    Ӕ[>t blocks=Cyrillic,Basic Latin
2409 0x0002218d 0x00422d8d 5   6    UPX1    ascii   T7Cx%
2410 0x000221b2 0x00422db2 4   5    UPX1    ascii   >^\bx
2411 0x00022271 0x00422e71 4   5    UPX1    ascii   FBN>
2412 0x00022280 0x00422e80 4   5    UPX1    ascii   kT\v|
2413 0x000222b1 0x00422eb1 4   5    UPX1    ascii   =`*T
2414 0x000222dc 0x00422edc 4   5    UPX1    ascii   X&SY
2415 0x000222f7 0x00422ef7 4   5    UPX1    ascii   CUT>
2416 0x00022305 0x00422f05 4   5    UPX1    ascii   o ~^
2417 0x0002237a 0x00422f7a 4   5    UPX1    ascii   "f1\e
2418 0x00022382 0x00422f82 4   6    UPX1    utf8    q۹}> blocks=Basic Latin,Arabic
2419 0x0002238f 0x00422f8f 4   6    UPX1    utf8    SxɬF blocks=Basic Latin,IPA Extensions
2420 0x000223b3 0x00422fb3 4   5    UPX1    ascii   \y~T
2421 0x000223b8 0x00422fb8 4   5    UPX1    ascii   3~i^
2422 0x000223ff 0x00422fff 4   6    UPX1    utf8    Hxfɷ blocks=Basic Latin,IPA Extensions
2423 0x00022467 0x00423067 5   6    UPX1    ascii   1^D?(
2424 0x000224ad 0x004230ad 4   5    UPX1    ascii   c[x5
2425 0x000224c1 0x004230c1 5   6    UPX1    ascii   *v-@b
2426 0x00022550 0x00423150 6   7    UPX1    ascii   FK,&~Q
2427 0x0002256d 0x0042316d 6   7    UPX1    ascii   ,8\a0^>
2428 0x000225ba 0x004231ba 6   7    UPX1    ascii   A'>c?+
2429 0x00022600 0x00423200 5   7    UPX1    utf8    !|t8ӿ blocks=Basic Latin,Cyrillic
2430 0x0002263f 0x0042323f 4   6    UPX1    utf8    Оvy@ blocks=Cyrillic,Basic Latin
2431 0x0002265a 0x0042325a 4   7    UPX1    utf8    䡗?&I blocks=CJK Unified Ideographs Extension A,Basic Latin
2432 0x00022672 0x00423272 4   5    UPX1    ascii   ^a4_
2433 0x00022677 0x00423277 4   6    UPX1    utf8    п\b^F blocks=Cyrillic,Basic Latin
2434 0x0002268d 0x0042328d 4   5    UPX1    ascii   ?\bZ^
2435 0x000226bc 0x004232bc 4   6    UPX1    utf8    H)HϠ blocks=Basic Latin,Greek and Coptic
2436 0x0002270a 0x0042330a 4   5    UPX1    ascii   \b?*^
2437 0x00022710 0x00423310 4   8    UPX1    utf8    ;馓ΦJ blocks=Basic Latin,CJK Unified Ideographs,Greek and Coptic
2438 0x0002272a 0x0042332a 8   10   UPX1    utf8    ӰF*0-WNX blocks=Cyrillic,Basic Latin
2439 0x0002275b 0x0042335b 5   7    UPX1    utf8    M>ZLȦ blocks=Basic Latin,Latin Extended-B
2440 0x00022782 0x00423382 4   5    UPX1    ascii   O~D$
2441 0x000227a6 0x004233a6 4   6    UPX1    utf8    IˈSu blocks=Basic Latin,Spacing Modifier Letters
2442 0x000227b6 0x004233b6 4   6    UPX1    utf8     5\t͂ blocks=Basic Latin,Combining Diacritical Marks
2443 0x000227ef 0x004233ef 4   5    UPX1    ascii   (h^M
2444 0x0002281b 0x0042341b 9   11   UPX1    utf8    &.>ڵ@^Yt^ blocks=Basic Latin,Arabic
2445 0x0002285e 0x0042345e 4   5    UPX1    ascii   F[xF
2446 0x00022877 0x00423477 4   5    UPX1    ascii   L^%&
2447 0x0002288f 0x0042348f 4   6    UPX1    utf8    ߟ5@' blocks=NKo,Basic Latin
2448 0x000228d6 0x004234d6 4   5    UPX1    ascii   $^ J
2449 0x000228e5 0x004234e5 5   7    UPX1    utf8    \bط\^_ blocks=Basic Latin,Arabic
2450 0x0002295d 0x0042355d 4   5    UPX1    ascii   /~ou
2451 0x00022990 0x00423590 4   5    UPX1    ascii   \vf\t~
2452 0x00022a47 0x00423647 5   7    UPX1    utf8    #HnѾ\ blocks=Basic Latin,Cyrillic
2453 0x00022a5a 0x0042365a 4   5    UPX1    ascii   )^]v
2454 0x00022a68 0x00423668 4   6    UPX1    utf8    0Qާ^ blocks=Basic Latin,Thaana
2455 0x00022ad3 0x004236d3 8   10   UPX1    utf8    Z'M^&5^n
2456 0x00022af3 0x004236f3 5   7    UPX1    utf8    3Ȃ>?M blocks=Basic Latin,Latin Extended-B
2457 0x00022bc5 0x004237c5 5   6    UPX1    ascii   X$"U\b
2458 0x00022c2b 0x0042382b 4   6    UPX1    utf8    \fX$ފ blocks=Basic Latin,Thaana
2459 0x00022c39 0x00423839 4   5    UPX1    ascii   ~^M,
2460 0x00022c82 0x00423882 6   7    UPX1    ascii   ^CiY_,
2461 0x00022c8b 0x0042388b 4   5    UPX1    ascii   yoH\t
2462 0x00022cc5 0x004238c5 4   5    UPX1    ascii   WHhn
2463 0x00022cee 0x004238ee 5   6    UPX1    ascii   \aD~?\
2464 0x00022d27 0x00423927 6   7    UPX1    ascii   g _HIm
2465 0x00022d4e 0x0042394e 4   5    UPX1    ascii   '~OO
2466 0x00022e18 0x00423a18 4   6    UPX1    utf8    Eޞ\t\b blocks=Basic Latin,Thaana
2467 0x00022e27 0x00423a27 4   5    UPX1    ascii   5x>c
2468 0x00022f70 0x00423b70 4   5    UPX1    ascii   ~_>_
2469 0x00022f99 0x00423b99 7   8    UPX1    ascii   0?`}hT\v
2470 0x00022fc1 0x00423bc1 4   5    UPX1    ascii   \at)U
2471 0x00022ffc 0x00423bfc 4   5    UPX1    ascii    SGG
2472 0x00023051 0x00423c51 4   5    UPX1    ascii   \eR\v%
2473 0x0002306b 0x00423c6b 5   7    UPX1    utf8    ո~H?+ blocks=Armenian,Basic Latin
2474 0x00023078 0x00423c78 5   6    UPX1    ascii   p<=>i
2475 0x00023092 0x00423c92 5   6    UPX1    ascii   \t~d8^
2476 0x000230d0 0x00423cd0 6   8    UPX1    utf8    \\vab`F
2477 0x00023143 0x00423d43 5   7    UPX1    utf8    ԋwd\eU blocks=Cyrillic Supplement,Basic Latin
2478 0x0002315a 0x00423d5a 4   5    UPX1    ascii   U[\v5
2479 0x00023169 0x00423d69 4   5    UPX1    ascii   UY\f[
2480 0x0002325b 0x00423e5b 4   6    UPX1    utf8     \tD&
2481 0x0002327e 0x00423e7e 4   5    UPX1    ascii   ^>E1
2482 0x000232d6 0x00423ed6 5   6    UPX1    ascii   [E<3\e
2483 0x000232fc 0x00423efc 10  12   UPX1    utf8    ^,m1ٞ^`[~T blocks=Basic Latin,Arabic
2484 0x00023408 0x00424008 4   5    UPX1    ascii   5`>\e
2485 0x00023420 0x00424020 5   6    UPX1    ascii   0jQ~^
2486 0x0002344b 0x0042404b 4   7    UPX1    utf8    M֣-> blocks=Basic Latin,Hebrew
2487 0x0002351d 0x0042411d 5   7    UPX1    utf8    \e~`ْ~ blocks=Basic Latin,Arabic
2488 0x00023562 0x00424162 4   5    UPX1    ascii   yyh\b
2489 0x0002359f 0x0042419f 4   6    UPX1    utf8    ބ._> blocks=Thaana,Basic Latin
2490 0x000235ad 0x004241ad 6   7    UPX1    ascii   >W=6fT
2491 0x000235c5 0x004241c5 4   5    UPX1    ascii   K@3 
2492 0x000235f4 0x004241f4 4   5    UPX1    ascii   ^VD|
2493 0x00023607 0x00424207 4   5    UPX1    ascii   !0Qn
2494 0x00023656 0x00424256 5   6    UPX1    ascii   5uH;>
2495 0x0002368a 0x0042428a 5   6    UPX1    ascii   K\a^6R
2496 0x00023694 0x00424294 10  12   UPX1    utf8    =Xe<"^\r|>K
2497 0x000236bd 0x004242bd 5   6    UPX1    ascii   [\a@^?
2498 0x000236d9 0x004242d9 4   6    UPX1    utf8    ޣl F blocks=Thaana,Basic Latin
2499 0x0002373f 0x0042433f 4   6    UPX1    utf8    ;H߄, blocks=Basic Latin,NKo
2500 0x0002374e 0x0042434e 4   5    UPX1    ascii   X\aw&
2501 0x00023754 0x00424354 4   7    UPX1    utf8    뾩V@2 blocks=Hangul Syllables,Basic Latin
2502 0x00023765 0x00424365 5   6    UPX1    ascii   )%)>G
2503 0x0002376c 0x0042436c 4   6    UPX1    utf8    /7E?
2504 0x000237ae 0x004243ae 4   5    UPX1    ascii   \e~2&
2505 0x000237b5 0x004243b5 4   5    UPX1    ascii   |$y0
2506 0x000237dd 0x004243dd 6   7    UPX1    ascii   _I@M>^
2507 0x000237f7 0x004243f7 4   5    UPX1    ascii   ^1z&
2508 0x00023894 0x00424494 5   6    UPX1    ascii   zD|(\n
2509 0x0002391d 0x0042451d 4   6    UPX1    utf8    T_ۄe blocks=Basic Latin,Arabic
2510 0x00023952 0x00424552 4   5    UPX1    ascii   sp0%
2511 0x00023978 0x00424578 5   7    UPX1    utf8    _S?Vg
2512 0x000239f1 0x004245f1 4   5    UPX1    ascii   \by->
2513 0x00023a10 0x00424610 4   6    UPX1    utf8    \r+wи blocks=Basic Latin,Cyrillic
2514 0x00023a31 0x00424631 4   6    UPX1    utf8    '_Ō_ blocks=Basic Latin,Latin Extended-A
2515 0x00023a51 0x00424651 4   5    UPX1    ascii   O96R
2516 0x00023a89 0x00424689 4   5    UPX1    ascii   93x\f
2517 0x00023aa8 0x004246a8 5   6    UPX1    ascii   ~^oa&
2518 0x00023ab0 0x004246b0 4   7    UPX1    utf8    G_\b blocks=Basic Latin,Private Use Area
2519 0x00023abf 0x004246bf 5   6    UPX1    ascii   7\n^P}
2520 0x00023b09 0x00424709 4   5    UPX1    ascii   \a|I\t
2521 0x00023b7a 0x0042477a 5   6    UPX1    ascii   _Z@4D
2522 0x00023b89 0x00424789 4   5    UPX1    ascii   oX^Q
2523 0x00023c8e 0x0042488e 4   5    UPX1    ascii   a^Lr
2524 0x00023cae 0x004248ae 5   6    UPX1    ascii   [=L^P
2525 0x00023d49 0x00424949 4   5    UPX1    ascii   YR>e
2526 0x00023d4e 0x0042494e 8   10   UPX1    utf8    G`!\eލ.!d blocks=Basic Latin,Thaana
2527 0x00023d5d 0x0042495d 5   6    UPX1    ascii   6p^[>
2528 0x00023d7e 0x0042497e 5   6    UPX1    ascii   A?n^d
2529 0x00023d8b 0x0042498b 5   6    UPX1    ascii   X?3+0
2530 0x00023d96 0x00424996 4   5    UPX1    ascii   #8T 
2531 0x00023dae 0x004249ae 4   5    UPX1    ascii   \v>G#
2532 0x00023dbf 0x004249bf 7   8    UPX1    ascii   52em2!7
2533 0x00023dd6 0x004249d6 4   5    UPX1    ascii   }PM3
2534 0x00023e53 0x00424a53 4   5    UPX1    ascii   j8\b~
2535 0x00023e7e 0x00424a7e 4   6    UPX1    utf8    w؏>F blocks=Basic Latin,Arabic
2536 0x00023eb7 0x00424ab7 4   6    UPX1    utf8    IޞY\b blocks=Basic Latin,Thaana
2537 0x00023ec2 0x00424ac2 6   7    UPX1    ascii   ^<~ihL
2538 0x00023eca 0x00424aca 4   5    UPX1    ascii   ;q`l
2539 0x00023eed 0x00424aed 5   6    UPX1    ascii   ~JBy8
2540 0x00023f3c 0x00424b3c 9   11   UPX1    utf8    `߀7Y&Eux> blocks=Basic Latin,NKo
2541 0x00023f53 0x00424b53 4   6    UPX1    utf8    %~Ǳb blocks=Basic Latin,Latin Extended-B
2542 0x00023f70 0x00424b70 4   5    UPX1    ascii   2^m-
2543 0x00023faf 0x00424baf 4   5    UPX1    ascii   >_(H
2544 0x00023fdc 0x00424bdc 4   5    UPX1    ascii   IsB+
2545 0x00023ff6 0x00424bf6 6   8    UPX1    utf8    ;8ѹu#3 blocks=Basic Latin,Cyrillic
2546 0x00024020 0x00424c20 4   5    UPX1    ascii   w\a)@
2547 0x00024046 0x00424c46 7   8    UPX1    ascii   hkbjTZT
2548 0x0002405d 0x00424c5d 4   5    UPX1    ascii   X5{+
2549 0x00024073 0x00424c73 4   6    UPX1    utf8    g6|ŷ blocks=Basic Latin,Latin Extended-A
2550 0x000240ff 0x00424cff 4   5    UPX1    ascii   `mS^
2551 0x0002410e 0x00424d0e 6   7    UPX1    ascii   ~mZD(E
2552 0x0002411f 0x00424d1f 4   6    UPX1    utf8    B2+ԍ blocks=Basic Latin,Cyrillic Supplement
2553 0x00024276 0x00424e76 4   5    UPX1    ascii   mWAN
2554 0x00024292 0x00424e92 6   7    UPX1    ascii   /P_>\fW
2555 0x000242e6 0x00424ee6 4   5    UPX1    ascii   ?xdI
2556 0x0002432f 0x00424f2f 5   6    UPX1    ascii   I^j=9
2557 0x0002435a 0x00424f5a 6   7    UPX1    ascii   @#\bc^5
2558 0x00024366 0x00424f66 4   5    UPX1    ascii   ^M>*
2559 0x000243a3 0x00424fa3 4   7    UPX1    utf8    ,/憿^ blocks=Basic Latin,CJK Unified Ideographs
2560 0x00024413 0x00425013 4   5    UPX1    ascii   _e$?
2561 0x00024489 0x00425089 4   5    UPX1    ascii   *se\n
2562 0x000244fb 0x004250fb 5   7    UPX1    utf8    ފf\tq\e blocks=Thaana,Basic Latin
2563 0x00024562 0x00425162 5   6    UPX1    ascii   C7$6\t
2564 0x00024587 0x00425187 4   5    UPX1    ascii   @~5o
2565 0x0002459a 0x0042519a 6   7    UPX1    ascii   %pE~K^
2566 0x000245c3 0x004251c3 9   10   UPX1    ascii   Ty>\v#V)^*
2567 0x000246bb 0x004252bb 4   5    UPX1    ascii   x@\t%
2568 0x000246dc 0x004252dc 5   6    UPX1    ascii   &fI_h
2569 0x00024709 0x00425309 4   5    UPX1    ascii   ET}\v
2570 0x00024718 0x00425318 4   5    UPX1    ascii   w\eWM
2571 0x000247ac 0x004253ac 4   5    UPX1    ascii   j>5>
2572 0x000247df 0x004253df 4   5    UPX1    ascii   > 7_
2573 0x000247f3 0x004253f3 4   5    UPX1    ascii   *X>x
2574 0x000247fd 0x004253fd 4   5    UPX1    ascii   uX>m
2575 0x000248be 0x004254be 4   5    UPX1    ascii   lN0@
2576 0x000248cc 0x004254cc 4   5    UPX1    ascii   H^_\f
2577 0x000249c2 0x004255c2 6   7    UPX1    ascii   TP3_\bk
2578 0x000249e6 0x004255e6 4   5    UPX1    ascii   \b\r6?
2579 0x00024a17 0x00425617 4   5    UPX1    ascii   Ux$\v
2580 0x00024a39 0x00425639 4   6    UPX1    utf8    Ŭ^y= blocks=Latin Extended-A,Basic Latin
2581 0x00024a88 0x00425688 4   5    UPX1    ascii   ^)U~
2582 0x00024b05 0x00425705 4   5    UPX1    ascii   \bj\t~
2583 0x00024b5f 0x0042575f 4   5    UPX1    ascii   \n>;|
2584 0x00024b68 0x00425768 5   7    UPX1    utf8    Sq^,Β blocks=Basic Latin,Greek and Coptic
2585 0x00024b7f 0x0042577f 4   5    UPX1    ascii   D+\eM
2586 0x00024bc0 0x004257c0 5   6    UPX1    ascii   ~6+]4
2587 0x00024c0f 0x0042580f 4   5    UPX1    ascii   E>\r?
2588 0x00024c1c 0x0042581c 6   8    UPX1    utf8    >ɝl^db blocks=Basic Latin,IPA Extensions
2589 0x00024c52 0x00425852 4   5    UPX1    ascii   !~}8
2590 0x00024c63 0x00425863 4   5    UPX1    ascii   XD:T
2591 0x00024c6c 0x0042586c 4   5    UPX1    ascii   'TBH
2592 0x00024c7a 0x0042587a 4   5    UPX1    ascii   X9\n1
2593 0x00024c90 0x00425890 5   7    UPX1    utf8    ޭt\b^\e blocks=Thaana,Basic Latin
2594 0x00024cb5 0x004258b5 4   6    UPX1    utf8    M̛e  blocks=Basic Latin,Combining Diacritical Marks
2595 0x00024cd9 0x004258d9 4   5    UPX1    ascii   {_UD
2596 0x00024d93 0x00425993 4   5    UPX1    ascii   \n^U8
2597 0x00024dd3 0x004259d3 5   8    UPX1    utf8    rⓃr!* blocks=Basic Latin,Enclosed Alphanumerics
2598 0x00024e4a 0x00425a4a 5   6    UPX1    ascii   `)]8^
2599 0x00024ecb 0x00425acb 5   6    UPX1    ascii   Pf\by=
2600 0x00024f49 0x00425b49 4   5    UPX1    ascii   KbIE
2601 0x00024f81 0x00425b81 4   7    UPX1    utf8    >K싥P blocks=Basic Latin,Hangul Syllables
2602 0x00024f93 0x00425b93 4   6    UPX1    utf8    ـ\nzJ blocks=Arabic,Basic Latin
2603 0x00024fd0 0x00425bd0 4   5    UPX1    ascii   ZY]i
2604 0x00025000 0x00425c00 5   7    UPX1    utf8    ܾoo\va blocks=Syriac,Basic Latin
2605 0x00025019 0x00425c19 6   7    UPX1    ascii   e_si^B
2606 0x0002502b 0x00425c2b 4   5    UPX1    ascii   &E>p
2607 0x0002503d 0x00425c3d 4   5    UPX1    ascii   )~Ca
2608 0x00025042 0x00425c42 4   5    UPX1    ascii   yU^>
2609 0x0002507d 0x00425c7d 4   6    UPX1    utf8    _!ݾ1 blocks=Basic Latin,Arabic Supplement
2610 0x0002509c 0x00425c9c 5   6    UPX1    ascii   ~@=i?
2611 0x000250fb 0x00425cfb 4   5    UPX1    ascii   {KT\t
2612 0x00025132 0x00425d32 5   6    UPX1    ascii   ]C 0o
2613 0x000251d6 0x00425dd6 4   6    UPX1    utf8    _p~֤ blocks=Basic Latin,Hebrew
2614 0x000251fe 0x00425dfe 5   7    UPX1    utf8    ւ~~>s blocks=Armenian,Basic Latin
2615 0x00025221 0x00425e21 5   7    UPX1    utf8    cS\n^ղ blocks=Basic Latin,Armenian
2616 0x00025228 0x00425e28 4   5    UPX1    ascii   I.,9
2617 0x000252d9 0x00425ed9 4   5    UPX1    ascii   ^Mn+
2618 0x00025336 0x00425f36 4   5    UPX1    ascii   \bi%\
2619 0x00025351 0x00425f51 5   6    UPX1    ascii   \bZpxl
2620 0x0002537b 0x00425f7b 4   6    UPX1    utf8    9p¸_ blocks=Basic Latin,Latin-1 Supplement
2621 0x00025395 0x00425f95 4   5    UPX1    ascii   _(I@
2622 0x000253a4 0x00425fa4 6   7    UPX1    ascii   \f>610$
2623 0x000253ef 0x00425fef 4   5    UPX1    ascii   M}PC
2624 0x00025456 0x00426056 7   8    UPX1    ascii   aXho>p&
2625 0x0002547b 0x0042607b 6   7    UPX1    ascii   I>H<df
2626 0x000254a2 0x004260a2 4   5    UPX1    ascii   ^T2}
2627 0x000254de 0x004260de 5   6    UPX1    ascii   tm}sA
2628 0x00025545 0x00426145 4   5    UPX1    ascii   s@0a
2629 0x00025567 0x00426167 4   5    UPX1    ascii   ~=HP
2630 0x000255b7 0x004261b7 6   7    UPX1    ascii   VW&A8b
2631 0x000255c6 0x004261c6 4   5    UPX1    ascii   7#vO
2632 0x000255dd 0x004261dd 4   6    UPX1    utf8    HD~ش blocks=Basic Latin,Arabic
2633 0x0002564c 0x0042624c 4   5    UPX1    ascii   \r\eo;
2634 0x00025684 0x00426284 5   6    UPX1    ascii   TX^\r<
2635 0x0002568a 0x0042628a 6   8    UPX1    utf8    MzǁK~< blocks=Basic Latin,Latin Extended-B
2636 0x0002570b 0x0042630b 6   8    UPX1    utf8    ^L{al+
2637 0x00025727 0x00426327 5   6    UPX1    ascii   ;.WKx
2638 0x0002574f 0x0042634f 4   5    UPX1    ascii   8q^^
2639 0x00025792 0x00426392 4   6    UPX1    utf8    w1_ҿ blocks=Basic Latin,Cyrillic
2640 0x00025826 0x00426426 4   5    UPX1    ascii   y3^\b
2641 0x0002585d 0x0042645d 5   6    UPX1    ascii   o>5zH
2642 0x00025896 0x00426496 4   6    UPX1    utf8    ȧ~V6 blocks=Latin Extended-B,Basic Latin
2643 0x000258b3 0x004264b3 4   5    UPX1    ascii   #at>
2644 0x000259a0 0x004265a0 7   8    UPX1    ascii   ]2~"~S[
2645 0x000259fd 0x004265fd 5   7    UPX1    utf8    8!_>|
2646 0x00025a3f 0x0042663f 5   6    UPX1    ascii   8RZ\vq
2647 0x00025a4e 0x0042664e 4   6    UPX1    utf8    M~Հ[ blocks=Basic Latin,Armenian
2648 0x00025a68 0x00426668 6   8    UPX1    utf8    P1[*C¾ blocks=Basic Latin,Latin-1 Supplement
2649 0x00025aba 0x004266ba 9   11   UPX1    utf8    M$:N9^vȝ3 blocks=Basic Latin,Latin Extended-B
2650 0x00025acc 0x004266cc 4   5    UPX1    ascii   A>?8
2651 0x00025ad9 0x004266d9 4   5    UPX1    ascii   ]^vx
2652 0x00025ae5 0x004266e5 7   9    UPX1    utf8    Ȩ\vd&~V) blocks=Latin Extended-B,Basic Latin
2653 0x00025af2 0x004266f2 4   6    UPX1    utf8     _>ُ blocks=Basic Latin,Arabic
2654 0x00025b18 0x00426718 5   8    UPX1    utf8    >RA극+ blocks=Basic Latin,Hangul Syllables
2655 0x00025b4b 0x0042674b 4   6    UPX1    utf8    Ї)^V blocks=Cyrillic,Basic Latin
2656 0x00025c02 0x00426802 5   6    UPX1    ascii   `E"Ui
2657 0x00025c08 0x00426808 4   5    UPX1    ascii   s`AA
2658 0x00025c47 0x00426847 6   7    UPX1    ascii   >>F-i!
2659 0x00025c56 0x00426856 6   8    UPX1    utf8    "CX,ǬN blocks=Basic Latin,Latin Extended-B
2660 0x00025c66 0x00426866 4   5    UPX1    ascii   >X\tH
2661 0x00025c7f 0x0042687f 4   5    UPX1    ascii   ~@\t1
2662 0x00025c94 0x00426894 4   5    UPX1    ascii   \n\bv{
2663 0x00025ce1 0x004268e1 5   6    UPX1    ascii   <sGpT
2664 0x00025d04 0x00426904 4   5    UPX1    ascii   ,Zfx
2665 0x00025d40 0x00426940 4   5    UPX1    ascii   *vHX
2666 0x00025d6e 0x0042696e 5   6    UPX1    ascii   (Z^|s
2667 0x00025d8d 0x0042698d 5   6    UPX1    ascii   \e]xQM
2668 0x00025da9 0x004269a9 4   5    UPX1    ascii   @4[{
2669 0x00025dcb 0x004269cb 4   5    UPX1    ascii   5L>s
2670 0x00025e12 0x00426a12 4   6    UPX1    utf8    ePпW blocks=Basic Latin,Cyrillic
2671 0x00025e23 0x00426a23 4   5    UPX1    ascii   u/o'
2672 0x00025e6a 0x00426a6a 6   7    UPX1    ascii   /#)kMl
2673 0x00025e71 0x00426a71 8   11   UPX1    utf8    ĨJZ߃2zE2 blocks=Latin Extended-A,Basic Latin,NKo
2674 0x00025ecf 0x00426acf 4   5    UPX1    ascii   A_Ko
2675 0x00025f35 0x00426b35 4   5    UPX1    ascii   \bz'@
2676 0x00025f43 0x00426b43 4   5    UPX1    ascii   G{>}
2677 0x00025f74 0x00426b74 4   5    UPX1    ascii   z ]~
2678 0x00025fd3 0x00426bd3 5   8    UPX1    utf8    tޢ~`ޓ blocks=Basic Latin,Thaana
2679 0x00026013 0x00426c13 4   6    UPX1    utf8    Pެln blocks=Basic Latin,Thaana
2680 0x0002601e 0x00426c1e 5   7    UPX1    utf8    )ͨ`@& blocks=Basic Latin,Combining Diacritical Marks
2681 0x00026029 0x00426c29 4   5    UPX1    ascii   j\v*>
2682 0x000260a6 0x00426ca6 4   5    UPX1    ascii   :>{ 
2683 0x00026140 0x00426d40 4   5    UPX1    ascii   ^D9\r
2684 0x00026151 0x00426d51 4   5    UPX1    ascii   Z\a\fK
2685 0x0002615d 0x00426d5d 7   8    UPX1    ascii   oV7K?_H
2686 0x00026165 0x00426d65 4   5    UPX1    ascii   o~SI
2687 0x000261ec 0x00426dec 4   6    UPX1    utf8    ڞ{\bi blocks=Arabic,Basic Latin
2688 0x00026288 0x00426e88 4   5    UPX1    ascii   #SBq
2689 0x000262a4 0x00426ea4 4   7    UPX1    utf8    fޥ.  blocks=Basic Latin,Thaana
2690 0x000262db 0x00426edb 7   9    UPX1    utf8    wIވUoF{ blocks=Basic Latin,Thaana
2691 0x00026318 0x00426f18 4   5    UPX1    ascii   MsLW
2692 0x0002632b 0x00426f2b 4   6    UPX1    utf8    ^;ܕ0 blocks=Basic Latin,Syriac
2693 0x00026384 0x00426f84 7   8    UPX1    ascii   >T)5\|5
2694 0x0002639a 0x00426f9a 4   5    UPX1    ascii   ?~In
2695 0x000263c7 0x00426fc7 5   6    UPX1    ascii   ZzcKL
2696 0x000263cd 0x00426fcd 4   5    UPX1    ascii   _\b"\f
2697 0x000263f3 0x00426ff3 4   5    UPX1    ascii   ZDxx
2698 0x00026415 0x00427015 5   6    UPX1    ascii   mT7^ 
2699 0x00026437 0x00427037 4   5    UPX1    ascii   ~hW\b
2700 0x00026447 0x00427047 4   5    UPX1    ascii   4X{`
2701 0x0002645d 0x0042705d 4   5    UPX1    ascii   pg1{
2702 0x00026474 0x00427074 4   6    UPX1    utf8    ka9j
2703 0x000264b7 0x004270b7 4   5    UPX1    ascii   *\bS[
2704 0x000264ca 0x004270ca 4   6    UPX1    utf8    >\fǀO blocks=Basic Latin,Latin Extended-B
2705 0x00026522 0x00427122 5   7    UPX1    utf8    \Q[1ɑ blocks=Basic Latin,IPA Extensions
2706 0x0002666b 0x0042726b 4   5    UPX1    ascii   wxb\f
2707 0x00026686 0x00427286 5   6    UPX1    ascii   FrxB?
2708 0x00026698 0x00427298 4   5    UPX1    ascii   _ec+
2709 0x000266e6 0x004272e6 4   5    UPX1    ascii   J^h^
2710 0x0002670a 0x0042730a 5   7    UPX1    utf8    ~bTтo blocks=Basic Latin,Cyrillic
2711 0x0002675a 0x0042735a 4   6    UPX1    utf8    ʋ^xI blocks=IPA Extensions,Basic Latin
2712 0x00026766 0x00427366 4   5    UPX1    ascii   GTcS
2713 0x000267b2 0x004273b2 4   5    UPX1    ascii   "ce\n
2714 0x000267d3 0x004273d3 4   6    UPX1    utf8    ~ɿ4k blocks=Basic Latin,IPA Extensions
2715 0x00026848 0x00427448 4   5    UPX1    ascii   _6di
2716 0x0002686a 0x0042746a 6   7    UPX1    ascii   `>\bDzx
2717 0x000268e8 0x004274e8 5   6    UPX1    ascii   ^8|te
2718 0x0002690a 0x0042750a 5   6    UPX1    ascii   {`tAX
2719 0x00026978 0x00427578 6   7    UPX1    ascii   fSf?F0
2720 0x000269e3 0x004275e3 4   5    UPX1    ascii   tnKQ
2721 0x00026a1a 0x0042761a 4   6    UPX1    utf8    @f[Ƴ blocks=Basic Latin,Latin Extended-B
2722 0x00026a28 0x00427628 5   6    UPX1    ascii   X4bH'
2723 0x00026a4b 0x0042764b 5   6    UPX1    ascii   x^QhQ
2724 0x00026ada 0x004276da 4   5    UPX1    ascii   )5sc
2725 0x00026b5c 0x0042775c 4   5    UPX1    ascii   E<[@
2726 0x00026b8e 0x0042778e 4   5    UPX1    ascii   8J\a 
2727 0x00026b93 0x00427793 6   8    UPX1    utf8    ͟+$\t$^ blocks=Combining Diacritical Marks,Basic Latin
2728 0x00026bd6 0x004277d6 4   5    UPX1    ascii   k_\t^
2729 0x00026cac 0x004278ac 6   7    UPX1    ascii   >J\t($~
2730 0x00026dc1 0x004279c1 6   8    UPX1    utf8    Z`ǐ}~R blocks=Basic Latin,Latin Extended-B
2731 0x00026dff 0x004279ff 5   6    UPX1    ascii   ]F2aB
2732 0x00026e27 0x00427a27 4   6    UPX1    utf8    oR^S
2733 0x00026e5b 0x00427a5b 4   5    UPX1    ascii   $K[3
2734 0x00026ea3 0x00427aa3 4   5    UPX1    ascii   >fIh
2735 0x00026ebb 0x00427abb 4   5    UPX1    ascii   kRDU
2736 0x00026ee4 0x00427ae4 4   5    UPX1    ascii   >N3\e
