[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
1418 0x00019faa 0x0041abaa 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1419 0x00019fc4 0x0041abc4 19  20   .rdata  ascii   InitializeSListHead
1420 0x00019fda 0x0041abda 17  18   .rdata  ascii   IsDebuggerPresent
1421 0x00019fee 0x0041abee 15  16   .rdata  ascii   GetStartupInfoW
1422 0x0001a000 0x0041ac00 16  17   .rdata  ascii   GetModuleHandleW
1423 0x0001a014 0x0041ac14 12  13   .rdata  ascii   SetLastError
1424 0x0001a024 0x0041ac24 20  21   .rdata  ascii   EnterCriticalSection
1425 0x0001a03c 0x0041ac3c 20  21   .rdata  ascii   LeaveCriticalSection
1426 0x0001a054 0x0041ac54 21  22   .rdata  ascii   DeleteCriticalSection
1427 0x0001a06c 0x0041ac6c 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
1428 0x0001a094 0x0041ac94 8   9    .rdata  ascii   TlsAlloc
1429 0x0001a0a0 0x0041aca0 11  12   .rdata  ascii   TlsGetValue
1430 0x0001a0ae 0x0041acae 11  12   .rdata  ascii   TlsSetValue
1431 0x0001a0bc 0x0041acbc 7   8    .rdata  ascii   TlsFree
1432 0x0001a0c6 0x0041acc6 11  12   .rdata  ascii   FreeLibrary
1433 0x0001a0d4 0x0041acd4 14  15   .rdata  ascii   GetProcAddress
1434 0x0001a0e6 0x0041ace6 14  15   .rdata  ascii   LoadLibraryExW
1435 0x0001a0f8 0x0041acf8 14  15   .rdata  ascii   RaiseException
1436 0x0001a10a 0x0041ad0a 12  13   .rdata  ascii   GetStdHandle
1437 0x0001a11a 0x0041ad1a 9   10   .rdata  ascii   WriteFile
1438 0x0001a126 0x0041ad26 18  19   .rdata  ascii   GetModuleFileNameW
1439 0x0001a13c 0x0041ad3c 11  12   .rdata  ascii   ExitProcess
1440 0x0001a14a 0x0041ad4a 18  19   .rdata  ascii   GetModuleHandleExW
1441 0x0001a160 0x0041ad60 15  16   .rdata  ascii   GetCommandLineA
1442 0x0001a172 0x0041ad72 15  16   .rdata  ascii   GetCommandLineW
1443 0x0001a184 0x0041ad84 8   9    .rdata  ascii   HeapFree
1444 0x0001a190 0x0041ad90 9   10   .rdata  ascii   HeapAlloc
1445 0x0001a19c 0x0041ad9c 14  15   .rdata  ascii   CompareStringW
1446 0x0001a1ae 0x0041adae 12  13   .rdata  ascii   LCMapStringW
1447 0x0001a1be 0x0041adbe 11  12   .rdata  ascii   GetFileType
1448 0x0001a1cc 0x0041adcc 9   10   .rdata  ascii   FindClose
1449 0x0001a1d8 0x0041add8 16  17   .rdata  ascii   FindFirstFileExW
1450 0x0001a1ec 0x0041adec 13  14   .rdata  ascii   FindNextFileW
1451 0x0001a1fc 0x0041adfc 15  16   .rdata  ascii   IsValidCodePage
1452 0x0001a20e 0x0041ae0e 6   7    .rdata  ascii   GetACP
1453 0x0001a218 0x0041ae18 8   9    .rdata  ascii   GetOEMCP
1454 0x0001a224 0x0041ae24 9   10   .rdata  ascii   GetCPInfo
1455 0x0001a230 0x0041ae30 19  20   .rdata  ascii   MultiByteToWideChar
1456 0x0001a246 0x0041ae46 19  20   .rdata  ascii   WideCharToMultiByte
1457 0x0001a25c 0x0041ae5c 22  23   .rdata  ascii   GetEnvironmentStringsW
1458 0x0001a276 0x0041ae76 23  24   .rdata  ascii   FreeEnvironmentStringsW
1459 0x0001a290 0x0041ae90 23  24   .rdata  ascii   SetEnvironmentVariableW
1460 0x0001a2aa 0x0041aeaa 12  13   .rdata  ascii   SetStdHandle
1461 0x0001a2ba 0x0041aeba 14  15   .rdata  ascii   GetStringTypeW
1462 0x0001a2cc 0x0041aecc 14  15   .rdata  ascii   GetProcessHeap
1463 0x0001a2de 0x0041aede 16  17   .rdata  ascii   FlushFileBuffers
1464 0x0001a2f2 0x0041aef2 18  19   .rdata  ascii   GetConsoleOutputCP
1465 0x0001a308 0x0041af08 14  15   .rdata  ascii   GetConsoleMode
1466 0x0001a31a 0x0041af1a 13  14   .rdata  ascii   GetFileSizeEx
1467 0x0001a32a 0x0041af2a 16  17   .rdata  ascii   SetFilePointerEx
1468 0x0001a33e 0x0041af3e 8   9    .rdata  ascii   HeapSize
1469 0x0001a34a 0x0041af4a 11  12   .rdata  ascii   HeapReAlloc
1470 0x0001a358 0x0041af58 11  12   .rdata  ascii   CreateFileW
1471 0x0001a366 0x0041af66 13  14   .rdata  ascii   WriteConsoleW
1472 0x0001a376 0x0041af76 13  14   .rdata  ascii   DecodePointer
1473 0x0001a68a 0x0041b28a 26  27   .data   ascii                             
1474 0x0001a76a 0x0041b36a 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1475 0x0001a78a 0x0041b38a 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1476 0x0001a892 0x0041b492 26  27   .data   ascii                             
1477 0x0001a979 0x0041b579 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1478 0x0001a999 0x0041b599 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1479 0x0001ae60 0x0041d060 381 382  .rsrc   ascii   <?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n
1480 0x0001b00b 0x0041e00b 9   10   .reloc  ascii   0 0J0Y0p0
1481 0x0001b029 0x0041e029 7   8    .reloc  ascii   1$131w1
1482 0x0001b05b 0x0041e05b 17  18   .reloc  ascii   3 3'303L3S3j3r3|3
1483 0x0001b09b 0x0041e09b 5   6    .reloc  ascii   5A5Z5
1484 0x0001b0a7 0x0041e0a7 9   10   .reloc  ascii   6\t6V6[6a6
1485 0x0001b0b1 0x0041e0b1 11  12   .reloc  ascii   7\t7%737?7J7
1486 0x0001b0cb 0x0041e0cb 5   6    .reloc  ascii   7%8<8
1487 0x0001b0dd 0x0041e0dd 5   6    .reloc  ascii   9f9u9
1488 0x0001b0f1 0x0041e0f1 13  14   .reloc  ascii   : :+:3:=:U:t:
1489 0x0001b113 0x0041e113 5   6    .reloc  ascii   ;";x;
1490 0x0001b129 0x0041e129 13  14   .reloc  ascii   <C<L<S<`<g<p<
1491 0x0001b153 0x0041e153 5   6    .reloc  ascii   = =-=
1492 0x0001b169 0x0041e169 11  12   .reloc  ascii   ?>?S?X?]?~?
1493 0x0001b1a1 0x0041e1a1 25  26   .reloc  ascii   1 1'1.161>1F1R1[1`1f1p1z1
1494 0x0001b1c3 0x0041e1c3 5   6    .reloc  ascii   2?2r2
1495 0x0001b1e1 0x0041e1e1 5   6    .reloc  ascii   3+353
1496 0x0001b1ed 0x0041e1ed 11  12   .reloc  ascii   3#424;4H4^4
1497 0x0001b20d 0x0041e20d 5   6    .reloc  ascii   6&6F6
1498 0x0001b21f 0x0041e21f 9   10   .reloc  ascii   7#767Q7n7
1499 0x0001b22d 0x0041e22d 7   8    .reloc  ascii   7T8]8e8
1500 0x0001b243 0x0041e243 13  14   .reloc  ascii   9\e9)929T9[9j9
1501 0x0001b271 0x0041e271 5   6    .reloc  ascii   <5?H?
1502 0x0001b291 0x0041e291 5   6    .reloc  ascii   2e3q3
1503 0x0001b2a1 0x0041e2a1 11  12   .reloc  ascii   5!5'5B5j5~5
1504 0x0001b2bb 0x0041e2bb 11  12   .reloc  ascii   606>6E6K6c6
1505 0x0001b2d3 0x0041e2d3 11  12   .reloc  ascii   7(7P7k7p7u7
1506 0x0001b2f7 0x0041e2f7 15  16   .reloc  ascii   8!8&8D8N8Z8_8d8
1507 0x0001b317 0x0041e317 11  12   .reloc  ascii   9\r:":9:\:q:
1508 0x0001b33c 0x0041e33c 6   7    .reloc  ascii   81@1G1
1509 0x0001b349 0x0041e349 7   8    .reloc  ascii   424F4\v6
1510 0x0001b37c 0x0041e37c 4   5    .reloc  ascii   p1w1
1511 0x0001b395 0x0041e395 5   6    .reloc  ascii   :];{;
1512 0x0001b3a8 0x0041e3a8 6   7    .reloc  ascii   g0`2v2
1513 0x0001b3c1 0x0041e3c1 5   6    .reloc  ascii   3+3u3
1514 0x0001b3cb 0x0041e3cb 15  16   .reloc  ascii   3\a4@4K466@6Y6c6
1515 0x0001b3df 0x0041e3df 5   6    .reloc  ascii   7J8k8
1516 0x0001b3f5 0x0041e3f5 7   8    .reloc  ascii   8\e9E9`9
1517 0x0001b40b 0x0041e40b 11  12   .reloc  ascii   :&:+:7:<:P:
1518 0x0001b417 0x0041e417 15  16   .reloc  ascii   ;&;8;L;T;^;g;x;
1519 0x0001b42f 0x0041e42f 17  18   .reloc  ascii   ;B<N<S<Y<^<f<l<t<
1520 0x0001b447 0x0041e447 5   6    .reloc  ascii   <k=t=
1521 0x0001b465 0x0041e465 7   8    .reloc  ascii   0\v0J0s0
1522 0x0001b473 0x0041e473 7   8    .reloc  ascii   1#1=1v1
1523 0x0001b48d 0x0041e48d 9   10   .reloc  ascii   2\n2#24292
1524 0x0001b499 0x0041e499 13  14   .reloc  ascii   2N3Y3^=L>V>c>
1525 0x0001b4af 0x0041e4af 7   8    .reloc  ascii   ?5?<?O?
1526 0x0001b4cc 0x0041e4cc 4   5    .reloc  ascii   60<0
1527 0x0001b4e7 0x0041e4e7 15  16   .reloc  ascii   1\a1\f111M1[1g1s1
1528 0x0001b4ff 0x0041e4ff 13  14   .reloc  ascii   102H2X2l2q2v2
1529 0x0001b513 0x0041e513 17  18   .reloc  ascii   3(3-323M3W3g3l3q3
1530 0x0001b53b 0x0041e53b 11  12   .reloc  ascii   4'4,414R4b4
1531 0x0001b54f 0x0041e54f 13  14   .reloc  ascii   4\n515C5O5]5~5
1532 0x0001b573 0x0041e573 5   6    .reloc  ascii   9P9k9
1533 0x0001b57d 0x0041e57d 5   6    .reloc  ascii   9":E:
1534 0x0001b587 0x0041e587 5   6    .reloc  ascii   ;m<t<
1535 0x0001b59d 0x0041e59d 5   6    .reloc  ascii   081i1
1536 0x0001b5a5 0x0041e5a5 5   6    .reloc  ascii   1g2}2
1537 0x0001b5af 0x0041e5af 9   10   .reloc  ascii   3(4/4P4y4
1538 0x0001b5c3 0x0041e5c3 9   10   .reloc  ascii   4$595I5V5
1539 0x0001b5db 0x0041e5db 9   10   .reloc  ascii   6.686Z6k6
1540 0x0001b5eb 0x0041e5eb 5   6    .reloc  ascii   6;<u?
1541 0x0001b5fd 0x0041e5fd 5   6    .reloc  ascii   2F2x2
1542 0x0001b619 0x0041e619 7   8    .reloc  ascii   :\b;>;O=
1543 0x0001b671 0x0041e671 7   8    .reloc  ascii   3\f494c4
1544 0x0001b679 0x0041e679 7   8    .reloc  ascii   4$5Q5x5
1545 0x0001b689 0x0041e689 9   10   .reloc  ascii   8'949e9s9
1546 0x0001b6a3 0x0041e6a3 5   6    .reloc  ascii   ;A<Z<
1547 0x0001b6bf 0x0041e6bf 11  12   .reloc  ascii   >#>@>H>q>x>
1548 0x0001b6d3 0x0041e6d3 7   8    .reloc  ascii   ?\n?Z?n?
1549 0x0001b6ef 0x0041e6ef 13  14   .reloc  ascii   0$060H0Z0l0~0
1550 0x0001b707 0x0041e707 7   8    .reloc  ascii   0\v1d2-3
1551 0x0001b713 0x0041e713 5   6    .reloc  ascii   4Q5{5
1552 0x0001b71b 0x0041e71b 5   6    .reloc  ascii   6J6a6
1553 0x0001b72d 0x0041e72d 9   10   .reloc  ascii   7$8B8`8x8
1554 0x0001b73f 0x0041e73f 11  12   .reloc  ascii   8\9c9j9q9~9
1555 0x0001b75b 0x0041e75b 5   6    .reloc  ascii   ;2;^;
1556 0x0001b770 0x0041e770 8   9    .reloc  ascii   &1m1M2v2
1557 0x0001b793 0x0041e793 5   6    .reloc  ascii   5M6Y7
1558 0x0001b79b 0x0041e79b 9   10   .reloc  ascii   7\b8(838A8
1559 0x0001b7a9 0x0041e7a9 9   10   .reloc  ascii   9.989Z9{9
1560 0x0001b7b5 0x0041e7b5 5   6    .reloc  ascii   :5:V:
1561 0x0001b7c3 0x0041e7c3 7   8    .reloc  ascii   ;)<C<v<
1562 0x0001b7cf 0x0041e7cf 5   6    .reloc  ascii   =\v>z>
1563 0x0001b7e0 0x0041e7e0 4   5    .reloc  ascii   t788
1564 0x0001b7f4 0x0041e7f4 6   7    .reloc  ascii   h3n4v4
1565 0x0001b818 0x0041e818 4   5    .reloc  ascii   L0[0
1566 0x0001b83d 0x0041e83d 11  12   .reloc  ascii   ;'<-<:<E<U<
1567 0x0001b84d 0x0041e84d 7   8    .reloc  ascii   =(=n=w=
1568 0x0001b855 0x0041e855 5   6    .reloc  ascii   =,>B>
1569 0x0001b85f 0x0041e85f 5   6    .reloc  ascii   >\n?g?
1570 0x0001b879 0x0041e879 5   6    .reloc  ascii   0]1|1
1571 0x0001b883 0x0041e883 7   8    .reloc  ascii   474D4t4
1572 0x0001b891 0x0041e891 5   6    .reloc  ascii   4\n5#5
1573 0x0001b8a7 0x0041e8a7 5   6    .reloc  ascii   ;2<j=
1574 0x0001b8b8 0x0041e8b8 12  13   .reloc  ascii   A0G0L0S0c0q0
1575 0x0001b8d3 0x0041e8d3 15  16   .reloc  ascii   0)11191A1I1g1o1
1576 0x0001b8e9 0x0041e8e9 7   8    .reloc  ascii   1\t2)2p2
1577 0x0001b8fd 0x0041e8fd 5   6    .reloc  ascii   3.4p4
1578 0x0001b91b 0x0041e91b 15  16   .reloc  ascii   7+8,9<9M9U9e9v9
1579 0x0001b931 0x0041e931 11  12   .reloc  ascii   91:@:L:[:n:
1580 0x0001b943 0x0041e943 9   10   .reloc  ascii   ;%;.;7;b;
1581 0x0001b957 0x0041e957 5   6    .reloc  ascii   =B>a>
1582 0x0001b969 0x0041e969 9   10   .reloc  ascii   191O1e1m1
1583 0x0001b985 0x0041e985 5   6    .reloc  ascii   ;1<F<
1584 0x0001b998 0x0041e998 8   9    .reloc  ascii   d1l1x1|1
1585 0x0001b9ad 0x0041e9ad 13  14   .reloc  ascii   1X4\4`4h4p4x4
1586 0x0001b9e1 0x0041e9e1 25  26   .reloc  ascii   5 5(50585@5H5P5X5`5h5p5x5
1587 0x0001ba21 0x0041ea21 25  26   .reloc  ascii   6 6(60686@6H6P6X6`6h6p6x6
1588 0x0001ba61 0x0041ea61 25  26   .reloc  ascii   7 7(70787@7H7P7X7`7h7p7x7
1589 0x0001ba93 0x0041ea93 5   6    .reloc  ascii   7\b>\f>
1590 0x0001baaf 0x0041eaaf 39  40   .reloc  ascii   4 4$4(4,44484<4@4D4H4L4P4\4d4l4p4t4x4|4
1591 0x0001bae5 0x0041eae5 5   6    .reloc  ascii   6\b6\f6
1592 0x0001baf1 0x0041eaf1 13  14   .reloc  ascii   6 6$6(6,60646
1593 0x0001bb01 0x0041eb01 29  30   .reloc  ascii   ; ;$;(;,;0;4;8;<;@;D;H;L;P;T;
1594 0x0001bb51 0x0041eb51 5   6    .reloc  ascii   <\b<\f<
1595 0x0001bb5d 0x0041eb5d 45  46   .reloc  ascii   < <$<(<,<0<4<8<<<@<D<H<T<X<\<`<d<h<l<p<t<x<|<
1596 0x0001bbd4 0x0041ebd4 8   9    .reloc  ascii   `0d0h0l0
1597 0x0001bbf7 0x0041ebf7 25  26   .reloc  ascii   9$9,949<9D9L9T9\9d9l9t9|9
1598 0x0001bc37 0x0041ec37 25  26   .reloc  ascii   :$:,:4:<:D:L:T:\:d:l:t:|:
1599 0x0001bc77 0x0041ec77 25  26   .reloc  ascii   ;$;,;4;<;D;L;T;\;d;l;t;|;
1600 0x0001bcb7 0x0041ecb7 25  26   .reloc  ascii   <$<,<4<<<D<L<T<\<d<l<t<|<
1601 0x0001bcf7 0x0041ecf7 25  26   .reloc  ascii   =$=,=4=<=D=L=T=\=d=l=t=|=
1602 0x0001bd37 0x0041ed37 25  26   .reloc  ascii   >$>,>4><>D>L>T>\>d>l>t>|>
1603 0x0001bd77 0x0041ed77 25  26   .reloc  ascii   ?$?,?4?<?D?L?T?\?d?l?t?|?
1604 0x0001bdbf 0x0041edbf 25  26   .reloc  ascii   : :(:0:8:@:H:P:X:`:h:p:x:
1605 0x0001bdff 0x0041edff 25  26   .reloc  ascii   ; ;(;0;8;@;H;P;X;`;h;p;x;
1606 0x0001be3f 0x0041ee3f 25  26   .reloc  ascii   < <(<0<8<@<H<P<X<`<h<p<x<
1607 0x0001be7f 0x0041ee7f 25  26   .reloc  ascii   = =(=0=8=@=H=P=X=`=h=p=x=
1608 0x0001bebf 0x0041eebf 25  26   .reloc  ascii   > >(>0>8>@>H>P>X>`>h>p>x>
1609 0x0001beff 0x0041eeff 25  26   .reloc  ascii   ? ?(?0?8?@?H?P?X?`?h?p?x?
1610 0x0001bf47 0x0041ef47 25  26   .reloc  ascii   0 0(00080@0H0P0X0`0h0p0x0
1611 0x0001bf9d 0x0041ef9d 25  26   .reloc  ascii   >$>,>4><>D>L>T>\>d>l>t>|>
1612 0x0001bfd4 0x0041efd4 8   9    .reloc  ascii   H0`0t3x3
1613 0x0001bfeb 0x0041efeb 7   8    .reloc  ascii   484X4x4
1614 0x0001bffd 0x0041effd 7   8    .reloc  ascii   585X5x5
1615 0x0001c00d 0x0041f00d 7   8    .reloc  ascii   686X6x6
1616 0x0001c01f 0x0041f01f 9   10   .reloc  ascii   787X7t7x7
1617 0x0001c033 0x0041f033 9   10   .reloc  ascii   0\b0\f0H1x1
1618 0x0001c04f 0x0041f04f 35  36   .reloc  ascii   20787<7@7D7H7L7P7T7X7\7h7l7p7t7x7|7

