[Strings]
nth  paddr      vaddr      len  size section         type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3513 0x0006a99e 0x0048019e 5    6                    ascii   .data
3514 0x0006a9b0 0x004801b0 4    5                    ascii   .bss
3515 0x0006a9c2 0x004801c2 8    9                    ascii   .idata$7
3516 0x0006a9d4 0x004801d4 8    9                    ascii   .idata$5
3517 0x0006a9e6 0x004801e6 9    10                   ascii   .idata$4d
3518 0x0006a9f8 0x004801f8 9    10                   ascii   .idata$6x
3519 0x0006aa0a 0x0048020a 5    6                    ascii   .text
3520 0x0006aa1c 0x0048021c 5    6                    ascii   .data
3521 0x0006aa2e 0x0048022e 4    5                    ascii   .bss
3522 0x0006aa40 0x00480240 8    9                    ascii   .idata$7
3523 0x0006aa52 0x00480252 8    9                    ascii   .idata$5
3524 0x0006aa64 0x00480264 9    10                   ascii   .idata$4`
3525 0x0006aa76 0x00480276 9    10                   ascii   .idata$6l
3526 0x0006aa88 0x00480288 5    6                    ascii   .text
3527 0x0006aa9a 0x0048029a 5    6                    ascii   .data
3528 0x0006aaac 0x004802ac 4    5                    ascii   .bss
3529 0x0006aabe 0x004802be 8    9                    ascii   .idata$7
3530 0x0006aad0 0x004802d0 8    9                    ascii   .idata$5
3531 0x0006aae2 0x004802e2 9    10                   ascii   .idata$4\
3532 0x0006aaf4 0x004802f4 9    10                   ascii   .idata$6b
3533 0x0006ab06 0x00480306 5    6                    ascii   .text
3534 0x0006ab18 0x00480318 5    6                    ascii   .data
3535 0x0006ab2a 0x0048032a 4    5                    ascii   .bss
3536 0x0006ab3c 0x0048033c 8    9                    ascii   .idata$7
3537 0x0006ab4e 0x0048034e 8    9                    ascii   .idata$5
3538 0x0006ab60 0x00480360 9    10                   ascii   .idata$4X
3539 0x0006ab72 0x00480372 9    10                   ascii   .idata$6X
3540 0x0006ab84 0x00480384 5    6                    ascii   .text
3541 0x0006ab96 0x00480396 5    6                    ascii   .data
3542 0x0006aba8 0x004803a8 4    5                    ascii   .bss
3543 0x0006abba 0x004803ba 8    9                    ascii   .idata$7
3544 0x0006abcc 0x004803cc 8    9                    ascii   .idata$5
3545 0x0006abde 0x004803de 9    10                   ascii   .idata$4T
3546 0x0006abf0 0x004803f0 9    10                   ascii   .idata$6N
3547 0x0006ac02 0x00480402 5    6                    ascii   .text
3548 0x0006ac14 0x00480414 5    6                    ascii   .data
3549 0x0006ac26 0x00480426 4    5                    ascii   .bss
3550 0x0006ac38 0x00480438 8    9                    ascii   .idata$7
3551 0x0006ac4a 0x0048044a 8    9                    ascii   .idata$5
3552 0x0006ac5c 0x0048045c 9    10                   ascii   .idata$4P
3553 0x0006ac6e 0x0048046e 9    10                   ascii   .idata$6B
3554 0x0006ac80 0x00480480 5    6                    ascii   .text
3555 0x0006ac92 0x00480492 5    6                    ascii   .data
3556 0x0006aca4 0x004804a4 4    5                    ascii   .bss
3557 0x0006acb6 0x004804b6 8    9                    ascii   .idata$7
3558 0x0006acc8 0x004804c8 8    9                    ascii   .idata$5
3559 0x0006acda 0x004804da 9    10                   ascii   .idata$4L
3560 0x0006acec 0x004804ec 9    10                   ascii   .idata$68
3561 0x0006acfe 0x004804fe 5    6                    ascii   .text
3562 0x0006ad10 0x00480510 5    6                    ascii   .data
3563 0x0006ad22 0x00480522 4    5                    ascii   .bss
3564 0x0006ad34 0x00480534 8    9                    ascii   .idata$7
3565 0x0006ad46 0x00480546 9    10                   ascii   .idata$5x
3566 0x0006ad58 0x00480558 9    10                   ascii   .idata$4D
3567 0x0006ad6a 0x0048056a 9    10                   ascii   .idata$6$
3568 0x0006ad7c 0x0048057c 5    6                    ascii   .text
3569 0x0006ad8e 0x0048058e 5    6                    ascii   .data
3570 0x0006ada0 0x004805a0 4    5                    ascii   .bss
3571 0x0006adb2 0x004805b2 8    9                    ascii   .idata$7
3572 0x0006adc4 0x004805c4 9    10                   ascii   .idata$5t
3573 0x0006add6 0x004805d6 9    10                   ascii   .idata$4@
3574 0x0006ade8 0x004805e8 8    9                    ascii   .idata$6
3575 0x0006adfa 0x004805fa 5    6                    ascii   .text
3576 0x0006ae0c 0x0048060c 5    6                    ascii   .data
3577 0x0006ae1e 0x0048061e 4    5                    ascii   .bss
3578 0x0006ae30 0x00480630 8    9                    ascii   .idata$7
3579 0x0006ae42 0x00480642 9    10                   ascii   .idata$5l
3580 0x0006ae54 0x00480654 9    10                   ascii   .idata$48
3581 0x0006ae66 0x00480666 8    9                    ascii   .idata$6
3582 0x0006ae78 0x00480678 5    6                    ascii   .text
3583 0x0006ae8a 0x0048068a 5    6                    ascii   .data
3584 0x0006ae9c 0x0048069c 4    5                    ascii   .bss
3585 0x0006aeae 0x004806ae 8    9                    ascii   .idata$7
3586 0x0006aec0 0x004806c0 9    10                   ascii   .idata$5h
3587 0x0006aed2 0x004806d2 9    10                   ascii   .idata$44
3588 0x0006aee4 0x004806e4 8    9                    ascii   .idata$6
3589 0x0006aef6 0x004806f6 5    6                    ascii   .text
3590 0x0006af08 0x00480708 5    6                    ascii   .data
3591 0x0006af1a 0x0048071a 4    5                    ascii   .bss
3592 0x0006af2c 0x0048072c 8    9                    ascii   .idata$7
3593 0x0006af3e 0x0048073e 9    10                   ascii   .idata$5d
3594 0x0006af50 0x00480750 9    10                   ascii   .idata$40
3595 0x0006af62 0x00480762 8    9                    ascii   .idata$6
3596 0x0006af74 0x00480774 5    6                    ascii   .text
3597 0x0006af86 0x00480786 5    6                    ascii   .data
3598 0x0006af98 0x00480798 4    5                    ascii   .bss
3599 0x0006afaa 0x004807aa 8    9                    ascii   .idata$7
3600 0x0006afbc 0x004807bc 9    10                   ascii   .idata$5`
3601 0x0006afce 0x004807ce 9    10                   ascii   .idata$4,
3602 0x0006afe0 0x004807e0 8    9                    ascii   .idata$6
3603 0x0006aff2 0x004807f2 5    6                    ascii   .text
3604 0x0006b004 0x00480804 5    6                    ascii   .data
3605 0x0006b016 0x00480816 4    5                    ascii   .bss
3606 0x0006b028 0x00480828 8    9                    ascii   .idata$7
3607 0x0006b03a 0x0048083a 9    10                   ascii   .idata$5\
3608 0x0006b04c 0x0048084c 9    10                   ascii   .idata$4(
3609 0x0006b05e 0x0048085e 8    9                    ascii   .idata$6
3610 0x0006b070 0x00480870 5    6                    ascii   .text
3611 0x0006b082 0x00480882 5    6                    ascii   .data
3612 0x0006b094 0x00480894 4    5                    ascii   .bss
3613 0x0006b0a6 0x004808a6 10   11                   ascii   .idata$7|\a
3614 0x0006b0b8 0x004808b8 9    10                   ascii   .idata$5T
3615 0x0006b0ca 0x004808ca 9    10                   ascii   .idata$4 
3616 0x0006b0dc 0x004808dc 8    9                    ascii   .idata$6
3617 0x0006b0ee 0x004808ee 5    6                    ascii   .text
3618 0x0006b100 0x00480900 5    6                    ascii   .data
3619 0x0006b112 0x00480912 4    5                    ascii   .bss
3620 0x0006b124 0x00480924 10   11                   ascii   .idata$7x\a
3621 0x0006b136 0x00480936 9    10                   ascii   .idata$5P
3622 0x0006b148 0x00480948 8    9                    ascii   .idata$4
3623 0x0006b15a 0x0048095a 8    9                    ascii   .idata$6
3624 0x0006b16c 0x0048096c 5    6                    ascii   .text
3625 0x0006b17e 0x0048097e 5    6                    ascii   .data
3626 0x0006b190 0x00480990 4    5                    ascii   .bss
3627 0x0006b1a2 0x004809a2 10   11                   ascii   .idata$7t\a
3628 0x0006b1b4 0x004809b4 9    10                   ascii   .idata$5L
3629 0x0006b1c6 0x004809c6 8    9                    ascii   .idata$4
3630 0x0006b1d8 0x004809d8 8    9                    ascii   .idata$6
3631 0x0006b1ea 0x004809ea 5    6                    ascii   .text
3632 0x0006b1fc 0x004809fc 5    6                    ascii   .data
3633 0x0006b20e 0x00480a0e 4    5                    ascii   .bss
3634 0x0006b220 0x00480a20 10   11                   ascii   .idata$7p\a
3635 0x0006b232 0x00480a32 9    10                   ascii   .idata$5H
3636 0x0006b244 0x00480a44 8    9                    ascii   .idata$4
3637 0x0006b256 0x00480a56 8    9                    ascii   .idata$6
3638 0x0006b268 0x00480a68 5    6                    ascii   .text
3639 0x0006b27a 0x00480a7a 5    6                    ascii   .data
3640 0x0006b28c 0x00480a8c 4    5                    ascii   .bss
3641 0x0006b29e 0x00480a9e 10   11                   ascii   .idata$7l\a
3642 0x0006b2b0 0x00480ab0 9    10                   ascii   .idata$5D
3643 0x0006b2c2 0x00480ac2 8    9                    ascii   .idata$4
3644 0x0006b2d4 0x00480ad4 8    9                    ascii   .idata$6
3645 0x0006b2e6 0x00480ae6 5    6                    ascii   .text
3646 0x0006b2f8 0x00480af8 5    6                    ascii   .data
3647 0x0006b30a 0x00480b0a 4    5                    ascii   .bss
3648 0x0006b31c 0x00480b1c 10   11                   ascii   .idata$7h\a
3649 0x0006b32e 0x00480b2e 9    10                   ascii   .idata$5@
3650 0x0006b340 0x00480b40 9    10                   ascii   .idata$4\f
3651 0x0006b352 0x00480b52 8    9                    ascii   .idata$6
3652 0x0006b364 0x00480b64 5    6                    ascii   .text
3653 0x0006b376 0x00480b76 5    6                    ascii   .data
3654 0x0006b388 0x00480b88 4    5                    ascii   .bss
3655 0x0006b39a 0x00480b9a 10   11                   ascii   .idata$7d\a
3656 0x0006b3ac 0x00480bac 9    10                   ascii   .idata$5<
3657 0x0006b3be 0x00480bbe 9    10                   ascii   .idata$4\b
3658 0x0006b3d0 0x00480bd0 8    9                    ascii   .idata$6
3659 0x0006b3e2 0x00480be2 5    6                    ascii   .text
3660 0x0006b3f4 0x00480bf4 5    6                    ascii   .data
3661 0x0006b406 0x00480c06 4    5                    ascii   .bss
3662 0x0006b418 0x00480c18 10   11                   ascii   .idata$7`\a
3663 0x0006b42a 0x00480c2a 9    10                   ascii   .idata$58
3664 0x0006b43c 0x00480c3c 8    9                    ascii   .idata$4
3665 0x0006b44e 0x00480c4e 8    9                    ascii   .idata$6
3666 0x0006b460 0x00480c60 5    6                    ascii   .text
3667 0x0006b472 0x00480c72 5    6                    ascii   .data
3668 0x0006b484 0x00480c84 4    5                    ascii   .bss
3669 0x0006b496 0x00480c96 10   11                   ascii   .idata$7\\a
3670 0x0006b4a8 0x00480ca8 9    10                   ascii   .idata$54
3671 0x0006b4ba 0x00480cba 8    9                    ascii   .idata$4
3672 0x0006b4cc 0x00480ccc 9    10                   ascii   .idata$6z
3673 0x0006b4de 0x00480cde 5    6                    ascii   .text
3674 0x0006b4f0 0x00480cf0 5    6                    ascii   .data
3675 0x0006b502 0x00480d02 4    5                    ascii   .bss
3676 0x0006b514 0x00480d14 10   11                   ascii   .idata$7X\a
3677 0x0006b526 0x00480d26 9    10                   ascii   .idata$50
3678 0x0006b538 0x00480d38 8    9                    ascii   .idata$4
3679 0x0006b54a 0x00480d4a 9    10                   ascii   .idata$6p
3680 0x0006b55c 0x00480d5c 5    6                    ascii   .text
3681 0x0006b56e 0x00480d6e 5    6                    ascii   .data
3682 0x0006b580 0x00480d80 4    5                    ascii   .bss
3683 0x0006b592 0x00480d92 10   11                   ascii   .idata$7T\a
3684 0x0006b5a4 0x00480da4 9    10                   ascii   .idata$5,
3685 0x0006b5b6 0x00480db6 8    9                    ascii   .idata$4
3686 0x0006b5c8 0x00480dc8 9    10                   ascii   .idata$6h
3687 0x0006b5da 0x00480dda 5    6                    ascii   .text
3688 0x0006b5ec 0x00480dec 5    6                    ascii   .data
3689 0x0006b5fe 0x00480dfe 4    5                    ascii   .bss
3690 0x0006b610 0x00480e10 10   11                   ascii   .idata$7P\a
3691 0x0006b622 0x00480e22 9    10                   ascii   .idata$5(
3692 0x0006b634 0x00480e34 8    9                    ascii   .idata$4
3693 0x0006b646 0x00480e46 9    10                   ascii   .idata$6\
3694 0x0006b658 0x00480e58 5    6                    ascii   .text
3695 0x0006b66a 0x00480e6a 5    6                    ascii   .data
3696 0x0006b67c 0x00480e7c 4    5                    ascii   .bss
3697 0x0006b68e 0x00480e8e 10   11                   ascii   .idata$7L\a
3698 0x0006b6a0 0x00480ea0 9    10                   ascii   .idata$5$
3699 0x0006b6b2 0x00480eb2 8    9                    ascii   .idata$4
3700 0x0006b6c4 0x00480ec4 9    10                   ascii   .idata$6R
3701 0x0006b6d6 0x00480ed6 5    6                    ascii   .text
3702 0x0006b6e8 0x00480ee8 5    6                    ascii   .data
3703 0x0006b6fa 0x00480efa 4    5                    ascii   .bss
3704 0x0006b70c 0x00480f0c 10   11                   ascii   .idata$7D\a
3705 0x0006b71e 0x00480f1e 8    9                    ascii   .idata$5
3706 0x0006b730 0x00480f30 8    9                    ascii   .idata$4
3707 0x0006b742 0x00480f42 9    10                   ascii   .idata$6B
3708 0x0006b754 0x00480f54 5    6                    ascii   .text
3709 0x0006b766 0x00480f66 5    6                    ascii   .data
3710 0x0006b778 0x00480f78 4    5                    ascii   .bss
3711 0x0006b78a 0x00480f8a 10   11                   ascii   .idata$74\a
3712 0x0006b79c 0x00480f9c 9    10                   ascii   .idata$5\f
3713 0x0006b7ae 0x00480fae 8    9                    ascii   .idata$4
3714 0x0006b7c0 0x00480fc0 8    9                    ascii   .idata$6
3715 0x0006b7d2 0x00480fd2 5    6                    ascii   .text
3716 0x0006b7e4 0x00480fe4 5    6                    ascii   .data
3717 0x0006b7f6 0x00480ff6 4    5                    ascii   .bss
3718 0x0006b808 0x00481008 10   11                   ascii   .idata$70\a
3719 0x0006b81a 0x0048101a 9    10                   ascii   .idata$5\b
3720 0x0006b82c 0x0048102c 8    9                    ascii   .idata$4
3721 0x0006b83e 0x0048103e 9    10                   ascii   .idata$6\f
3722 0x0006b850 0x00481050 5    6                    ascii   .text
3723 0x0006b862 0x00481062 5    6                    ascii   .data
3724 0x0006b874 0x00481074 4    5                    ascii   .bss
3725 0x0006b886 0x00481086 10   11                   ascii   .idata$7$\a
3726 0x0006b898 0x00481098 8    9                    ascii   .idata$5
3727 0x0006b8aa 0x004810aa 8    9                    ascii   .idata$4
3728 0x0006b8bc 0x004810bc 8    9                    ascii   .idata$6
3729 0x0006b8ce 0x004810ce 5    6                    ascii   .text
3730 0x0006b8e0 0x004810e0 5    6                    ascii   .data
3731 0x0006b8f2 0x004810f2 4    5                    ascii   .bss
3732 0x0006b904 0x00481104 8    9                    ascii   .idata$7
3733 0x0006b916 0x00481116 8    9                    ascii   .idata$5
3734 0x0006b928 0x00481128 8    9                    ascii   .idata$4
3735 0x0006b93a 0x0048113a 8    9                    ascii   .idata$6
3736 0x0006b94c 0x0048114c 5    6                    ascii   .text
3737 0x0006b95e 0x0048115e 5    6                    ascii   .data
3738 0x0006b970 0x00481170 4    5                    ascii   .bss
3739 0x0006b982 0x00481182 8    9                    ascii   .idata$7
