[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 7   8            ascii   `.rdata
3    0x000001c7 0x000001c7 6   7            ascii   @.data
1579 0x00016cc8 0x00416cc8 8   9    .data   ascii   \BatMail
1580 0x00016cd1 0x00416cd1 9   10   .data   ascii   \The Bat!
1581 0x00016cdb 0x00416cdb 21  22   .data   ascii   Software\RIT\The Bat!
1582 0x00016cf1 0x00416cf1 33  34   .data   ascii   Software\RIT\The Bat!\Users depot
1583 0x00016d13 0x00416d13 17  18   .data   ascii   Working Directory
1584 0x00016d25 0x00416d25 10  11   .data   ascii   ProgramDir
1585 0x00016d30 0x00416d30 5   6    .data   ascii   Count
1586 0x00016d36 0x00416d36 7   8    .data   ascii   Default
1587 0x00016d3e 0x00416d3e 7   8    .data   ascii   Dir #%d
1588 0x00016d46 0x00416d46 18  19   .data   ascii   SMTP Email Address
1589 0x00016d59 0x00416d59 11  12   .data   ascii   SMTP Server
1590 0x00016d65 0x00416d65 11  12   .data   ascii   POP3 Server
1591 0x00016d71 0x00416d71 14  15   .data   ascii   POP3 User Name
1592 0x00016d80 0x00416d80 14  15   .data   ascii   SMTP User Name
1593 0x00016d8f 0x00416d8f 18  19   .data   ascii   NNTP Email Address
1594 0x00016da2 0x00416da2 14  15   .data   ascii   NNTP User Name
1595 0x00016db1 0x00416db1 11  12   .data   ascii   NNTP Server
1596 0x00016dbd 0x00416dbd 11  12   .data   ascii   IMAP Server
1597 0x00016dc9 0x00416dc9 14  15   .data   ascii   IMAP User Name
1598 0x00016dd8 0x00416dd8 5   6    .data   ascii   Email
1599 0x00016dde 0x00416dde 9   10   .data   ascii   HTTP User
1600 0x00016de8 0x00416de8 15  16   .data   ascii   HTTP Server URL
1601 0x00016df8 0x00416df8 9   10   .data   ascii   POP3 User
1602 0x00016e02 0x00416e02 9   10   .data   ascii   IMAP User
1603 0x00016e0c 0x00416e0c 18  19   .data   ascii   HTTPMail User Name
1604 0x00016e1f 0x00416e1f 15  16   .data   ascii   HTTPMail Server
1605 0x00016e2f 0x00416e2f 9   10   .data   ascii   SMTP User
1606 0x00016e3a 0x00416e3a 9   10   .data   ascii   POP3 Port
1607 0x00016e44 0x00416e44 9   10   .data   ascii   SMTP Port
1608 0x00016e4e 0x00416e4e 9   10   .data   ascii   IMAP Port
1609 0x00016e59 0x00416e59 14  15   .data   ascii   POP3 Password2
1610 0x00016e68 0x00416e68 14  15   .data   ascii   IMAP Password2
1611 0x00016e77 0x00416e77 14  15   .data   ascii   NNTP Password2
1612 0x00016e86 0x00416e86 18  19   .data   ascii   HTTPMail Password2
1613 0x00016e99 0x00416e99 14  15   .data   ascii   SMTP Password2
1614 0x00016ea9 0x00416ea9 13  14   .data   ascii   POP3 Password
1615 0x00016eb7 0x00416eb7 13  14   .data   ascii   IMAP Password
1616 0x00016ec5 0x00416ec5 13  14   .data   ascii   NNTP Password
1617 0x00016ed3 0x00416ed3 13  14   .data   ascii   HTTP Password
1618 0x00016ee1 0x00416ee1 13  14   .data   ascii   SMTP Password
1619 0x00016ef0 0x00416ef0 52  53   .data   ascii   Software\Microsoft\Internet Account Manager\Accounts
1620 0x00016f25 0x00416f25 10  11   .data   ascii   Identities
1621 0x00016f30 0x00416f30 62  63   .data   ascii   Software\Microsoft\Office\Outlook\OMI Account Manager\Accounts
1622 0x00016f6f 0x00416f6f 117 118  .data   ascii   Software\Microsoft\Windows NT\CurrentVersion\Windows Messaging Subsystem\Profiles\Microsoft Outlook Internet Settings
1623 0x00016fe5 0x00416fe5 89  90   .data   ascii   Software\Microsoft\Windows NT\CurrentVersion\Windows Messaging Subsystem\Profiles\Outlook
1624 0x0001703f 0x0041703f 43  44   .data   ascii   Software\Microsoft\Internet Account Manager
1625 0x0001706b 0x0041706b 7   8    .data   ascii   Outlook
1626 0x00017073 0x00417073 9   10   .data   ascii   \Accounts
1627 0x0001707d 0x0041707d 14  15   .data   ascii   identification
1628 0x0001708c 0x0041708c 11  12   .data   ascii   identitymgr
1629 0x00017098 0x00417098 25  26   .data   ascii   inetcomm server passwords
1630 0x000170b2 0x004170b2 33  34   .data   ascii   outlook account manager passwords
1631 0x000170d4 0x004170d4 10  11   .data   ascii   identities
1632 0x000170df 0x004170df 50  51   .data   ascii   {%08X-%04X-%04X-%02X%02X-%02X%02X%02X%02X%02X%02X}
1633 0x00017112 0x00417112 11  12   .data   ascii   Thunderbird
1634 0x0001711e 0x0041711e 12  13   .data   ascii   \Thunderbird
1635 0x0001712b 0x0041712b 9   10   .data   ascii   FastTrack
1636 0x00017135 0x00417135 11  12   .data   ascii   ftplist.txt
1637 0x000172d9 0x004172d9 11  12   .data   ascii   Client Hash
1638 0x000172e5 0x004172e5 16  17   .data   ascii   STATUS-IMPORT-OK
1639 0x00017504 0x00417504 4   5    .data   ascii   80( 
1640 0x0001750c 0x0041750c 4   5    .data   ascii   91)!
1641 0x00017514 0x00417514 4   5    .data   ascii   :2*"
1642 0x0001751c 0x0041751c 8   9    .data   ascii   ;3+#>6.&
1643 0x00017528 0x00417528 4   5    .data   ascii   =5-%
1644 0x00017530 0x00417530 4   5    .data   ascii   <4,$
1645 0x0001756b 0x0041756b 15  16   .data   ascii   '2, /+0&7!4-)1#
1646 0x0001813a 0x0041813a 11  12   .data   ascii   CreateFileA
1647 0x00018148 0x00418148 8   9    .data   ascii   ReadFile
1648 0x00018154 0x00418154 11  12   .data   ascii   CloseHandle
1649 0x00018162 0x00418162 9   10   .data   ascii   WriteFile
1650 0x0001816e 0x0041816e 8   9    .data   ascii   lstrlenA
1651 0x0001817a 0x0041817a 10  11   .data   ascii   GlobalLock
1652 0x00018188 0x00418188 12  13   .data   ascii   GlobalUnlock
1653 0x00018198 0x00418198 9   10   .data   ascii   LocalFree
1654 0x000181a4 0x004181a4 10  11   .data   ascii   LocalAlloc
1655 0x000181b2 0x004181b2 12  13   .data   ascii   GetTickCount
1656 0x000181c2 0x004181c2 8   9    .data   ascii   lstrcpyA
1657 0x000181ce 0x004181ce 8   9    .data   ascii   lstrcatA
1658 0x000181da 0x004181da 18  19   .data   ascii   GetFileAttributesA
1659 0x000181f0 0x004181f0 25  26   .data   ascii   ExpandEnvironmentStringsA
1660 0x0001820c 0x0041820c 11  12   .data   ascii   GetFileSize
1661 0x0001821a 0x0041821a 18  19   .data   ascii   CreateFileMappingA
1662 0x00018230 0x00418230 13  14   .data   ascii   MapViewOfFile
1663 0x00018240 0x00418240 15  16   .data   ascii   UnmapViewOfFile
1664 0x00018252 0x00418252 12  13   .data   ascii   LoadLibraryA
1665 0x00018262 0x00418262 14  15   .data   ascii   GetProcAddress
1666 0x00018274 0x00418274 12  13   .data   ascii   GetTempPathA
1667 0x00018284 0x00418284 16  17   .data   ascii   CreateDirectoryA
1668 0x00018298 0x00418298 11  12   .data   ascii   DeleteFileA
1669 0x000182a6 0x004182a6 17  18   .data   ascii   GetCurrentProcess
1670 0x000182ba 0x004182ba 19  20   .data   ascii   WideCharToMultiByte
1671 0x000182d0 0x004182d0 12  13   .data   ascii   GetLastError
1672 0x000182e0 0x004182e0 8   9    .data   ascii   lstrcmpA
1673 0x000182ec 0x004182ec 24  25   .data   ascii   CreateToolhelp32Snapshot
1674 0x00018308 0x00418308 14  15   .data   ascii   Process32First
1675 0x0001831a 0x0041831a 11  12   .data   ascii   OpenProcess
1676 0x00018328 0x00418328 13  14   .data   ascii   Process32Next
1677 0x00018338 0x00418338 14  15   .data   ascii   FindFirstFileA
1678 0x0001834a 0x0041834a 9   10   .data   ascii   lstrcmpiA
1679 0x00018356 0x00418356 13  14   .data   ascii   FindNextFileA
1680 0x00018366 0x00418366 9   10   .data   ascii   FindClose
1681 0x00018372 0x00418372 16  17   .data   ascii   GetModuleHandleA
1682 0x00018386 0x00418386 13  14   .data   ascii   GetVersionExA
1683 0x00018396 0x00418396 14  15   .data   ascii   GetLocaleInfoA
1684 0x000183a8 0x004183a8 13  14   .data   ascii   GetSystemInfo
1685 0x000183b8 0x004183b8 20  21   .data   ascii   GetWindowsDirectoryA
1686 0x000183d0 0x004183d0 24  25   .data   ascii   GetPrivateProfileStringA
1687 0x000183ec 0x004183ec 20  21   .data   ascii   SetCurrentDirectoryA
1688 0x00018404 0x00418404 30  31   .data   ascii   GetPrivateProfileSectionNamesA
1689 0x00018426 0x00418426 21  22   .data   ascii   GetPrivateProfileIntA
1690 0x0001843e 0x0041843e 20  21   .data   ascii   GetCurrentDirectoryA
1691 0x00018456 0x00418456 8   9    .data   ascii   lstrlenW
1692 0x00018462 0x00418462 19  20   .data   ascii   MultiByteToWideChar
1693 0x00018478 0x00418478 5   6    .data   ascii   Sleep
1694 0x00018480 0x00418480 12  13   .data   ascii   LCMapStringA
1695 0x00018490 0x00418490 11  12   .data   ascii   ExitProcess
1696 0x0001849e 0x0041849e 27  28   .data   ascii   SetUnhandledExceptionFilter
1697 0x000184ba 0x004184ba 12  13   .data   ascii   kernel32.dll
1698 0x000184ca 0x004184ca 21  22   .data   ascii   CreateStreamOnHGlobal
1699 0x000184e2 0x004184e2 20  21   .data   ascii   GetHGlobalFromStream
1700 0x000184fa 0x004184fa 12  13   .data   ascii   CoCreateGuid
1701 0x0001850a 0x0041850a 13  14   .data   ascii   CoTaskMemFree
1702 0x0001851a 0x0041851a 16  17   .data   ascii   CoCreateInstance
1703 0x0001852e 0x0041852e 13  14   .data   ascii   OleInitialize
1704 0x0001853c 0x0041853c 9   10   .data   ascii   ole32.dll
1705 0x00018548 0x00418548 9   10   .data   ascii   wsprintfA
1706 0x00018552 0x00418552 10  11   .data   ascii   user32.dll
1707 0x00018560 0x00418560 13  14   .data   ascii   RegOpenKeyExA
1708 0x00018570 0x00418570 16  17   .data   ascii   RegQueryValueExA
1709 0x00018584 0x00418584 11  12   .data   ascii   RegCloseKey
1710 0x00018592 0x00418592 11  12   .data   ascii   RegOpenKeyA
1711 0x000185a0 0x004185a0 13  14   .data   ascii   RegEnumKeyExA
1712 0x000185b0 0x004185b0 13  14   .data   ascii   RegCreateKeyA
1713 0x000185c0 0x004185c0 14  15   .data   ascii   RegSetValueExA
1714 0x000185d2 0x004185d2 13  14   .data   ascii   IsTextUnicode
1715 0x000185e2 0x004185e2 18  19   .data   ascii   RegOpenCurrentUser
1716 0x000185f8 0x004185f8 13  14   .data   ascii   RegEnumValueA
1717 0x00018608 0x00418608 12  13   .data   ascii   GetUserNameA
1718 0x00018616 0x00418616 12  13   .data   ascii   advapi32.dll
1719 0x00018626 0x00418626 17  18   .data   ascii   InternetCrackUrlA
1720 0x0001863a 0x0041863a 18  19   .data   ascii   InternetCreateUrlA
1721 0x0001864e 0x0041864e 11  12   .data   ascii   wininet.dll
1722 0x0001865c 0x0041865c 8   9    .data   ascii   StrStrIA
1723 0x00018668 0x00418668 9   10   .data   ascii   StrRChrIA
1724 0x00018674 0x00418674 9   10   .data   ascii   StrToIntA
1725 0x00018680 0x00418680 7   8    .data   ascii   StrStrA
1726 0x0001868a 0x0041868a 9   10   .data   ascii   StrCmpNIA
1727 0x00018696 0x00418696 8   9    .data   ascii   StrStrIW
1728 0x000186a0 0x004186a0 11  12   .data   ascii   shlwapi.dll
1729 0x000186ae 0x004186ae 9   10   .data   ascii   inet_addr
1730 0x000186ba 0x004186ba 13  14   .data   ascii   gethostbyname
1731 0x000186ca 0x004186ca 6   7    .data   ascii   socket
1732 0x000186d4 0x004186d4 7   8    .data   ascii   connect
1733 0x000186de 0x004186de 11  12   .data   ascii   closesocket
1734 0x000186ec 0x004186ec 4   5    .data   ascii   send
1735 0x000186f4 0x004186f4 6   7    .data   ascii   select
1736 0x000186fe 0x004186fe 4   5    .data   ascii   recv
1737 0x00018706 0x00418706 10  11   .data   ascii   setsockopt
1738 0x00018714 0x00418714 10  11   .data   ascii   WSAStartup
1739 0x00018720 0x00418720 11  12   .data   ascii   wsock32.dll
1740 0x0001872e 0x0041872e 16  17   .data   ascii   LoadUserProfileA
1741 0x00018742 0x00418742 17  18   .data   ascii   UnloadUserProfile
1742 0x00018754 0x00418754 11  12   .data   ascii   userenv.dll

