[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000138 0x00000138 5   6            ascii   drws1
1    0x0000015f 0x0000015f 6   7            ascii   `drws2
2    0x00000188 0x00000188 5   6            ascii   drws3
3    0x000001af 0x000001af 6   7            ascii   @drws4
336  0x000082b8 0x004082b8 7   8    drws1   ascii   ^AEBYX_
337  0x000082d8 0x004082d8 4   5    drws1   ascii   \r036
338  0x000082e1 0x004082e1 7   8    drws1   ascii   )>;,;?\v
339  0x00008329 0x00408329 7   8    drws1   ascii   ?&6&;3#
340  0x00008331 0x00408331 8   9    drws1   ascii   +3/9\e73%
341  0x0000833c 0x0040833c 16  17   drws1   ascii   uSJZJW_OfPWSvX^V
342  0x00008350 0x00408350 19  20   drws1   ascii   f@YIYDL\uCD@eKMEzF|
343  0x00008364 0x00408364 12  13   drws1   ascii   |ZCSC^VFoY^Z
344  0x00008371 0x00408371 6   7    drws1   ascii   QW_`\p
345  0x000083a4 0x004083a4 14  15   drws1   ascii   sNMHnKXNJ{_VXa
346  0x000083e5 0x004083e5 7   8    drws1   ascii   5,<,19)
347  0x000083f0 0x004083f0 6   7    drws1   ascii   &#=:$\n
348  0x000083f8 0x004083f8 22  23   drws1   ascii   f[X]kOL{CVQ@QWhD_[YOIz
349  0x00008418 0x00408418 6   7    drws1   ascii   =(/>/)
350  0x0000841f 0x0040841f 6   7    drws1   ascii   :!%'17
351  0x00008429 0x00408429 20  21   drws1   ascii   \NnNQ}^SYWvZADNaGLD{
352  0x00008443 0x00408443 10  11   drws1   ascii   M3j^\PFRD\v
353  0x0000844f 0x0040844f 12  13   drws1   ascii   A'y\K[\bBDUQS
354  0x0000845e 0x0040845e 15  16   drws1   ascii   P(8oOQJL;~t`v,\e
355  0x00008474 0x00408474 7   8    drws1   ascii   Z4?# ,\
356  0x0000847c 0x0040847c 9   10   drws1   ascii   I7/+))2*A
357  0x00008488 0x00408488 10  11   drws1   ascii   ,'LCGJAN@/
358  0x00008494 0x00408494 5   6    drws1   ascii   SNMH?
359  0x0000849a 0x0040849a 4   5    drws1   ascii   hh{w
360  0x0000849f 0x0040849f 22  23   drws1   ascii   d~ut`beg2/{~iql`mb;'!H
361  0x000084b8 0x004084b8 9   10   drws1   ascii   O_NOD]CT\n
362  0x000084c8 0x004084c8 6   7    drws1   ascii   +-*$%3
363  0x000084d0 0x004084d0 12  13   drws1   ascii   jhnvopmrbht%
364  0x000084ec 0x004084ec 5   6    drws1   ascii   ' 433
365  0x000084f8 0x004084f8 9   10   drws1   ascii   myx>\vpfe%
366  0x00008502 0x00408502 8   9    drws1   ascii   wch(p/>!
367  0x0000850c 0x0040850c 4   5    drws1   ascii   \fWXU
368  0x00008515 0x00408515 6   7    drws1   ascii   2" '!#
369  0x0000854a 0x0040854a 7   8    drws1   ascii   S\e\v\l\bY
370  0x00008558 0x00408558 4   5    drws1   ascii   JY^\
371  0x00008590 0x00408590 4   5    drws1   ascii   SFX[
372  0x0000859c 0x0040859c 4   5    drws1   ascii   7;3/
373  0x000085a4 0x004085a4 8   9    drws1   ascii   Grlo?$"u
374  0x000085ad 0x004085ad 6   7    drws1   ascii   \d0-)|
375  0x000085cc 0x004085cc 12  13   drws1   ascii   GVDRU_A[SIMc
376  0x000085ec 0x004085ec 7   8    drws1   ascii   9#%!'>$
377  0x00008648 0x00408648 5   6    drws1   ascii   GZY\X
378  0x0000864f 0x0040864f 10  11   drws1   ascii   \a\r\t@F@}DB\
379  0x0000865e 0x0040865e 5   6    drws1   ascii   \ZT\a\f
380  0x00008669 0x00408669 14  15   drws1   ascii   $0^ngf|bJjcll+
381  0x00008688 0x00408688 14  15   drws1   ascii   }*g~/f~/1%:n{n
382  0x000086a4 0x004086a4 6   7    drws1   ascii   ]XPDK\n
383  0x000086b8 0x004086b8 19  20   drws1   ascii   Bhhd`l_'=4W+90S/%,O
384  0x000086cf 0x004086cf 7   8    drws1   ascii   go5'08m
385  0x000086da 0x004086da 6   7    drws1   ascii   ezzd[]
386  0x000086e1 0x004086e1 11  12   drws1   ascii   >!'f}::>8/7
387  0x00008705 0x00408705 4   5    drws1   ascii   ptrr
388  0x00008734 0x00408734 10  11   drws1   ascii   M9Gd~hj?TL
389  0x000087b0 0x004087b0 4   5    drws1   ascii   y24 
390  0x000087b8 0x004087b8 23  24   drws1   ascii   HedtnmffdmSHeixb5D{whua
391  0x000087e0 0x004087e0 5   6    drws1   ascii   ,)wjn
392  0x00008800 0x00408800 12  13   drws1   ascii   7* 37 0&0 \a\f
393  0x00008812 0x00408812 9   10   drws1   ascii   * 13.701.
394  0x00008828 0x00408828 7   8    drws1   ascii   a^ZQ]DC
395  0x00008830 0x00408830 8   9    drws1   ascii   }PRI[XLJ
396  0x00008848 0x00408848 20  21   drws1   ascii   Ahgnl@fg~h}|Kffgqvb~
397  0x0000885e 0x0040885e 14  15   drws1   ascii   =Vq|wsY}~iAVU|
398  0x0000886f 0x0040886f 8   9    drws1   ascii   \fmIJ]MZY
399  0x000088eb 0x004088eb 5   6    drws1   ascii   \e\f\tY5
400  0x00008930 0x00408930 4   5    drws1   ascii   ;r,{
401  0x0000896d 0x0040896d 11  12   drws1   ascii   \_ROULfxVYP
402  0x0000897c 0x0040897c 18  19   drws1   ascii   UJPU]Fm`gcSLnozled
403  0x00008991 0x00408991 13  14   drws1   ascii   SbAFKRH]\bEK@I
404  0x000089a5 0x004089a5 4   5    drws1   ascii   YV_U
405  0x00008a30 0x00408a30 4   5    drws1   ascii   hwmh
406  0x00008a40 0x00408a40 4   5    drws1   ascii   bghx
407  0x00008a48 0x00408a48 6   7    drws1   ascii   FO76.J
408  0x00008a50 0x00408a50 12  13   drws1   ascii   %07TCBB^ONNv
409  0x00008a68 0x00408a68 4   5    drws1   ascii   KVUP
410  0x00008a8d 0x00408a8d 23  24   drws1   ascii   2 :$!v64+?:8$~:8$!60 "i
411  0x00008aa9 0x00408aa9 24  25   drws1   ascii   5.8268}>6>6"?t:,k;*<&<9l
412  0x00008b11 0x00408b11 26  27   drws1   ascii   8>:<%?p<101:4=x&2e(*,$`j;c
413  0x00008c48 0x00408c48 32  33   drws1   ascii   UBH@AW +.I^BG+Igb~Gekdqc{Onr~n{m
414  0x00008d28 0x00408d28 12  13   drws1   ascii   ]ABGXHH[\tBIH
415  0x00008d80 0x00408d80 9   10   drws1   ascii   fCLKNzH\O
416  0x00008dbc 0x00408dbc 10  11   drws1   ascii   gq`joo,fth
417  0x00008dc8 0x00408dc8 11  12   drws1   ascii   (?(:26,s7+5
418  0x00008de4 0x00408de4 6   7    drws1   ascii   _]YJ\D
419  0x00008e1c 0x00408e1c 5   6    drws1   ascii   *(,/\f
420  0x00008e5c 0x00408e5c 9   10   drws1   ascii   IRAHO\fELC
421  0x00008e8c 0x00408e8c 18  19   drws1   ascii   hOTlMZNiZAUPRd@TX_
422  0x00008eb0 0x00408eb0 8   9    drws1   ascii   TUI[qg`d
423  0x00008ec8 0x00408ec8 10  11   drws1   ascii   edxjUVDnX[
424  0x00008ed4 0x00408ed4 15  16   drws1   ascii   ~PV^xXM\BXBG]ZX
425  0x00008f44 0x00408f44 5   6    drws1   ascii   8cqmf
426  0x00008f54 0x00408f54 6   7    drws1   ascii   DELETE
427  0x00008f5c 0x00408f5c 4   5    drws1   ascii   HEAD
428  0x00008f68 0x00408f68 7   8    drws1   ascii   CONNECT
429  0x00008f70 0x00408f70 7   8    drws1   ascii   OPTIONS
430  0x00008f78 0x00408f78 5   6    drws1   ascii   TRACE
431  0x00008f80 0x00408f80 4   5    drws1   ascii   COPY
432  0x00008f88 0x00408f88 4   5    drws1   ascii   LOCK
433  0x00008f90 0x00408f90 5   6    drws1   ascii   MKCOL
434  0x00008f98 0x00408f98 4   5    drws1   ascii   MOVE
435  0x00008fa0 0x00408fa0 8   9    drws1   ascii   PROPFIND
436  0x00008fac 0x00408fac 9   10   drws1   ascii   PROPPATCH
437  0x00008fb8 0x00408fb8 6   7    drws1   ascii   SEARCH
438  0x00008fc0 0x00408fc0 6   7    drws1   ascii   UNLOCK
439  0x00008fc8 0x00408fc8 6   7    drws1   ascii   REPORT
440  0x00008fd0 0x00408fd0 10  11   drws1   ascii   MKACTIVITY
441  0x00008fdc 0x00408fdc 8   9    drws1   ascii   CHECKOUT
442  0x00008fe8 0x00408fe8 5   6    drws1   ascii   MERGE
443  0x00008ff0 0x00408ff0 8   9    drws1   ascii   M-SEARCH
444  0x00008ffc 0x00408ffc 6   7    drws1   ascii   NOTIFY
445  0x00009004 0x00409004 9   10   drws1   ascii   SUBSCRIBE
446  0x00009010 0x00409010 11  12   drws1   ascii   UNSUBSCRIBE
447  0x0000901c 0x0040901c 5   6    drws1   ascii   PATCH
448  0x00009024 0x00409024 5   6    drws1   ascii   PURGE
449  0x0000902c 0x0040902c 10  11   drws1   ascii   connection
450  0x00009038 0x00409038 16  17   drws1   ascii   proxy-connection
451  0x0000904c 0x0040904c 14  15   drws1   ascii   content-length
452  0x0000905c 0x0040905c 17  18   drws1   ascii   transfer-encoding
453  0x00009070 0x00409070 7   8    drws1   ascii   upgrade
454  0x00009078 0x00409078 7   8    drws1   ascii   chunked
455  0x00009080 0x00409080 10  11   drws1   ascii   keep-alive
456  0x0000908c 0x0040908c 5   6    drws1   ascii   close
457  0x00009098 0x00409098 64  65   drws1   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
458  0x000090e0 0x004090e0 80  81   drws1   ascii   |$$$}rstuvwxyz{$$$$$$$>?@ABCDEFGHIJKLMNOPQRSTUVW$$$$$$XYZ[\]^_`abcdefghijklmnopq
459  0x00009134 0x00409134 4   5    drws1   ascii   GET 
460  0x0000913c 0x0040913c 5   6    drws1   ascii   POST 
461  0x00009144 0x00409144 6   7    drws1   ascii   aeiouy
462  0x0000914c 0x0040914c 23  24   drws1   ascii   bcdfghjklmnpqrstvwxz[\aC
463  0x00009164 0x00409164 17  18   drws1   ascii   Accept-Language: 
464  0x00009202 0x00409202 4   10   drws1   utf16le B0:0
465  0x0000923a 0x0040923a 20  42   drws1   utf16le CS:(ML;;NRNWNX;;;LW)
466  0x00009300 0x00409300 22  23   drws1   ascii   http://www.google.com/
467  0x00009318 0x00409318 20  21   drws1   ascii   http://www.bing.com/
468  0x00009330 0x00409330 10  22   drws1   utf16le urlmon.dll
469  0x00009348 0x00409348 21  22   drws1   ascii   ObtainUserAgentString
470  0x000093a0 0x004093a0 11  24   drws1   utf16le cabinet.dll
471  0x000093b8 0x004093b8 9   10   drws1   ascii   FCICreate
472  0x000093c4 0x004093c4 10  11   drws1   ascii   FCIAddFile
473  0x000093d0 0x004093d0 15  16   drws1   ascii   FCIFlushCabinet
474  0x000093e0 0x004093e0 10  11   drws1   ascii   FCIDestroy
475  0x00009594 0x00409594 5   6    drws1   ascii   NSh0u
476  0x0000959c 0x0040959c 4   7    drws1   utf8    t$(蘕 blocks=Basic Latin,CJK Unified Ideographs
477  0x000095c5 0x004095c5 4   5    drws1   ascii   Sh0u
478  0x000095e9 0x004095e9 4   5    drws1   ascii   ^]_[
479  0x00009686 0x00409686 5   6    drws1   ascii   t&F;w
480  0x0000968e 0x0040968e 4   5    drws1   ascii   j(^V
481  0x00009804 0x00409804 4   5    drws1   ascii   9~\bv
482  0x00009814 0x00409814 7   8    drws1   ascii   R\fG;~\br
483  0x0000982d 0x0040982d 4   6    drws1   utf8    ^ËL$ blocks=Basic Latin,Latin-1 Supplement
484  0x0000986e 0x0040986e 4   5    drws1   ascii   N\b_^
485  0x0000987e 0x0040987e 5   6    drws1   ascii   |$\ft\v
486  0x000098a3 0x004098a3 5   6    drws1   ascii   ;~\bs%
487  0x000098bc 0x004098bc 7   8    drws1   ascii   R\fC;^\br
488  0x000098e5 0x004098e5 4   6    drws1   utf8    ^ËD$ blocks=Basic Latin,Latin-1 Supplement
489  0x0000992a 0x0040992a 4   5    drws1   ascii   ;Q\bs
490  0x00009947 0x00409947 4   5    drws1   ascii   u>SV
491  0x000099df 0x004099df 4   6    drws1   utf8    ^ËD$ blocks=Basic Latin,Latin-1 Supplement
492  0x00009a67 0x00409a67 9   10   drws1   ascii   tDHt:Ht\a2
493  0x00009a77 0x00409a77 5   6    drws1   ascii   O\b9t$
494  0x00009a98 0x00409a98 4   5    drws1   ascii   F;t$
495  0x00009abd 0x00409abd 5   6    drws1   ascii   _\f93u
496  0x00009ac3 0x00409ac3 4   5    drws1   ascii   SVVU
497  0x00009ad9 0x00409ad9 4   5    drws1   ascii   !9t$
498  0x00009afa 0x00409afa 5   6    drws1   ascii   @[_^]
499  0x00009bc8 0x00409bc8 4   6    drws1   utf8    EыM\b blocks=Basic Latin,Cyrillic
500  0x00009be0 0x00409be0 4   5    drws1   ascii   u\nj\r
501  0x00009c0b 0x00409c0b 4   5    drws1   ascii   T$\fS
502  0x00009c84 0x00409c84 5   6    drws1   ascii   t\v<@u
503  0x00009cb4 0x00409cb4 6   7    drws1   ascii   l$(PVU
504  0x00009cf1 0x00409cf1 7   8    drws1   ascii   /_^][YY
505  0x00009da2 0x00409da2 5   6    drws1   ascii   |$ Ht
506  0x00009dd2 0x00409dd2 10  11   drws1   ascii   ItKIt)IIt\n
507  0x00009e40 0x00409e40 4   5    drws1   ascii   D$\f@
508  0x00009f34 0x00409f34 5   6    drws1   ascii   t\b< t
509  0x0000a082 0x0040a082 4   5    drws1   ascii   j<ZR
510  0x0000a150 0x0040a150 4   5    drws1   ascii   SUVW
511  0x0000a15d 0x0040a15d 4   5    drws1   ascii   j<ZR
512  0x0000a1db 0x0040a1db 4   5    drws1   ascii   f9LC
513  0x0000a241 0x0040a241 4   5    drws1   ascii   f9LC
514  0x0000a2a7 0x0040a2a7 4   5    drws1   ascii   f9LC
515  0x0000a2c5 0x0040a2c5 4   5    drws1   ascii   _^][
516  0x0000a341 0x0040a341 4   5    drws1   ascii   PVPV
517  0x0000a374 0x0040a374 5   6    drws1   ascii   t$$SS
518  0x0000a381 0x0040a381 4   5    drws1   ascii   ~28\
519  0x0000a3de 0x0040a3de 5   6    drws1   ascii   t$$SS
520  0x0000a3eb 0x0040a3eb 4   5    drws1   ascii   ~28\
521  0x0000a445 0x0040a445 5   6    drws1   ascii   t$ SS
522  0x0000a46f 0x0040a46f 6   7    drws1   ascii   lUVWjd
523  0x0000a4b4 0x0040a4b4 4   5    drws1   ascii   D$(8
524  0x0000a515 0x0040a515 5   6    drws1   ascii   SVWj~
525  0x0000a545 0x0040a545 5   6    drws1   ascii   QPWSS
526  0x0000a552 0x0040a552 6   7    drws1   ascii   ~,f9\E
527  0x0000a564 0x0040a564 4   6    drws1   utf8    LE̍E blocks=Basic Latin,Combining Diacritical Marks
528  0x0000a5b8 0x0040a5b8 5   6    drws1   ascii   SUVWj
529  0x0000a612 0x0040a612 4   5    drws1   ascii   T$4Y
530  0x0000a634 0x0040a634 4   5    drws1   ascii   L$XS
531  0x0000a655 0x0040a655 5   6    drws1   ascii   D$ PS
532  0x0000a670 0x0040a670 4   5    drws1   ascii   |$ v
533  0x0000a6eb 0x0040a6eb 4   5    drws1   ascii   \$Lj
534  0x0000a714 0x0040a714 5   6    drws1   ascii   D$$Pj
535  0x0000a72e 0x0040a72e 4   5    drws1   ascii   D$$=
536  0x0000a748 0x0040a748 4   5    drws1   ascii   tGjv
537  0x0000a751 0x0040a751 4   5    drws1   ascii   t$ j
538  0x0000a77c 0x0040a77c 4   5    drws1   ascii   FvUP
539  0x0000a7fb 0x0040a7fb 4   6    drws1   utf8    Ӌ\$$ blocks=Cyrillic,Basic Latin
540  0x0000a847 0x0040a847 4   7    drws1   utf8    t$4蕎 blocks=Basic Latin,CJK Unified Ideographs
541  0x0000a897 0x0040a897 5   6    drws1   ascii   L$hQU
542  0x0000a89d 0x0040a89d 4   5    drws1   ascii   t$$P
543  0x0000a8da 0x0040a8da 5   6    drws1   ascii   D$4SP
544  0x0000a919 0x0040a919 4   7    drws1   utf8    L$<薆 blocks=Basic Latin,CJK Unified Ideographs
545  0x0000a93a 0x0040a93a 4   5    drws1   ascii   _^][
546  0x0000aab8 0x0040aab8 5   6    drws1   ascii   SVWj!
547  0x0000aacd 0x0040aacd 4   5    drws1   ascii   j8XC
548  0x0000ab87 0x0040ab87 5   6    drws1   ascii   SUVW3
549  0x0000ab93 0x0040ab93 4   5    drws1   ascii   D$dP
550  0x0000abc8 0x0040abc8 4   5    drws1   ascii   D$dP
551  0x0000ac03 0x0040ac03 5   6    drws1   ascii   D$dPj
552  0x0000ac20 0x0040ac20 4   5    drws1   ascii   D$dP
553  0x0000ac32 0x0040ac32 4   5    drws1   ascii   D$XP
554  0x0000ac37 0x0040ac37 4   5    drws1   ascii   D$TP
555  0x0000ac3c 0x0040ac3c 4   5    drws1   ascii   D$PP
556  0x0000ac41 0x0040ac41 5   6    drws1   ascii   D$LPj
557  0x0000ac5c 0x0040ac5c 4   5    drws1   ascii   D$DS
558  0x0000acd1 0x0040acd1 4   5    drws1   ascii   D$(f
559  0x0000ace5 0x0040ace5 4   5    drws1   ascii   t$0f
560  0x0000acfe 0x0040acfe 4   5    drws1   ascii   t$$W
561  0x0000ad48 0x0040ad48 4   5    drws1   ascii   _^][
562  0x0000adab 0x0040adab 4   5    drws1   ascii   t;h\f
563  0x0000ae07 0x0040ae07 4   5    drws1   ascii   SUVW
564  0x0000ae44 0x0040ae44 6   7    drws1   ascii   PQQh$`
565  0x0000ae76 0x0040ae76 4   5    drws1   ascii   D$&P
566  0x0000ae9f 0x0040ae9f 4   5    drws1   ascii   D$0#
567  0x0000aeda 0x0040aeda 4   5    drws1   ascii   D$ P
568  0x0000aee9 0x0040aee9 6   7    drws1   ascii   HHt*Ht
569  0x0000aef3 0x0040aef3 6   7    drws1   ascii   Ht\nHu#
570  0x0000af35 0x0040af35 5   11   drws1   utf16le jjjjj
571  0x0000af40 0x0040af40 4   5    drws1   ascii   D$<P
572  0x0000afb1 0x0040afb1 4   5    drws1   ascii   D$@P
573  0x0000afb6 0x0040afb6 5   6    drws1   ascii   D$LPj
574  0x0000afbd 0x0040afbd 4   5    drws1   ascii   D$,P
575  0x0000b01f 0x0040b01f 4   5    drws1   ascii   _^][
576  0x0000b02f 0x0040b02f 5   6    drws1   ascii   @SUVW
577  0x0000b06c 0x0040b06c 4   6    drws1   utf8    3\r|$
578  0x0000b082 0x0040b082 4   6    drws1   utf8    3ۉl$ blocks=Basic Latin,Arabic
579  0x0000b0d0 0x0040b0d0 5   6    drws1   ascii   u\t9^H
580  0x0000b0e1 0x0040b0e1 4   5    drws1   ascii   D$8Y
581  0x0000b0fe 0x0040b0fe 4   5    drws1   ascii   f9)u
582  0x0000b13a 0x0040b13a 4   5    drws1   ascii   D$GP
583  0x0000b15b 0x0040b15b 4   5    drws1   ascii   D$4v
584  0x0000b172 0x0040b172 6   7    drws1   ascii   9~<v\af
585  0x0000b184 0x0040b184 5   6    drws1   ascii   D$7j\e
586  0x0000b18a 0x0040b18a 4   5    drws1   ascii   D$8P
587  0x0000b1e4 0x0040b1e4 4   7    drws1   utf8    L$0蠤 blocks=Basic Latin,CJK Unified Ideographs
588  0x0000b1f1 0x0040b1f1 4   5    drws1   ascii   D$"E
589  0x0000b1f7 0x0040b1f7 5   7    drws1   utf8    \b;.|ы blocks=Basic Latin,Cyrillic
590  0x0000b240 0x0040b240 4   5    drws1   ascii   D$#E
591  0x0000b246 0x0040b246 5   7    drws1   utf8    \b;.|ы blocks=Basic Latin,Cyrillic
592  0x0000b255 0x0040b255 5   6    drws1   ascii   D$ PS
593  0x0000b282 0x0040b282 4   5    drws1   ascii   _^][
594  0x0000b28f 0x0040b28f 5   6    drws1   ascii   |SVWj
595  0x0000b366 0x0040b366 4   5    drws1   ascii   G\vjN
596  0x0000b3a4 0x0040b3a4 4   5    drws1   ascii   L$dW
597  0x0000b47b 0x0040b47b 4   5    drws1   ascii   h\f|@
598  0x0000b4b1 0x0040b4b1 8   9    drws1   ascii   \bRSj0WUP
599  0x0000b4c5 0x0040b4c5 4   6    drws1   utf8    EʉL$ blocks=Basic Latin,IPA Extensions
600  0x0000b4dd 0x0040b4dd 4   5    drws1   ascii   L$lQ
601  0x0000b4e2 0x0040b4e2 5   6    drws1   ascii   L$,Qj
602  0x0000b4fd 0x0040b4fd 4   5    drws1   ascii   D$(S
603  0x0000b505 0x0040b505 6   7    drws1   ascii   T$xRSh
604  0x0000b519 0x0040b519 5   6    drws1   ascii   |$p\bu
605  0x0000b539 0x0040b539 4   5    drws1   ascii   D$pP
606  0x0000b544 0x0040b544 4   5    drws1   ascii   D$(P
607  0x0000b624 0x0040b624 4   5    drws1   ascii   t$LW
608  0x0000b662 0x0040b662 4   5    drws1   ascii   _^][
609  0x0000b685 0x0040b685 7   9    drws1   utf8    F\f^ËQ\fV blocks=Basic Latin,Latin-1 Supplement
610  0x0000b6c5 0x0040b6c5 4   6    drws1   utf8    ^Ãa\f blocks=Basic Latin,Latin-1 Supplement
611  0x0000b6f4 0x0040b6f4 4   5    drws1   ascii   \r 'D
612  0x0000b6fa 0x0040b6fa 4   5    drws1   ascii   \r$'D
613  0x0000b700 0x0040b700 4   5    drws1   ascii   \r%'D
614  0x0000b756 0x0040b756 4   5    drws1   ascii   VWj'
615  0x0000b85b 0x0040b85b 4   7    drws1   utf8    ׅ\tFL blocks=Hebrew,Basic Latin
616  0x0000b87f 0x0040b87f 4   5    drws1   ascii   PLYY
617  0x0000b89f 0x0040b89f 4   5    drws1   ascii   \r 'D
618  0x0000b8ae 0x0040b8ae 5   6    drws1   ascii   t\rQVQ
619  0x0000b8d0 0x0040b8d0 4   5    drws1   ascii   \r 'D
620  0x0000b8ee 0x0040b8ee 4   5    drws1   ascii   \$4V
621  0x0000b8f7 0x0040b8f7 4   5    drws1   ascii   t$,W
622  0x0000b8fc 0x0040b8fc 4   5    drws1   ascii   = 'D
623  0x0000b915 0x0040b915 4   5    drws1   ascii   t!j0
624  0x0000b94b 0x0040b94b 4   5    drws1   ascii   D$HP
625  0x0000b967 0x0040b967 11  12   drws1   ascii   t.Ht$HHt\fHu
626  0x0000b97b 0x0040b97b 4   5    drws1   ascii   \nhF'
627  0x0000b987 0x0040b987 4   5    drws1   ascii   WDYY
628  0x0000b991 0x0040b991 5   6    drws1   ascii   D$4\tF
629  0x0000b998 0x0040b998 6   7    drws1   ascii   D$D_^[
630  0x0000b9b6 0x0040b9b6 4   5    drws1   ascii   tkWV
631  0x0000b9c4 0x0040b9c4 4   5    drws1   ascii   \r 'D
632  0x0000b9df 0x0040b9df 4   5    drws1   ascii   \r 'D
633  0x0000ba4a 0x0040ba4a 4   5    drws1   ascii   tkWV
634  0x0000ba58 0x0040ba58 4   5    drws1   ascii   \r 'D
635  0x0000ba73 0x0040ba73 4   5    drws1   ascii   \r 'D
636  0x0000bad4 0x0040bad4 4   5    drws1   ascii   5 'D
637  0x0000bb83 0x0040bb83 4   5    drws1   ascii   5 'D
638  0x0000bb93 0x0040bb93 5   6    drws1   ascii   \f_^[Y
639  0x0000bbfd 0x0040bbfd 4   6    drws1   utf8    b%'D
640  0x0000bc46 0x0040bc46 4   5    drws1   ascii   =$'D
641  0x0000bcd5 0x0040bcd5 4   5    drws1   ascii   5 'D
642  0x0000bd48 0x0040bd48 4   5    drws1   ascii   % 'D
643  0x0000bd6d 0x0040bd6d 4   5    drws1   ascii   T$,Y
644  0x0000bd77 0x0040bd77 6   7    drws1   ascii   D$tPQ3
645  0x0000bd90 0x0040bd90 4   5    drws1   ascii   T$tP
646  0x0000bda6 0x0040bda6 4   5    drws1   ascii   T$,Y
647  0x0000bdb0 0x0040bdb0 4   5    drws1   ascii   D$(P
648  0x0000bde3 0x0040bde3 5   6    drws1   ascii   SVWj3
649  0x0000bde9 0x0040bde9 4   5    drws1   ascii   T$XY
650  0x0000bdf3 0x0040bdf3 6   7    drws1   ascii   T$hj4Y
651  0x0000be15 0x0040be15 5   6    drws1   ascii   D$XPQ
652  0x0000be1b 0x0040be1b 6   7    drws1   ascii   D$(j\vP
653  0x0000be3c 0x0040be3c 4   5    drws1   ascii   D$pP
654  0x0000be41 0x0040be41 4   5    drws1   ascii   D$(P
655  0x0000be6f 0x0040be6f 4   5    drws1   ascii   D$ P
656  0x0000be74 0x0040be74 4   5    drws1   ascii   D$0P
657  0x0000be9c 0x0040be9c 4   5    drws1   ascii   j\Yf
658  0x0000bf1b 0x0040bf1b 5   6    drws1   ascii   SVWj6
659  0x0000bf25 0x0040bf25 4   5    drws1   ascii   T$\Y
660  0x0000bf36 0x0040bf36 4   6    drws1   utf8    3\tD$
661  0x0000bf41 0x0040bf41 7   9    drws1   utf8    D$43ۍD$ blocks=Basic Latin,Arabic
662  0x0000bf6e 0x0040bf6e 6   7    drws1   ascii   T$8j7Y
663  0x0000bf82 0x0040bf82 5   6    drws1   ascii   D$<Pj
664  0x0000bfb9 0x0040bfb9 4   6    drws1   utf8    2ۍL$ blocks=Basic Latin,Arabic
665  0x0000c004 0x0040c004 4   5    drws1   ascii   SUVW
666  0x0000c00a 0x0040c00a 5   7    drws1   utf8    3\rL$<
667  0x0000c022 0x0040c022 5   7    drws1   utf8    3ۍL$H blocks=Basic Latin,Arabic
668  0x0000c029 0x0040c029 4   5    drws1   ascii   D$H0
669  0x0000c06c 0x0040c06c 4   5    drws1   ascii   D$$P
670  0x0000c071 0x0040c071 6   7    drws1   ascii   D$XPh\b
671  0x0000c095 0x0040c095 4   5    drws1   ascii   D$TP
672  0x0000c16f 0x0040c16f 5   6    drws1   ascii   L$,QU
673  0x0000c17e 0x0040c17e 5   6    drws1   ascii   f9L$,
674  0x0000c197 0x0040c197 8   11   drws1   utf8    \tD$83ҋD$ blocks=Basic Latin,Cyrillic
675  0x0000c1b9 0x0040c1b9 5   6    drws1   ascii   wEj~R
676  0x0000c280 0x0040c280 5   6    drws1   ascii   L$4QU
677  0x0000c28f 0x0040c28f 5   6    drws1   ascii   f9L$4
678  0x0000c2ac 0x0040c2ac 10  11   drws1   ascii   Ht\nHuMjxYj
679  0x0000c2b9 0x0040c2b9 4   5    drws1   ascii   jwYj
680  0x0000c2cf 0x0040c2cf 5   6    drws1   ascii   D$\P3
681  0x0000c2d7 0x0040c2d7 6   7    drws1   ascii   D$tj\fP
682  0x0000c2ed 0x0040c2ed 4   5    drws1   ascii   <QVP
683  0x0000c2f2 0x0040c2f2 4   5    drws1   ascii   D$tP
684  0x0000c34b 0x0040c34b 7   9    drws1   utf8    P\b3\tD$P
685  0x0000c3ba 0x0040c3ba 4   5    drws1   ascii   u#j\f
686  0x0000c3bf 0x0040c3bf 4   5    drws1   ascii   D$@P
