[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000150 0x00000150 4   5            ascii   Rich
1    0x0000029c 0x0000029c 5   6            ascii   .text
2    0x000002c3 0x000002c3 7   8            ascii   `.rdata
3    0x000002eb 0x000002eb 5   6            ascii   @.crt
4    0x00000314 0x00000314 5   6            ascii   .rsrc
5    0x0000033b 0x0000033b 7   8            ascii   @.reloc
339  0x00005d14 0x10006914 5   6    .text   ascii   D$r^P
340  0x00005d1a 0x1000691a 4   5    .text   ascii   D$(@
341  0x00005de8 0x100069e8 4   6    .text   utf8    \nfǄ$ blocks=Basic Latin,Latin Extended-B
342  0x00005df8 0x100069f8 4   5    .text   ascii   T$0f
343  0x00005e07 0x10006a07 4   5    .text   ascii   66hf
344  0x00005e0c 0x10006a0c 4   5    .text   ascii   T$.f
345  0x00005e31 0x10006a31 4   5    .text   ascii   L$Hi
346  0x00005e5c 0x10006a5c 5   7    .text   utf8    |$hǄ$ blocks=Basic Latin,Latin Extended-B
347  0x00005e7c 0x10006a7c 4   6    .text   utf8    ˋL$8 blocks=Spacing Modifier Letters,Basic Latin
348  0x00005eb1 0x10006ab1 5   6    .text   ascii   i\$H`
349  0x00005eee 0x10006aee 8   10   .text   utf8    ˩m2p3|$h blocks=Spacing Modifier Letters,Basic Latin
350  0x00005f03 0x10006b03 4   5    .text   ascii   |$8)
351  0x00005f10 0x10006b10 6   8    .text   utf8    D$PfǄ$ blocks=Basic Latin,Latin Extended-B
352  0x00005fa1 0x10006ba1 4   5    .text   ascii   |$.f
353  0x00005ff9 0x10006bf9 4   5    .text   ascii   L$.f
354  0x00006014 0x10006c14 4   6    .text   utf8    Ћt$4 blocks=Cyrillic,Basic Latin
355  0x0000606f 0x10006c6f 5   6    .text   ascii   \n9D$H
356  0x00006080 0x10006c80 8   9    .text   ascii   D$XiL$p`
357  0x0000609c 0x10006c9c 5   7    .text   utf8    L$pǄ$ blocks=Basic Latin,Latin Extended-B
358  0x000060b1 0x10006cb1 4   6    .text   utf8    ȋL$8 blocks=Latin Extended-B,Basic Latin
359  0x000060dd 0x10006cdd 5   7    .text   utf8    1ЉD$L blocks=Basic Latin,Cyrillic
360  0x0000613c 0x10006d3c 5   7    .text   utf8    L$pǄ$ blocks=Basic Latin,Latin Extended-B
361  0x0000615e 0x10006d5e 5   7    .text   utf8    1\vL$T
362  0x0000618e 0x10006d8e 4   5    .text   ascii   \$.f
363  0x000061fa 0x10006dfa 4   5    .text   ascii   \$0i
364  0x00006223 0x10006e23 4   5    .text   ascii   _[^]
365  0x00006313 0x10006f13 4   6    .text   utf8    ʉD$0 blocks=IPA Extensions,Basic Latin
366  0x00006322 0x10006f22 8   10   .text   utf8    D$#(\bD$#
367  0x0000633c 0x10006f3c 4   5    .text   ascii   D$<f
368  0x0000634a 0x10006f4a 4   5    .text   ascii   M\ff)
369  0x0000636b 0x10006f6b 4   5    .text   ascii   \$\ff
370  0x00006389 0x10006f89 9   11   .text   utf8    _[^]ËD$$@ blocks=Basic Latin,Latin-1 Supplement
371  0x000063b3 0x10006fb3 4   5    .text   ascii   D$,f
372  0x000063b8 0x10006fb8 4   5    .text   ascii   L$\nf
373  0x000063d4 0x10006fd4 7   10   .text   utf8    :뷋D$$;E blocks=Basic Latin,Hangul Syllables
374  0x00006413 0x10007013 4   5    .text   ascii   T$hf
375  0x0000641d 0x1000701d 5   7    .text   utf8    Ί\$kf blocks=Greek and Coptic,Basic Latin
376  0x00006430 0x10007030 4   5    .text   ascii   L$ f
377  0x0000645c 0x1000705c 4   6    .text   utf8    ȉD$H blocks=Latin Extended-B,Basic Latin
378  0x000064a9 0x100070a9 4   6    .text   utf8    ɋt$L blocks=Latin Extended-B,Basic Latin
379  0x000064c5 0x100070c5 4   5    .text   ascii   ^_[]
380  0x000064cd 0x100070cd 4   5    .text   ascii   D$Lf
381  0x000064db 0x100070db 4   5    .text   ascii   D$k3
382  0x000064e9 0x100070e9 4   5    .text   ascii   L$^f
383  0x000064f4 0x100070f4 5   8    .text   utf8    ঋT$,f blocks=Bengali,Basic Latin
384  0x00006548 0x10007148 4   5    .text   ascii   D$T5
385  0x000065dc 0x100071dc 4   6    .text   utf8    щL$` blocks=Cyrillic,Basic Latin
386  0x00006611 0x10007211 4   5    .text   ascii   T$df
387  0x0000661b 0x1000721b 4   6    .text   utf8    щL$` blocks=Cyrillic,Basic Latin
388  0x00006626 0x10007226 5   7    .text   utf8    ǉD$@f blocks=Latin Extended-B,Basic Latin
389  0x0000663a 0x1000723a 4   5    .text   ascii   D$Df
390  0x0000669f 0x1000729f 4   5    .text   ascii   t$"f
391  0x000066ae 0x100072ae 7   8    .text   ascii   L$o\nL$o
392  0x000066c4 0x100072c4 4   6    .text   utf8    ^[]ð blocks=Basic Latin,Latin-1 Supplement
393  0x000066cf 0x100072cf 4   5    .text   ascii   iL$(
394  0x000066e3 0x100072e3 4   5    .text   ascii   \eM=W
395  0x000066ec 0x100072ec 4   5    .text   ascii   L$$8
396  0x000066f4 0x100072f4 4   5    .text   ascii   D$$f
397  0x00006701 0x10007301 4   5    .text   ascii   L$"=
398  0x00006716 0x10007316 4   5    .text   ascii   D$(1
399  0x00006741 0x10007341 4   7    .text   utf8    녊D$o blocks=Hangul Syllables,Basic Latin
400  0x00006752 0x10007352 4   5    .text   ascii   D$of
401  0x000068cb 0x100074cb 4   5    .text   ascii   D$'4
402  0x000068f2 0x100074f2 6   8    .text   utf8    []ËD$  blocks=Basic Latin,Latin-1 Supplement
403  0x000068ff 0x100074ff 5   7    .text   utf8    1\vL$4
404  0x00006937 0x10007537 4   5    .text   ascii   \$;8
405  0x00006948 0x10007548 7   8    .text   ascii   D$4+D$4
406  0x0000c63a 0x1000dc3a 4   5    .rdata  ascii   fI\aJ
407  0x0000c63f 0x1000dc3f 6   7    .rdata  ascii   >U\ru\tm
408  0x0000c652 0x1000dc52 4   5    .rdata  ascii   xu>6
409  0x0000c672 0x1000dc72 4   6    .rdata  utf8    ݶOj$ blocks=Arabic Supplement,Basic Latin
410  0x0000c683 0x1000dc83 5   6    .rdata  ascii   \tmO?z
411  0x0000c6ef 0x1000dcef 7   10   .rdata  utf8    ўՙ1<nKI blocks=Cyrillic,Armenian,Basic Latin
412  0x0000c700 0x1000dd00 4   6    .rdata  utf8    މp\bl blocks=Thaana,Basic Latin
413  0x0000c708 0x1000dd08 4   5    .rdata  ascii   pD#U
414  0x0000c721 0x1000dd21 6   7    .rdata  ascii   \nq\tm8%
415  0x0000c742 0x1000dd42 4   5    .rdata  ascii   ZLnO
416  0x0000c751 0x1000dd51 5   6    .rdata  ascii   JTi@V
417  0x0000c7a9 0x1000dda9 5   6    .rdata  ascii   x 2Ay
418  0x0000c7b1 0x1000ddb1 7   8    .rdata  ascii   RTi>f/I
419  0x0000c7d8 0x1000ddd8 4   5    .rdata  ascii   MWm.
420  0x0000c7e3 0x1000dde3 4   6    .rdata  utf8    \blNõ blocks=Basic Latin,Latin-1 Supplement
421  0x0000c7fa 0x1000ddfa 7   10   .rdata  utf8    QD₅^P\fp blocks=Basic Latin,Superscripts and Subscripts
422  0x0000c811 0x1000de11 4   6    .rdata  utf8    մy>! blocks=Armenian,Basic Latin
423  0x0000c848 0x1000de48 4   5    .rdata  ascii   Kxr8
424  0x0000c861 0x1000de61 5   7    .rdata  utf8    \fp\b|ӛ blocks=Basic Latin,Cyrillic
425  0x0000c871 0x1000de71 4   6    .rdata  utf8    &ߙ>Y blocks=Basic Latin,NKo
426  0x0000c899 0x1000de99 4   5    .rdata  ascii   ~d.\a
427  0x0000c8a2 0x1000dea2 4   6    .rdata  utf8    V`%A
428  0x0000c8b5 0x1000deb5 4   6    .rdata  utf8    GRHē blocks=Basic Latin,Latin Extended-A
429  0x0000c8bc 0x1000debc 5   6    .rdata  ascii   (s%g=
430  0x0000c901 0x1000df01 5   6    .rdata  ascii   Qr\tm:
431  0x0000c911 0x1000df11 5   6    .rdata  ascii   J?i=&
432  0x0000c91c 0x1000df1c 4   5    .rdata  ascii   0W$_
433  0x0000c930 0x1000df30 4   6    .rdata  utf8    RաQ4 blocks=Basic Latin,Armenian
434  0x0000c939 0x1000df39 4   7    .rdata  utf8    \n^&ₜ blocks=Basic Latin,Superscripts and Subscripts
435  0x0000c95d 0x1000df5d 4   5    .rdata  ascii   C'gA
436  0x0000c981 0x1000df81 5   6    .rdata  ascii   \rq\t%P
437  0x0000c98b 0x1000df8b 7   9    .rdata  utf8    j͋%"&s* blocks=Basic Latin,Combining Diacritical Marks
438  0x0000c9bc 0x1000dfbc 4   5    .rdata  ascii   8'%w
439  0x0000c9c8 0x1000dfc8 4   5    .rdata  ascii   p4sU
440  0x0000c9d2 0x1000dfd2 4   5    .rdata  ascii   Mi<.
441  0x0000c9f1 0x1000dff1 5   6    .rdata  ascii   JTi>6
442  0x0000ca31 0x1000e031 4   6    .rdata  utf8    JݮGj blocks=Basic Latin,Arabic Supplement
443  0x0000ca50 0x1000e050 4   6    .rdata  utf8    ZթU> blocks=Basic Latin,Armenian
444  0x0000ca91 0x1000e091 4   5    .rdata  ascii   DTxH
445  0x0000cb17 0x1000e117 7   9    .rdata  utf8    Z"i:\bnȄ blocks=Basic Latin,Latin Extended-B
446  0x0000cb56 0x1000e156 7   10   .rdata  utf8    RDē"=lА blocks=Basic Latin,Latin Extended-A,Cyrillic
447  0x0000cba6 0x1000e1a6 4   5    .rdata  ascii   AwEz
448  0x0000cbbc 0x1000e1bc 5   6    .rdata  ascii   0o%o9
449  0x0000cbdc 0x1000e1dc 5   6    .rdata  ascii   X[%Nu
450  0x0000cc0f 0x1000e20f 6   8    .rdata  utf8    ٖJTiz# blocks=Arabic,Basic Latin
451  0x0000cc72 0x1000e272 4   5    .rdata  ascii   ,jtj
452  0x0000cc82 0x1000e282 4   5    .rdata  ascii   +\t}O
453  0x0000cc9f 0x1000e29f 5   6    .rdata  ascii   *Q\r8M
454  0x0000cce2 0x1000e2e2 7   8    .rdata  ascii   q\tmOG\n\t
455  0x0000cd03 0x1000e303 5   6    .rdata  ascii   V5^Bz
456  0x0000cd3a 0x1000e33a 4   6    .rdata  utf8    2AlԠ blocks=Basic Latin,Cyrillic Supplement
457  0x0000cd43 0x1000e343 5   6    .rdata  ascii   \fmOAz
458  0x0000cd60 0x1000e360 6   8    .rdata  utf8    9rq\tm҂ blocks=Basic Latin,Cyrillic
459  0x0000cd71 0x1000e371 4   6    .rdata  utf8    ՙq>! blocks=Armenian,Basic Latin
460  0x0000cd78 0x1000e378 4   6    .rdata  utf8    \fFCέ blocks=Basic Latin,Greek and Coptic
461  0x0000cdd8 0x1000e3d8 4   6    .rdata  utf8    ̓"5G blocks=Combining Diacritical Marks,Basic Latin
462  0x0000cddf 0x1000e3df 6   7    .rdata  ascii   2Q\rq:-
463  0x0000cdfc 0x1000e3fc 5   6    .rdata  ascii   Xg%_1
464  0x0000ce50 0x1000e450 4   6    .rdata  utf8    eәE( blocks=Basic Latin,Cyrillic
465  0x0000ce5c 0x1000e45c 4   5    .rdata  ascii   (UD\e
466  0x0000ceb6 0x1000e4b6 4   5    .rdata  ascii   DUOO
467  0x0000cedc 0x1000e4dc 4   5    .rdata  ascii   \vyc\e
468  0x0000cef1 0x1000e4f1 5   6    .rdata  ascii   ISh=&
469  0x0000cf14 0x1000e514 4   5    .rdata  ascii   v6X/
470  0x0000cf1b 0x1000e51b 4   6    .rdata  utf8    QnȤK blocks=Basic Latin,Latin Extended-B
471  0x0000cf76 0x1000e576 4   5    .rdata  ascii   ZVI&
472  0x0000cfb9 0x1000e5b9 4   7    .rdata  utf8    \eea鈛 blocks=Basic Latin,CJK Unified Ideographs
473  0x0000d016 0x1000e616 5   7    .rdata  utf8    \b:MOŹ blocks=Basic Latin,Latin Extended-A
474  0x0000d036 0x1000e636 5   7    .rdata  utf8    $ө``1 blocks=Basic Latin,Cyrillic
475  0x0000d05b 0x1000e65b 7   10   .rdata  utf8    D⃜?P\fq\t blocks=Basic Latin,Combining Diacritical Marks for Symbols
476  0x0000d07c 0x1000e67c 4   6    .rdata  utf8    ϓ'_Y blocks=Greek and Coptic,Basic Latin
477  0x0000d0bc 0x1000e6bc 6   7    .rdata  ascii   XQ&7QM
478  0x0000d0e6 0x1000e6e6 4   5    .rdata  ascii   3fKx
479  0x0000d11c 0x1000e71c 4   5    .rdata  ascii   0K%_
480  0x0000d128 0x1000e728 4   5    .rdata  ascii   DL^]
481  0x0000d174 0x1000e774 5   6    .rdata  ascii   >.cNI
482  0x0000d1d3 0x1000e7d3 4   5    .rdata  ascii   U>Z+
483  0x0000d1fc 0x1000e7fc 6   8    .rdata  utf8    (c'J܅u blocks=Basic Latin,Syriac
484  0x0000d211 0x1000e811 5   6    .rdata  ascii   JTivd
485  0x0000d217 0x1000e817 7   8    .rdata  ascii   v"i:\b8\f
486  0x0000d23a 0x1000e83a 6   8    .rdata  utf8    "-ά'_A blocks=Basic Latin,Greek and Coptic
487  0x0000d2e1 0x1000e8e1 5   6    .rdata  ascii   b=}Q8
488  0x0000d303 0x1000e903 4   5    .rdata  ascii   \tmOI
489  0x0000d31a 0x1000e91a 4   5    .rdata  ascii   2!f}
490  0x0000d326 0x1000e926 4   5    .rdata  ascii   \vfYk
491  0x0000d358 0x1000e958 4   6    .rdata  utf8    OO}ȣ blocks=Basic Latin,Latin Extended-B
492  0x0000d372 0x1000e972 4   6    .rdata  utf8    ݮOjL blocks=Arabic Supplement,Basic Latin
493  0x0000d3af 0x1000e9af 4   6    .rdata  utf8    \nUՙ5 blocks=Basic Latin,Armenian
494  0x0000d3bc 0x1000e9bc 4   5    .rdata  ascii   (G%g
495  0x0000d3db 0x1000e9db 5   6    .rdata  ascii   TwD'o
496  0x0000d3f2 0x1000e9f2 4   6    .rdata  utf8    ݮGjD blocks=Arabic Supplement,Basic Latin
497  0x0000d440 0x1000ea40 6   7    .rdata  ascii   Q\rq\tmO
498  0x0000d460 0x1000ea60 6   7    .rdata  ascii   Q\rqImO
499  0x0000d471 0x1000ea71 5   8    .rdata  utf8    xTͳM϶ blocks=Basic Latin,Greek and Coptic
500  0x0000d47d 0x1000ea7d 6   9    .rdata  utf8    蜌Q{qnm blocks=CJK Unified Ideographs,Basic Latin
501  0x0000d4a5 0x1000eaa5 4   5    .rdata  ascii   }""Q
502  0x0000d4c4 0x1000eac4 5   7    .rdata  utf8    .'hԚC blocks=Basic Latin,Cyrillic Supplement
503  0x0000d4d1 0x1000ead1 4   5    .rdata  ascii   X]7!
504  0x0000d4d6 0x1000ead6 5   6    .rdata  ascii   .J\voQ
505  0x0000d4e5 0x1000eae5 4   6    .rdata  utf8    ¾\fNa blocks=Latin-1 Supplement,Basic Latin
506  0x0000d4f3 0x1000eaf3 4   5    .rdata  ascii   i\tJA
507  0x0000d520 0x1000eb20 6   7    .rdata  ascii   Q\rq\tmO
508  0x0000d581 0x1000eb81 5   6    .rdata  ascii   \rq\tmO
509  0x0000d590 0x1000eb90 4   5    .rdata  ascii   p*3Y
510  0x0000d5a1 0x1000eba1 5   6    .rdata  ascii   Mq8mO
511  0x0000d5fc 0x1000ebfc 5   8    .rdata  utf8    ボ?Q\rq blocks=Katakana,Basic Latin
512  0x0000d620 0x1000ec20 6   7    .rdata  ascii   Q\rqumO
513  0x0000d63c 0x1000ec3c 5   8    .rdata  utf8    ボcQ\rq blocks=Katakana,Basic Latin
514  0x0000d69c 0x1000ec9c 5   8    .rdata  utf8    ボRQ\rq blocks=Katakana,Basic Latin
515  0x0000d6bc 0x1000ecbc 8   11   .rdata  utf8    ボ>Q\rq?mO blocks=Katakana,Basic Latin
516  0x0000d6db 0x1000ecdb 6   9    .rdata  utf8    ,ボBQ\rq blocks=Basic Latin,Katakana
517  0x0000d700 0x1000ed00 6   7    .rdata  ascii   Q\rqNmO
518  0x0000d740 0x1000ed40 6   7    .rdata  ascii   Q\rqvmO
519  0x0000d759 0x1000ed59 7   11   .rdata  utf8    \nݜボYQ\rq blocks=Basic Latin,Arabic Supplement,Katakana
520  0x0000d780 0x1000ed80 6   7    .rdata  ascii   Q\rqGmO
521  0x0000d799 0x1000ed99 7   11   .rdata  utf8    \nݫボ[Q\rq blocks=Basic Latin,Arabic Supplement,Katakana
522  0x0000d7bb 0x1000edbb 6   9    .rdata  utf8    JボvQ\rq blocks=Basic Latin,Katakana
523  0x0000d80f 0x1000ee0f 4   6    .rdata  utf8    ƒJT) blocks=Latin Extended-B,Basic Latin
524  0x0000d83b 0x1000ee3b 6   9    .rdata  utf8    Vボ<Q\rq blocks=Basic Latin,Katakana
525  0x0000d880 0x1000ee80 6   7    .rdata  ascii   Q\rq0mO
526  0x0000d88f 0x1000ee8f 4   6    .rdata  utf8    ْJTT blocks=Arabic,Basic Latin
527  0x0000d899 0x1000ee99 7   11   .rdata  utf8    \nݰボfQ\rq blocks=Basic Latin,Arabic Supplement,Katakana
528  0x0000d939 0x1000ef39 10  14   .rdata  utf8    \nݥボZQ\rqYmO blocks=Basic Latin,Arabic Supplement,Katakana
529  0x0000d9a0 0x1000efa0 6   7    .rdata  ascii   Q\rq\tmO
530  0x0000d9c0 0x1000efc0 6   7    .rdata  ascii   Q\rq\tmO
531  0x0000d9e8 0x1000efe8 4   6    .rdata  utf8    \eIӼz blocks=Basic Latin,Cyrillic
532  0x0000da21 0x1000f021 5   6    .rdata  ascii   \rq\tmO
533  0x0000da70 0x1000f070 4   5    .rdata  ascii   ^I4I
534  0x0000da7a 0x1000f07a 5   6    .rdata  ascii   ]EcOh
535  0x0000da81 0x1000f081 5   7    .rdata  utf8    \rq\tlϞ blocks=Basic Latin,Greek and Coptic
536  0x0000dab5 0x1000f0b5 5   6    .rdata  ascii   aOJD\n
537  0x0000daf1 0x1000f0f1 5   6    .rdata  ascii   JTh3a
538  0x0000db91 0x1000f191 4   5    .rdata  ascii   JS53
539  0x0000dba2 0x1000f1a2 5   6    .rdata  ascii   Q\bm\e>
540  0x0000dbb0 0x1000f1b0 4   5    .rdata  ascii   ^JTh
541  0x0000dbc0 0x1000f1c0 6   7    .rdata  ascii   P\rp\bM/
542  0x0000dbcf 0x1000f1cf 7   8    .rdata  ascii   y^*Sh3a
543  0x0000dbe2 0x1000f1e2 4   5    .rdata  ascii   Q\tMN
544  0x0000dc04 0x1000f204 5   8    .rdata  utf8    9ϊ6Ż{ blocks=Basic Latin,Greek and Coptic,Latin Extended-A
545  0x0000dc10 0x1000f210 4   5    .rdata  ascii   ^J4i
546  0x0000dc33 0x1000f233 4   6    .rdata  utf8    h3o*
547  0x0000dc40 0x1000f240 6   7    .rdata  ascii   1\r=\b9N
548  0x0000dc61 0x1000f261 5   6    .rdata  ascii   \rp\b9/
549  0x0000dc70 0x1000f270 6   7    .rdata  ascii   ^*S53a
550  0x0000dca2 0x1000f2a2 4   5    .rdata  ascii   Q\bl\e
551  0x0000dcb6 0x1000f2b6 4   5    .rdata  ascii   OJD\t
552  0x0000dcc0 0x1000f2c0 7   8    .rdata  ascii   1\f=\bMN>
553  0x0000dcef 0x1000f2ef 5   6    .rdata  ascii   yr*4h
554  0x0000dd30 0x1000f330 5   6    .rdata  ascii   rI h3
555  0x0000dd3b 0x1000f33b 4   5    .rdata  ascii   Dcch
556  0x0000ddac 0x1000f3ac 8   9    .rdata  ascii   "zfyr* i
557  0x0000ddcc 0x1000f3cc 9   10   .rdata  ascii   "Ff-^*Sh3
558  0x0000ddf0 0x1000f3f0 4   5    .rdata  ascii   ^* h
559  0x0000de30 0x1000f430 4   5    .rdata  ascii   ^I i
560  0x0000de42 0x1000f442 4   5    .rdata  ascii   q\t9/
561  0x0000de49 0x1000f449 4   6    .rdata  utf8    ϛRAZ blocks=Greek and Coptic,Basic Latin
562  0x0000de6f 0x1000f46f 6   7    .rdata  ascii   -^JSh3
563  0x0000de95 0x1000f495 4   5    .rdata  ascii   aOID
564  0x0000deac 0x1000f4ac 4   5    .rdata  ascii   "zfy
565  0x0000dec2 0x1000f4c2 4   6    .rdata  utf8    Q\b9Ϟ blocks=Basic Latin,Greek and Coptic
566  0x0000dee1 0x1000f4e1 5   6    .rdata  ascii   \r=\t9\e
567  0x0000df02 0x1000f502 4   6    .rdata  utf8    =\tMϽ blocks=Basic Latin,Greek and Coptic
568  0x0000df30 0x1000f530 4   7    .rdata  utf8    ^IT鳭 blocks=Basic Latin,CJK Unified Ideographs
569  0x0000df81 0x1000f581 5   6    .rdata  ascii   \fp\tlO
570  0x0000dfb5 0x1000f5b5 4   7    .rdata  utf8    oʐ\n] blocks=Basic Latin,IPA Extensions
571  0x0000dfe3 0x1000f5e3 4   5    .rdata  ascii   \t9O>
572  0x0000dfef 0x1000f5ef 6   7    .rdata  ascii   -^*4I3
573  0x0000e002 0x1000f602 4   5    .rdata  ascii   q\bmO
574  0x0000e032 0x1000f632 4   5    .rdata  ascii    i3a
575  0x0000e04c 0x1000f64c 4   5    .rdata  ascii   Bzz-
576  0x0000e06f 0x1000f66f 5   6    .rdata  ascii   yr*TI
577  0x0000e08f 0x1000f68f 5   6    .rdata  ascii   v)Kbr
578  0x0000e0b1 0x1000f6b1 5   6    .rdata  ascii   KbriO
579  0x0000e0df 0x1000f6df 7   8    .rdata  ascii   qAm6cq_
580  0x0000e0f0 0x1000f6f0 4   5    .rdata  ascii   \rKbr
581  0x0000e115 0x1000f715 4   5    .rdata  ascii   EJq=
582  0x0000e135 0x1000f735 4   7    .rdata  utf8    EJqཫ blocks=Basic Latin,Tibetan
583  0x0000e147 0x1000f747 5   6    .rdata  ascii   (U\rR!
584  0x0000e171 0x1000f771 5   6    .rdata  ascii   KbraO
585  0x0000e27e 0x1000f87e 5   6    .rdata  ascii   $cOv,
586  0x0000e2a8 0x1000f8a8 4   5    .rdata  ascii   1\bP-
587  0x0000e2b9 0x1000f8b9 5   7    .rdata  utf8     C7в% blocks=Basic Latin,Cyrillic
588  0x0000e2d6 0x1000f8d6 4   7    .rdata  utf8    ⩎ C7 blocks=Supplemental Mathematical Operators,Basic Latin
589  0x0000e4d0 0x1000fad0 6   7    .rdata  ascii   \tLbri~
590  0x0000e4fd 0x1000fafd 4   6    .rdata  utf8    ƱOE4 blocks=Latin Extended-B,Basic Latin
591  0x0000e511 0x1000fb11 4   5    .rdata  ascii   Lbr\n
592  0x0000e517 0x1000fb17 4   5    .rdata  ascii   !kbg
593  0x0000e571 0x1000fb71 4   6    .rdata  utf8    Kbڔ{ blocks=Basic Latin,Arabic
594  0x0000e5d8 0x1000fbd8 8   9    .rdata  ascii   j&C7]\nHs
595  0x0000e638 0x1000fc38 4   5    .rdata  ascii   ojgw
596  0x0000e764 0x1000fd64 5   6    .rdata  ascii   Q8~) 
597  0x0000e7b6 0x1000fdb6 5   6    .rdata  ascii   96.Bg
598  0x0000e7f8 0x1000fdf8 5   6    .rdata  ascii   B+C7[
599  0x0000e811 0x1000fe11 5   6    .rdata  ascii   ~+ZMN
600  0x0000e851 0x1000fe51 4   5    .rdata  ascii   Lbr\f
601  0x0000e87c 0x1000fe7c 5   6    .rdata  ascii   YJHG"
602  0x0000e89d 0x1000fe9d 6   9    .rdata  utf8    Sp'}춄. blocks=Basic Latin,Hangul Syllables
603  0x0000e8ea 0x1000feea 4   5    .rdata  ascii   z\tww
604  0x0000e8fa 0x1000fefa 6   8    .rdata  utf8    C7Ѝd[  blocks=Basic Latin,Cyrillic
605  0x0000e911 0x1000ff11 4   5    .rdata  ascii   Kbr\f
606  0x0000e919 0x1000ff19 6   7    .rdata  ascii    C7]ZH
607  0x0000e9a1 0x1000ffa1 4   5    .rdata  ascii   (PC-
608  0x0000e9c0 0x1000ffc0 4   5    .rdata  ascii   !?\n_
609  0x0000e9f1 0x1000fff1 4   5    .rdata  ascii   LbrH
610  0x0000ea2d 0x1001002d 6   7    .rdata  ascii   \{O%Lb
611  0x0000ea6d 0x1001006d 6   7    .rdata  ascii   a\a{lEa
612  0x0000ea7d 0x1001007d 4   5    .rdata  ascii   ;*U\t
613  0x0000eaa0 0x100100a0 4   5    .rdata  ascii   m(\b+
614  0x0000eac9 0x100100c9 4   6    .rdata  utf8    1;ݛw blocks=Basic Latin,Arabic Supplement
615  0x0000eaef 0x100100ef 8   9    .rdata  ascii   ^=\nbr\fGL
616  0x0000eb10 0x10010110 6   7    .rdata  ascii   !Lbrib
617  0x0000ebb7 0x100101b7 5   6    .rdata  ascii   6nBG8
618  0x0000ebd1 0x100101d1 4   5    .rdata  ascii   Lbri
619  0x0000ebe0 0x100101e0 5   6    .rdata  ascii   \t'uC-
620  0x0000ec00 0x10010200 5   6    .rdata  ascii   m(@+Q
621  0x0000eca7 0x100102a7 4   5    .rdata  ascii   #d'-
622  0x0000ecda 0x100102da 4   5    .rdata  ascii   n.>]
623  0x0000ed50 0x10010350 4   6    .rdata  utf8    NlƲs blocks=Basic Latin,Latin Extended-B
624  0x0000ed5a 0x1001035a 5   9    .rdata  utf8    :Ђ쮖2! blocks=Basic Latin,Cyrillic,Hangul Syllables
625  0x0000ed86 0x10010386 4   11   .rdata  utf8    Х噤﹠ʁ blocks=Cyrillic,CJK Unified Ideographs,Small Form Variants,IPA Extensions
626  0x0000edf0 0x100103f0 5   9    .rdata  utf8    v]g톥Դ blocks=Basic Latin,Hangul Syllables,Armenian
627  0x0000ee0f 0x1001040f 6   7    .rdata  ascii   Zz\rKbr
628  0x0000ee30 0x10010430 5   9    .rdata  utf8    v]g톥Դ blocks=Basic Latin,Hangul Syllables,Armenian
629  0x0000ee4f 0x1001044f 6   7    .rdata  ascii   Zz\rKbr
630  0x0000ee63 0x10010463 4   8    .rdata  utf8    XӃg鵄 blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
631  0x0000ee98 0x10010498 5   6    .rdata  ascii   6nBo;
632  0x0000eee4 0x100104e4 4   5    .rdata  ascii   C-C_
633  0x0000ef21 0x10010521 4   5    .rdata  ascii   \eD<w
634  0x0000ef42 0x10010542 4   5    .rdata  ascii   \n~~>
635  0x0000ef70 0x10010570 5   6    .rdata  ascii   =+Ser
636  0x0000ef9b 0x1001059b 5   6    .rdata  ascii   C7]JH
637  0x0000efb6 0x100105b6 4   5    .rdata  ascii   O26*
638  0x0000eff0 0x100105f0 5   8    .rdata  utf8    nv׆ʅO blocks=Basic Latin,Hebrew,IPA Extensions
639  0x0000effb 0x100105fb 7   8    .rdata  ascii   C7]RHS%
