[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e0 0x000000e0 4   5            ascii   Rich
2    0x00000100 0x00000100 4   5            ascii   woHY
3    0x000001f0 0x000001f0 4   5            ascii   UPX0
4    0x00000218 0x00000218 4   5            ascii   UPX1
5    0x00000240 0x00000240 5   6            ascii   .rsrc
6    0x000003db 0x000003db 4   5            ascii   3.91
7    0x000003e0 0x000003e0 9   10           ascii   UPX!\r\t\b\b@
1353 0x0000dd93 0x00451993 5   6    UPX1    ascii   \rxzw{
1354 0x0000ddb4 0x004519b4 4   5    UPX1    ascii   \nL@\n
1355 0x0000de19 0x00451a19 6   8    UPX1    utf8    BKcݨ%e blocks=Basic Latin,Arabic Supplement
1356 0x0000de67 0x00451a67 4   5    UPX1    ascii   N:Yn
1357 0x0000deba 0x00451aba 7   10   UPX1    utf8    <\fqF3⤽\f blocks=Basic Latin,Supplemental Arrows-B
1358 0x0000ded2 0x00451ad2 4   5    UPX1    ascii   9k.*
1359 0x0000df00 0x00451b00 6   7    UPX1    ascii   qPJ>?q
1360 0x0000df27 0x00451b27 4   5    UPX1    ascii   w#Kk
1361 0x0000dfd6 0x00451bd6 8   9    UPX1    ascii   0e)\vx4E[
1362 0x0000e00c 0x00451c0c 4   6    UPX1    utf8    tpeض blocks=Basic Latin,Arabic
1363 0x0000e03b 0x00451c3b 5   6    UPX1    ascii   ,elr!
1364 0x0000e089 0x00451c89 5   6    UPX1    ascii   o)B,;
1365 0x0000e0bf 0x00451cbf 4   5    UPX1    ascii   e4C 
1366 0x0000e0d0 0x00451cd0 7   8    UPX1    ascii   {ets/\r1
1367 0x0000e11c 0x00451d1c 4   6    UPX1    utf8    _ۏ^; blocks=Basic Latin,Arabic
1368 0x0000e13e 0x00451d3e 6   7    UPX1    ascii    "+_+K
1369 0x0000e168 0x00451d68 4   5    UPX1    ascii   SESp
1370 0x0000e1f0 0x00451df0 5   6    UPX1    ascii   9Y+VG
1371 0x0000e21f 0x00451e1f 4   5    UPX1    ascii   D<%=
1372 0x0000e27b 0x00451e7b 5   7    UPX1    utf8    ^~y3Ӭ blocks=Basic Latin,Cyrillic
1373 0x0000e297 0x00451e97 4   6    UPX1    utf8    Eϛuy blocks=Basic Latin,Greek and Coptic
1374 0x0000e2b6 0x00451eb6 7   8    UPX1    ascii   [\a>*\bE"
1375 0x0000e2c1 0x00451ec1 4   5    UPX1    ascii   .FG1
1376 0x0000e2ef 0x00451eef 6   8    UPX1    utf8    tDJ1#݇ blocks=Basic Latin,Syriac
1377 0x0000e2f7 0x00451ef7 9   12   UPX1    utf8    3@\n\f=h01ສ blocks=Basic Latin,Lao
1378 0x0000e309 0x00451f09 5   6    UPX1    ascii   \aY9sj
1379 0x0000e322 0x00451f22 6   7    UPX1    ascii   \fC5,r_
1380 0x0000e366 0x00451f66 4   5    UPX1    ascii   MY/7
1381 0x0000e406 0x00452006 4   5    UPX1    ascii   :mD)
1382 0x0000e438 0x00452038 6   7    UPX1    ascii   LCMapS
1383 0x0000e44f 0x0045204f 6   7    UPX1    ascii   He:RL{
1384 0x0000e457 0x00452057 6   7    UPX1    ascii   eA:8S 
1385 0x0000e461 0x00452061 4   6    UPX1    utf8    Poٷw blocks=Basic Latin,Arabic
1386 0x0000e468 0x00452068 5   6    UPX1    ascii   ]Outp
1387 0x0000e46e 0x0045206e 6   7    UPX1    ascii   Debugm
1388 0x0000e47b 0x0045207b 6   7    UPX1    ascii   dH.WZf
1389 0x0000e488 0x00452088 5   6    UPX1    ascii   sollA
1390 0x0000e490 0x00452090 5   6    UPX1    ascii   Flush
1391 0x0000e49b 0x0045209b 8   9    UPX1    ascii   cs]ETOf)
1392 0x0000e4a9 0x004520a9 4   5    UPX1    ascii   d[Lo
1393 0x0000e4b8 0x004520b8 7   8    UPX1    ascii   W;9Mode
1394 0x0000e4c4 0x004520c4 5   6    UPX1    ascii   CPZvv
1395 0x0000e4d6 0x004520d6 5   6    UPX1    ascii   k*EW+
1396 0x0000e506 0x00452106 7   8    UPX1    ascii   FrejMul
1397 0x0000e511 0x00452111 7   8    UPX1    ascii   ToWi<C\e
1398 0x0000e554 0x00452154 8   9    UPX1    ascii   0tOp:9K 
1399 0x0000e566 0x00452166 10  11   UPX1    ascii   |0UrNqCLse
1400 0x0000e571 0x00452171 7   8    UPX1    ascii   -h(%T*n
1401 0x0000e586 0x00452186 6   7    UPX1    ascii   eA#V<V
1402 0x0000e590 0x00452190 11  12   UPX1    ascii   0T~kHun,lt-
1403 0x0000e5a0 0x004521a0 5   6    UPX1    ascii   nq\fep
1404 0x0000e5bc 0x004521bc 5   6    UPX1    ascii   QQ=Lq
1405 0x0000e5c4 0x004521c4 5   6    UPX1    ascii   RcPip
1406 0x0000e5d2 0x004521d2 4   5    UPX1    ascii   kYd\t
1407 0x0000e5db 0x004521db 5   6    UPX1    ascii   ]4I6^
1408 0x0000e5ec 0x004521ec 9   10   UPX1    ascii    tIoCKJF\v
1409 0x0000e60f 0x0045220f 4   5    UPX1    ascii   ck'\e
1410 0x0000e616 0x00452216 4   6    UPX1    utf8    tBy9
1411 0x0000e62e 0x0045222e 5   6    UPX1    ascii    \rvt 
1412 0x0000e63d 0x0045223d 4   5    UPX1    ascii   Is\rg
1413 0x0000e650 0x00452250 7   8    UPX1    ascii   F:u.5G\t
1414 0x0000e65c 0x0045225c 6   7    UPX1    ascii   Rai<E)
1415 0x0000e667 0x00452267 5   6    UPX1    ascii   tlUnw
1416 0x0000e66f 0x0045226f 5   6    UPX1    ascii   'wEeI
1417 0x0000e67f 0x0045227f 4   5    UPX1    ascii   m+De
1418 0x0000e69c 0x0045229c 4   5    UPX1    ascii   p&n[
1419 0x0000e6a1 0x004522a1 6   7    UPX1    ascii   {ANSIA
1420 0x0000e6c5 0x004522c5 8   9    UPX1    ascii   &J`tE{On
1421 0x0000e6f3 0x004522f3 4   5    UPX1    ascii   dNLw
1422 0x0000e70f 0x0045230f 4   5    UPX1    ascii   u1Q<
1423 0x0000e720 0x00452320 6   7    UPX1    ascii   S9Fdu\v
1424 0x0000e757 0x00452357 4   5    UPX1    ascii   /T\f_
1425 0x0000e75f 0x0045235f 4   5    UPX1    ascii   dju*
1426 0x0000e768 0x00452368 5   6    UPX1    ascii   06*|s
1427 0x0000e771 0x00452371 4   5    UPX1    ascii   k"up
1428 0x0000e796 0x00452396 5   7    UPX1    utf8    ϧMALW blocks=Greek and Coptic,Basic Latin
1429 0x0000e79d 0x0045239d 5   6    UPX1    ascii   RURLD
1430 0x0000e7a4 0x004523a4 5   6    UPX1    ascii   :\r<lX
1431 0x0000e7ab 0x004523ab 5   7    UPX1    utf8    ?\yچb blocks=Basic Latin,Arabic
1432 0x0000e7be 0x004523be 7   9    UPX1    utf8    AbLfPЍ  blocks=Basic Latin,Cyrillic
1433 0x0000e802 0x00452402 4   5    UPX1    ascii   +OA4
1434 0x0000e808 0x00452408 5   6    UPX1    ascii   \fWTSO
1435 0x0000e825 0x00452425 8   9    UPX1    ascii   ,T7),o\f1
1436 0x0000e838 0x00452438 4   5    UPX1    ascii   G\e\aP
1437 0x0000e85f 0x0045245f 4   5    UPX1    ascii   \eL\t\a
1438 0x0000e876 0x00452476 4   5    UPX1    ascii   F\n))
1439 0x0000e8c9 0x004524c9 7   8    UPX1    ascii    '\aC\r9\r
1440 0x0000e8e2 0x004524e2 10  11   UPX1    ascii   Y\ru\b\b?\rs\r:
1441 0x0000e8ed 0x004524ed 7   8    UPX1    ascii   \rX\rW\r&\f
1442 0x0000e905 0x00452505 13  14   UPX1    ascii   ,!iK\b<O4\fnK\r1
1443 0x0000e91c 0x0045251c 5   6    UPX1    ascii   \v\b%(\v
1444 0x0000e947 0x00452547 5   6    UPX1    ascii   5\b)\a(
1445 0x0000e976 0x00452576 4   5    UPX1    ascii   J)I*
1446 0x0000e97b 0x0045257b 5   6    UPX1    ascii   \a@4\b!
1447 0x0000e99a 0x0045259a 4   5    UPX1    ascii   }kd1
1448 0x0000e9b7 0x004525b7 4   5    UPX1    ascii   N\n\v#
1449 0x0000e9bc 0x004525bc 6   7    UPX1    ascii   \r!\vn\n\t
1450 0x0000e9c8 0x004525c8 4   5    UPX1    ascii   \nCa3
1451 0x0000e9d2 0x004525d2 4   5    UPX1    ascii   \t\t5(
1452 0x0000e9ec 0x004525ec 5   6    UPX1    ascii   \bf\v^,
1453 0x0000ea01 0x00452601 5   6    UPX1    ascii   +\nnlp
1454 0x0000ea07 0x00452607 5   6    UPX1    ascii   \t\nOd\n
1455 0x0000ea1f 0x0045261f 4   5    UPX1    ascii   \a\b\f\t
1456 0x0000ea28 0x00452628 5   6    UPX1    ascii    >X13
1457 0x0000ea78 0x00452678 4   5    UPX1    ascii   &QN\e
1458 0x0000ea80 0x00452680 4   5    UPX1    ascii   ,\n'\b
1459 0x0000eae3 0x004526e3 4   5    UPX1    ascii   D\n-x
1460 0x0000eb0c 0x0045270c 5   6    UPX1    ascii   \a\r\t,P
1461 0x0000eb21 0x00452721 5   6    UPX1    ascii   b|#c4
1462 0x0000eb2a 0x0045272a 6   7    UPX1    ascii   \tk>9\t\f
1463 0x0000eb3c 0x0045273c 5   6    UPX1    ascii   \f#\t\tC
1464 0x0000eb44 0x00452744 5   6    UPX1    ascii   - 8cf
1465 0x0000eb67 0x00452767 5   6    UPX1    ascii   @\n\eGX
1466 0x0000eb71 0x00452771 4   5    UPX1    ascii   3jCH
1467 0x0000eb79 0x00452779 7   8    UPX1    ascii   *\b\e\f\n\r4
1468 0x0000eb8e 0x0045278e 4   5    UPX1    ascii   \t\n!{
1469 0x0000eba2 0x004527a2 5   6    UPX1    ascii   \a'+:6
1470 0x0000ebb5 0x004527b5 4   5    UPX1    ascii   h;@*
1471 0x0000ebbc 0x004527bc 5   6    UPX1    ascii   ^&1v$
1472 0x0000ec18 0x00452818 4   5    UPX1    ascii   )\tS\t
1473 0x0000ec22 0x00452822 4   5    UPX1    ascii   J\t(S
1474 0x0000ec3f 0x0045283f 7   8    UPX1    ascii   7`N'En\b
1475 0x0000ec67 0x00452867 6   7    UPX1    ascii   `\v%3f.
1476 0x0000ed1f 0x0045291f 4   5    UPX1    ascii   $3),
1477 0x0000ed3c 0x0045293c 5   6    UPX1    ascii   .3\:H
1478 0x0000ed58 0x00452958 4   5    UPX1    ascii    ZQ.
1479 0x0000ed91 0x00452991 10  12   UPX1    utf8    Eͮ\f%`k+u!N blocks=Basic Latin,Combining Diacritical Marks
1480 0x0000ede5 0x004529e5 4   5    UPX1    ascii    9r\n
1481 0x0000edea 0x004529ea 4   5    UPX1    ascii   NX\r 
1482 0x0000ee03 0x00452a03 4   5    UPX1    ascii   \b;H>
1483 0x0000ee5f 0x00452a5f 4   5    UPX1    ascii   ]~{m
1484 0x0000ee69 0x00452a69 4   5    UPX1    ascii   $\f\b,
1485 0x0000eebf 0x00452abf 4   5    UPX1    ascii   woHY
1486 0x0000eece 0x00452ace 4   5    UPX1    ascii   #~/)
1487 0x0000ef24 0x00452b24 5   6    UPX1    ascii   [[0H`
1488 0x0000ef46 0x00452b46 4   5    UPX1    ascii   @.MN
1489 0x0000ef54 0x00452b54 5   6    UPX1    ascii   .rsrc
1490 0x0000efcf 0x00452bcf 4   5    UPX1    ascii   s\vu(
1491 0x0000f062 0x00452c62 4   5    UPX1    ascii   \aGIu
1492 0x0000f0e6 0x00452ce6 4   5    UPX1    ascii   \aGPG
1493 0x0000f10d 0x00452d0d 5   7    UPX1    utf8    1\n\aG\t
1494 0x0000f15e 0x00452d5e 6   7    UPX1    ascii   XPTPSW
1495 0x0000f815 0x00453615 6   7    .rsrc   ascii   \brbbbb
1496 0x0000f825 0x00453625 6   7    .rsrc   ascii   &&&&&&
1497 0x0000f835 0x00453635 6   7    .rsrc   ascii   bbbbbb
1498 0x0000f845 0x00453645 6   7    .rsrc   ascii   &&&&&&
1499 0x0000f8d5 0x004536d5 6   7    .rsrc   ascii   bbbbbb
1500 0x0000f8e5 0x004536e5 6   7    .rsrc   ascii   &&&&&&
1501 0x0000f8f5 0x004536f5 6   7    .rsrc   ascii   bbbbbb
1502 0x0000f905 0x00453705 6   7    .rsrc   ascii   \bv&&&&
1503 0x0000fac8 0x004538c8 4   5    .rsrc   ascii   &&&/
1504 0x0000fad0 0x004538d0 4   5    .rsrc   ascii   bbbo
1505 0x0000fae8 0x004538e8 4   5    .rsrc   ascii   &/&/
1506 0x0000fb00 0x00453900 4   5    .rsrc   ascii   bbbo
1507 0x0000fb08 0x00453908 4   5    .rsrc   ascii   &&&/
1508 0x00010506 0x00454306 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1509 0x00010516 0x00454316 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1510 0x00010566 0x00454366 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1511 0x00010576 0x00454376 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1512 0x000105c6 0x004543c6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1513 0x000105d6 0x004543d6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1514 0x00010626 0x00454426 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1515 0x00010636 0x00454436 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1516 0x00010686 0x00454486 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1517 0x00010696 0x00454496 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1518 0x000106e6 0x004544e6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1519 0x000106f6 0x004544f6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1520 0x00010746 0x00454546 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1521 0x00010756 0x00454556 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1522 0x000108c6 0x004546c6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1523 0x000108d6 0x004546d6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1524 0x00010926 0x00454726 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1525 0x00010936 0x00454736 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1526 0x00010986 0x00454786 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1527 0x00010996 0x00454796 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1528 0x000109e6 0x004547e6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1529 0x000109f6 0x004547f6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1530 0x00010a46 0x00454846 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1531 0x00010a56 0x00454856 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1532 0x00010a97 0x00454897 4   5    .rsrc   ascii   \a\a\a\a
1533 0x00010aa6 0x004548a6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1534 0x00010ab6 0x004548b6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1535 0x00010b06 0x00454906 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1536 0x00010b16 0x00454916 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1537 0x00010c86 0x00454a86 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1538 0x00010c96 0x00454a96 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1539 0x00010ce6 0x00454ae6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1540 0x00010cf6 0x00454af6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1541 0x00010d46 0x00454b46 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1542 0x00010d56 0x00454b56 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1543 0x00010da6 0x00454ba6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1544 0x00010db6 0x00454bb6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1545 0x00010e06 0x00454c06 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1546 0x00010e16 0x00454c16 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1547 0x00010e66 0x00454c66 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1548 0x00010e76 0x00454c76 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1549 0x00010ec6 0x00454cc6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1550 0x00010ed6 0x00454cd6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1551 0x00011046 0x00454e46 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1552 0x00011056 0x00454e56 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1553 0x000110a6 0x00454ea6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1554 0x000110b6 0x00454eb6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1555 0x00011106 0x00454f06 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1556 0x00011116 0x00454f16 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1557 0x00011166 0x00454f66 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1558 0x00011176 0x00454f76 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1559 0x000111c6 0x00454fc6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1560 0x000111d6 0x00454fd6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1561 0x00011226 0x00455026 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1562 0x00011236 0x00455036 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1563 0x00011286 0x00455086 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1564 0x00011296 0x00455096 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1565 0x00011406 0x00455206 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1566 0x00011416 0x00455216 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1567 0x00011466 0x00455266 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1568 0x00011476 0x00455276 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1569 0x000114c6 0x004552c6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1570 0x000114d6 0x004552d6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1571 0x00011526 0x00455326 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1572 0x00011536 0x00455336 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1573 0x00011586 0x00455386 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1574 0x00011596 0x00455396 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1575 0x000115e6 0x004553e6 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1576 0x000115f6 0x004553f6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1577 0x00011646 0x00455446 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
1578 0x00011656 0x00455456 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1579 0x000117b4 0x004555b4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1580 0x000117c5 0x004555c5 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1581 0x000117d6 0x004555d6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1582 0x00011814 0x00455614 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1583 0x00011825 0x00455625 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1584 0x00011836 0x00455636 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1585 0x00011874 0x00455674 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1586 0x00011885 0x00455685 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1587 0x00011896 0x00455696 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1588 0x000118d4 0x004556d4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1589 0x000118e5 0x004556e5 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1590 0x000118f6 0x004556f6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1591 0x00011934 0x00455734 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1592 0x00011945 0x00455745 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1593 0x00011956 0x00455756 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1594 0x00011994 0x00455794 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1595 0x000119a5 0x004557a5 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1596 0x000119b6 0x004557b6 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1597 0x000119f4 0x004557f4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1598 0x00011a05 0x00455805 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1599 0x00011a16 0x00455816 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
1600 0x00011b74 0x00455974 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1601 0x00011b85 0x00455985 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1602 0x00011bd4 0x004559d4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1603 0x00011be5 0x004559e5 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1604 0x00011c34 0x00455a34 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1605 0x00011c45 0x00455a45 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1606 0x00011c94 0x00455a94 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1607 0x00011ca5 0x00455aa5 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1608 0x00011cf4 0x00455af4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1609 0x00011d05 0x00455b05 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1610 0x00011d54 0x00455b54 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1611 0x00011d65 0x00455b65 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1612 0x00011db4 0x00455bb4 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1613 0x00011dc5 0x00455bc5 14  15   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f
1614 0x00013245 0x00457045 4   5    .rsrc   ascii   \t\n\n\t
1615 0x00013675 0x00457475 4   5    .rsrc   ascii   \a\n\n\n
1616 0x0001367d 0x0045747d 4   5    .rsrc   ascii   \t\n\n\a
1617 0x00015322 0x00459122 7   8    .rsrc   ascii   \f\f\f\f\f\f\f
1618 0x00015362 0x00459162 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1619 0x000153a2 0x004591a2 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1620 0x000153e2 0x004591e2 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1621 0x000154a2 0x004592a2 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1622 0x000154af 0x004592af 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1623 0x000154e2 0x004592e2 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1624 0x000154ef 0x004592ef 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1625 0x00015522 0x00459322 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1626 0x0001552f 0x0045932f 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1627 0x00015562 0x00459362 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1628 0x0001556f 0x0045936f 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1629 0x000155a2 0x004593a2 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1630 0x000155af 0x004593af 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1631 0x000167ea 0x0045a5ea 5   6    .rsrc   ascii   \f\f\f\f\f
1632 0x00016826 0x0045a626 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1633 0x000168da 0x0045a6da 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1634 0x000168e6 0x0045a6e6 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1635 0x00016916 0x0045a716 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1636 0x00016922 0x0045a722 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1637 0x00016952 0x0045a752 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1638 0x0001695e 0x0045a75e 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1639 0x0001698e 0x0045a78e 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
1640 0x0001699a 0x0045a79a 10  11   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f
