[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a7 0x000000a7 6   7            ascii   uRichY
3    0x000001b0 0x000001b0 5   6            ascii   .text
1715 0x00021a02 0x00421a02 4   5    .text   ascii   Hj(>
1716 0x00021a07 0x00421a07 4   5    .text   ascii   :nWZ
1717 0x00021a5c 0x00421a5c 4   5    .text   ascii   Jc&`
1718 0x00021a83 0x00421a83 4   5    .text   ascii   g_U$
1719 0x00021a9b 0x00421a9b 6   10   .text   utf8    BƪYcׁՙ blocks=Basic Latin,Latin Extended-B,Hebrew,Armenian
1720 0x00021acd 0x00421acd 4   5    .text   ascii   %B"\v
1721 0x00021ade 0x00421ade 4   6    .text   utf8    ;v(ތ blocks=Basic Latin,Thaana
1722 0x00021aea 0x00421aea 4   5    .text   ascii   a\nU4
1723 0x00021b31 0x00421b31 4   5    .text   ascii   |.~V
1724 0x00021b7b 0x00421b7b 6   7    .text   ascii   hmu5}u
1725 0x00021b8a 0x00421b8a 4   5    .text   ascii   4znl
1726 0x00021b9f 0x00421b9f 4   5    .text   ascii   7%Zy
1727 0x00021c16 0x00421c16 5   6    .text   ascii   :jR\tV
1728 0x00021c2a 0x00421c2a 5   8    .text   utf8    \JSz blocks=Basic Latin,Private Use Area
1729 0x00021c59 0x00421c59 5   6    .text   ascii   jnAyo
1730 0x00021c72 0x00421c72 5   6    .text   ascii   &Gr)\b
1731 0x00021c7d 0x00421c7d 7   10   .text   utf8    ϱ*SޮRG; blocks=Greek and Coptic,Basic Latin,Thaana
1732 0x00021ca4 0x00421ca4 9   10   .text   ascii   L|@chKkZO
1733 0x00021cb8 0x00421cb8 6   7    .text   ascii   [dU6KY
1734 0x00021d16 0x00421d16 4   5    .text   ascii   LDyf
1735 0x00021d3a 0x00421d3a 5   6    .text   ascii   @iXIv
1736 0x00021d56 0x00421d56 6   7    .text   ascii   Z\bYD(%
1737 0x00021d8f 0x00421d8f 4   6    .text   utf8    7Ӧn; blocks=Basic Latin,Cyrillic
1738 0x00021d9d 0x00421d9d 4   5    .text   ascii   0%a3
1739 0x00021db7 0x00421db7 4   5    .text   ascii   \\vlK
1740 0x00021dea 0x00421dea 8   10   .text   utf8    \fpUFcή\r] blocks=Basic Latin,Greek and Coptic
1741 0x00021e18 0x00421e18 4   5    .text   ascii    Re#
1742 0x00021e83 0x00421e83 6   7    .text   ascii   0A5sw\t
1743 0x00021eb0 0x00421eb0 6   7    .text   ascii   1TaO1Z
1744 0x00021eb9 0x00421eb9 5   7    .text   utf8    #Sb1ƅ blocks=Basic Latin,Latin Extended-B
1745 0x00021ec6 0x00421ec6 15  16   .text   ascii   : 5sK[8dn ^*=\eO
1746 0x00021ed6 0x00421ed6 7   9    .text   utf8    `%!۳%hl blocks=Basic Latin,Arabic
1747 0x00021f01 0x00421f01 4   5    .text   ascii   39&P
1748 0x00021f06 0x00421f06 4   6    .text   utf8    {uֳr blocks=Basic Latin,Hebrew
1749 0x00021f30 0x00421f30 6   7    .text   ascii   mW8\5E
1750 0x00021f3a 0x00421f3a 4   5    .text   ascii   $G|T
1751 0x00021fe8 0x00421fe8 4   5    .text   ascii   xm\ru
1752 0x00022029 0x00422029 7   9    .text   utf8    ɷ+\r\nu\f{ blocks=IPA Extensions,Basic Latin
1753 0x0002203b 0x0042203b 6   7    .text   ascii   mV?%r^
1754 0x0002204e 0x0042204e 4   5    .text   ascii   c\nXN
1755 0x0002205a 0x0042205a 5   6    .text   ascii   QXDt?
1756 0x0002208c 0x0042208c 4   6    .text   utf8    0Amo
1757 0x000220d6 0x004220d6 5   6    .text   ascii   P&`__
1758 0x00022184 0x00422184 6   7    .text   ascii   %*D,u8
1759 0x0002218f 0x0042218f 6   8    .text   utf8    U6ΨX3r blocks=Basic Latin,Greek and Coptic
1760 0x000221ab 0x004221ab 4   5    .text   ascii   7`&4
1761 0x000221e2 0x004221e2 5   7    .text   utf8    ܴEBo~ blocks=Syriac,Basic Latin
1762 0x0002222b 0x0042222b 4   6    .text   utf8    Y2τn blocks=Basic Latin,Greek and Coptic
1763 0x00022246 0x00422246 4   7    .text   utf8    ޢބ|[ blocks=Thaana,Basic Latin
1764 0x00022296 0x00422296 4   6    .text   utf8    rՋ'. blocks=Basic Latin,Armenian
1765 0x0002229e 0x0042229e 5   7    .text   utf8    y.Nڣ~ blocks=Basic Latin,Arabic
1766 0x000222ff 0x004222ff 5   6    .text   ascii   $h0=*
1767 0x0002230e 0x0042230e 5   6    .text   ascii   )G uF
1768 0x00022323 0x00422323 4   5    .text   ascii   t1)]
1769 0x0002237a 0x0042237a 5   6    .text   ascii   eTs~_
1770 0x00022388 0x00422388 4   5    .text   ascii   7JF#
1771 0x0002239b 0x0042239b 4   5    .text   ascii   C<!o
1772 0x000223a4 0x004223a4 4   5    .text   ascii   phsP
1773 0x000223a9 0x004223a9 4   6    .text   utf8    ?=Hϐ blocks=Basic Latin,Greek and Coptic
1774 0x000223b4 0x004223b4 4   5    .text   ascii   g<"\t
1775 0x000223bc 0x004223bc 7   8    .text   ascii   '``5gBU
1776 0x00022408 0x00422408 4   5    .text   ascii   rqH+
1777 0x00022425 0x00422425 6   7    .text   ascii   G>yb\f5
1778 0x0002242c 0x0042242c 5   6    .text   ascii   2`D%l
1779 0x0002243b 0x0042243b 4   5    .text   ascii   jA\r%
1780 0x0002245d 0x0042245d 4   5    .text   ascii   A^Ci
1781 0x00022482 0x00422482 4   6    .text   utf8    h\r\aދ blocks=Basic Latin,Thaana
1782 0x0002248b 0x0042248b 4   6    .text   utf8    oϿJ* blocks=Basic Latin,Greek and Coptic
1783 0x000224cd 0x004224cd 8   9    .text   ascii   *F'S<%_A
1784 0x00022538 0x00422538 5   7    .text   utf8    ʥ|_4! blocks=IPA Extensions,Basic Latin
1785 0x0002257e 0x0042257e 4   5    .text   ascii   khVH
1786 0x000225c3 0x004225c3 4   5    .text   ascii   m]\e\r
1787 0x000225cd 0x004225cd 5   6    .text   ascii   }CC>/
1788 0x00022647 0x00422647 5   6    .text   ascii   3y\eH 
1789 0x000226c8 0x004226c8 4   5    .text   ascii   2=51
1790 0x000226f3 0x004226f3 4   5    .text   ascii   ^DK+
1791 0x0002271d 0x0042271d 5   8    .text   utf8    IՕ;{̊ blocks=Basic Latin,Armenian,Combining Diacritical Marks
1792 0x00022730 0x00422730 7   9    .text   utf8    'ǹm\r)Xm blocks=Basic Latin,Latin Extended-B
1793 0x00022789 0x00422789 4   5    .text   ascii   ?\n[N
1794 0x00022796 0x00422796 4   6    .text   utf8    ־>\t\a blocks=Hebrew,Basic Latin
1795 0x000227a3 0x004227a3 4   5    .text   ascii   *lJ.
1796 0x000227af 0x004227af 6   8    .text   utf8    ̈́\r(%si blocks=Combining Diacritical Marks,Basic Latin
1797 0x000227c9 0x004227c9 4   6    .text   utf8    6 Ӟ/ blocks=Basic Latin,Cyrillic
1798 0x000227d5 0x004227d5 4   6    .text   utf8    IP˳7 blocks=Basic Latin,Spacing Modifier Letters
1799 0x00022853 0x00422853 4   5    .text   ascii   LycN
1800 0x0002289f 0x0042289f 4   5    .text   ascii   Uc-T
1801 0x0002291a 0x0042291a 4   5    .text   ascii   xV"W
1802 0x00022923 0x00422923 4   6    .text   utf8    ćQ#; blocks=Latin Extended-A,Basic Latin
1803 0x0002296c 0x0042296c 4   6    .text   utf8    څ/jj blocks=Arabic,Basic Latin
1804 0x000229a1 0x004229a1 5   6    .text   ascii   )(C\t&
1805 0x000229ba 0x004229ba 4   5    .text   ascii   |CcB
1806 0x000229e1 0x004229e1 4   5    .text   ascii   Nz+i
1807 0x000229e8 0x004229e8 6   7    .text   ascii   !m.T"^
1808 0x000229f4 0x004229f4 4   5    .text   ascii   LcQ\n
1809 0x00022a3e 0x00422a3e 4   5    .text   ascii   ECm1
1810 0x00022a43 0x00422a43 4   5    .text   ascii   =g\r3
1811 0x00022a58 0x00422a58 4   5    .text   ascii   t\nrf
1812 0x00022a6b 0x00422a6b 4   6    .text   utf8    /67ݻ blocks=Basic Latin,Arabic Supplement
1813 0x00022a87 0x00422a87 4   5    .text   ascii   ja;:
1814 0x00022a97 0x00422a97 8   9    .text   ascii   ,\en~`vV6
1815 0x00022b8d 0x00422b8d 5   6    .text   ascii   D9trp
1816 0x00022ca4 0x00422ca4 4   6    .text   utf8    ic01
1817 0x00022cde 0x00422cde 4   5    .text   ascii   Fp:\b
1818 0x00022d24 0x00422d24 5   6    .text   ascii   4WnEF
1819 0x00022d62 0x00422d62 4   5    .text   ascii   P{?/
1820 0x00022d9b 0x00422d9b 5   6    .text   ascii   /3\r6X
1821 0x00022da9 0x00422da9 11  12   .text   ascii   ^y\euqM3l\vKB
1822 0x00022dbc 0x00422dbc 4   5    .text   ascii   lcvy
1823 0x00022dce 0x00422dce 4   5    .text   ascii   S% 5
1824 0x00022ddc 0x00422ddc 4   6    .text   utf8    އ\eny blocks=Thaana,Basic Latin
1825 0x00022e15 0x00422e15 6   7    .text   ascii   FzID\fq
1826 0x00022e56 0x00422e56 4   6    .text   utf8    uURޝ blocks=Basic Latin,Thaana
1827 0x00022e68 0x00422e68 5   6    .text   ascii   CzOk2
1828 0x00022e7c 0x00422e7c 5   7    .text   utf8    >އVK\t blocks=Basic Latin,Thaana
1829 0x00022e83 0x00422e83 4   6    .text   utf8    ШqT  blocks=Cyrillic,Basic Latin
1830 0x00022ef1 0x00422ef1 5   6    .text   ascii   <Xj&?
1831 0x00022f20 0x00422f20 5   6    .text   ascii   59|ZB
1832 0x00022f73 0x00422f73 5   6    .text   ascii   IuyOL
1833 0x00022fa2 0x00422fa2 4   5    .text   ascii   \b-Q7
1834 0x0002301a 0x0042301a 4   5    .text   ascii   Atg4
1835 0x00023027 0x00423027 5   7    .text   utf8    ċ?iPu blocks=Latin Extended-A,Basic Latin
1836 0x000230ac 0x004230ac 6   8    .text   utf8    \a,R0*Ͽ blocks=Basic Latin,Greek and Coptic
1837 0x000230c6 0x004230c6 4   5    .text   ascii   S\b 1
1838 0x000230cc 0x004230cc 4   5    .text   ascii   g;Z!
1839 0x000230da 0x004230da 4   6    .text   utf8    'Xӷ[ blocks=Basic Latin,Cyrillic
1840 0x0002315f 0x0042315f 4   5    .text   ascii   G^tv
1841 0x000231ce 0x004231ce 4   5    .text   ascii   Z\r\nX
1842 0x000231de 0x004231de 4   5    .text   ascii   pNHF
1843 0x0002320c 0x0042320c 4   6    .text   utf8    Wȩme blocks=Basic Latin,Latin Extended-B
1844 0x0002322d 0x0042322d 5   6    .text   ascii   MM2]z
1845 0x00023234 0x00423234 7   8    .text   ascii   63rS%y\t
1846 0x0002323c 0x0042323c 4   5    .text   ascii   _S{&
1847 0x000232bb 0x004232bb 4   6    .text   utf8    f\aȂu blocks=Basic Latin,Latin Extended-B
1848 0x000232ec 0x004232ec 4   5    .text   ascii   8`FG
1849 0x000232f6 0x004232f6 5   6    .text   ascii   @#onI
1850 0x00023317 0x00423317 4   5    .text   ascii   LI5P
1851 0x00023328 0x00423328 4   5    .text   ascii   F{r(
1852 0x00023352 0x00423352 5   6    .text   ascii   fL-[\n
1853 0x0002336a 0x0042336a 6   9    .text   utf8    䟵wM`{d blocks=CJK Unified Ideographs Extension A,Basic Latin
1854 0x000233bd 0x004233bd 6   7    .text   ascii   -#uuk*
1855 0x000233d7 0x004233d7 4   5    .text   ascii   m;|\e
1856 0x000233fb 0x004233fb 4   5    .text   ascii   L)nG
1857 0x00023442 0x00423442 4   5    .text   ascii   n:)\e
1858 0x00023513 0x00423513 5   7    .text   utf8    5;׀zZ blocks=Basic Latin,Hebrew
1859 0x0002353e 0x0042353e 4   5    .text   ascii   V\fbD
1860 0x00023549 0x00423549 4   5    .text   ascii   Cute
1861 0x00023574 0x00423574 5   6    .text   ascii   (@r_>
1862 0x00023597 0x00423597 5   6    .text   ascii   ]!4*5
1863 0x000235ab 0x004235ab 4   5    .text   ascii   C%6r
1864 0x000235b0 0x004235b0 4   5    .text   ascii   (e~D
1865 0x000235b8 0x004235b8 5   6    .text   ascii   KN,j"
1866 0x000235ea 0x004235ea 7   9    .text   utf8    d{i&0dP
1867 0x000235f8 0x004235f8 6   7    .text   ascii   #zy\tiw
1868 0x00023638 0x00423638 4   7    .text   utf8    EހXԉ blocks=Basic Latin,Thaana,Cyrillic Supplement
1869 0x00023645 0x00423645 5   7    .text   utf8    uԘ.,p blocks=Basic Latin,Cyrillic Supplement
1870 0x0002368a 0x0042368a 5   6    .text   ascii   ob6Rf
1871 0x0002369f 0x0042369f 6   8    .text   utf8    mԤ\v\r#y blocks=Basic Latin,Cyrillic Supplement
1872 0x000236ae 0x004236ae 4   5    .text   ascii   aBOY
1873 0x000236b7 0x004236b7 4   6    .text   utf8    #!œ0 blocks=Basic Latin,Latin Extended-A
1874 0x000236d8 0x004236d8 4   5    .text   ascii   .|-x
1875 0x000236e3 0x004236e3 4   8    .text   utf8    $ڤi玝 blocks=Basic Latin,Arabic,CJK Unified Ideographs
1876 0x000236f4 0x004236f4 4   5    .text   ascii   \a\tLM
1877 0x00023760 0x00423760 5   6    .text   ascii   j;?\vX
1878 0x000237d6 0x004237d6 6   8    .text   utf8    CE۔eX} blocks=Basic Latin,Arabic
1879 0x000237e2 0x004237e2 4   6    .text   utf8    TkϤS blocks=Basic Latin,Greek and Coptic
1880 0x00023806 0x00423806 7   8    .text   ascii   hD)xK\aa
1881 0x00023840 0x00423840 4   5    .text   ascii   Y\!T
1882 0x00023887 0x00423887 4   5    .text   ascii   Wj#6
1883 0x000238a7 0x004238a7 4   6    .text   utf8    ܟ?O8 blocks=Syriac,Basic Latin
1884 0x000238be 0x004238be 4   5    .text   ascii   tZR{
1885 0x000238f0 0x004238f0 6   7    .text   ascii   YNTZ@\e
1886 0x00023914 0x00423914 5   8    .text   utf8    uV[5 blocks=Basic Latin,Private Use Area
1887 0x000239ac 0x004239ac 7   9    .text   utf8    \vՕq<:]6 blocks=Basic Latin,Armenian
1888 0x000239c5 0x004239c5 4   6    .text   utf8    pD5ˋ blocks=Basic Latin,Spacing Modifier Letters
1889 0x000239fe 0x004239fe 4   5    .text   ascii   3z |
1890 0x00023a26 0x00423a26 5   6    .text   ascii   1r':6
1891 0x00023aa1 0x00423aa1 4   5    .text   ascii   P"rN
1892 0x00023aed 0x00423aed 4   6    .text   utf8    շa\nx blocks=Armenian,Basic Latin
1893 0x00023b03 0x00423b03 5   6    .text   ascii   m,,&,
1894 0x00023b73 0x00423b73 5   10   .text   utf8    튂Kjݍٹ blocks=Hangul Syllables,Basic Latin,Syriac,Arabic
1895 0x00023ba5 0x00423ba5 5   7    .text   utf8    31®CK blocks=Basic Latin,Latin-1 Supplement
1896 0x00023c3b 0x00423c3b 4   5    .text   ascii   |2kf
1897 0x00023c4d 0x00423c4d 4   5    .text   ascii   )x][
1898 0x00023c72 0x00423c72 6   7    .text   ascii   w]wy{)
1899 0x00023c81 0x00423c81 4   5    .text   ascii   Qt 1
1900 0x00023c99 0x00423c99 5   6    .text   ascii   s?\}b
1901 0x00023ca7 0x00423ca7 5   7    .text   utf8    P1$Aʓ blocks=Basic Latin,IPA Extensions
1902 0x00023cf2 0x00423cf2 6   7    .text   ascii   =$cZ\nH
1903 0x00023d17 0x00423d17 4   6    .text   utf8    яl#5 blocks=Cyrillic,Basic Latin
1904 0x00023d40 0x00423d40 4   5    .text   ascii   ds_\a
1905 0x00023d60 0x00423d60 4   5    .text   ascii   e}xc
1906 0x00023d91 0x00423d91 5   8    .text   utf8    \<U?懾 blocks=Basic Latin,CJK Unified Ideographs
1907 0x00023d9b 0x00423d9b 4   5    .text   ascii   9~\nH
1908 0x00023dd5 0x00423dd5 4   6    .text   utf8    mrx߭ blocks=Basic Latin,NKo
1909 0x00023e07 0x00423e07 6   8    .text   utf8    DXŀ\.k blocks=Basic Latin,Latin Extended-A
1910 0x00023e28 0x00423e28 4   6    .text   utf8    ܶ^\eQ blocks=Syriac,Basic Latin
1911 0x00023e33 0x00423e33 5   6    .text   ascii   ^*EOt
1912 0x00023e99 0x00423e99 5   6    .text   ascii   QLbv"
1913 0x00023ec9 0x00423ec9 5   6    .text   ascii   Z(H_9
1914 0x00023f13 0x00423f13 4   5    .text   ascii   V,pO
1915 0x00023f5d 0x00423f5d 4   5    .text   ascii   ZVKG
1916 0x00023f6d 0x00423f6d 4   5    .text   ascii   d\nYi
1917 0x00023f80 0x00423f80 4   5    .text   ascii   O\ak|
1918 0x00023fb1 0x00423fb1 4   5    .text   ascii   N@^F
1919 0x00023fbe 0x00423fbe 4   5    .text   ascii   D#Te
1920 0x00023fc3 0x00423fc3 4   5    .text   ascii   Lp?)
1921 0x00023fc8 0x00423fc8 4   5    .text   ascii   ^oOo
1922 0x00023ff1 0x00423ff1 6   7    .text   ascii   \eKJXX\e
1923 0x00023ffa 0x00423ffa 5   6    .text   ascii   $/\eRS
1924 0x00024028 0x00424028 4   5    .text   ascii   [z`b
1925 0x00024045 0x00424045 4   5    .text   ascii   f|y\n
1926 0x00024058 0x00424058 4   5    .text   ascii   -{`U
1927 0x000240ac 0x004240ac 4   5    .text   ascii   qX\f\n
1928 0x000240b1 0x004240b1 6   8    .text   utf8    0,\b*Y̐ blocks=Basic Latin,Combining Diacritical Marks
1929 0x000240fc 0x004240fc 5   6    .text   ascii   i1*Ys
1930 0x000241bb 0x004241bb 4   5    .text   ascii   P@K1
1931 0x0002421f 0x0042421f 4   5    .text   ascii   *vur
1932 0x00024258 0x00424258 4   6    .text   utf8    =IDĦ blocks=Basic Latin,Latin Extended-A
1933 0x00024284 0x00424284 4   5    .text   ascii   ba\aZ
1934 0x000242cc 0x004242cc 4   5    .text   ascii   Xnwj
1935 0x000242d4 0x004242d4 5   8    .text   utf8    ß`0ވk blocks=Latin-1 Supplement,Basic Latin,Thaana
1936 0x000242f0 0x004242f0 4   7    .text   utf8    >엃\t[ blocks=Basic Latin,Hangul Syllables
1937 0x0002430d 0x0042430d 4   5    .text   ascii   ohPv
1938 0x00024319 0x00424319 4   6    .text   utf8    tðF\b blocks=Basic Latin,Latin-1 Supplement
1939 0x00024376 0x00424376 9   11   .text   utf8    ZwGlDk\͒h blocks=Basic Latin,Combining Diacritical Marks
1940 0x00024396 0x00424396 4   5    .text   ascii   X.jb
1941 0x0002439d 0x0042439d 4   5    .text   ascii   Y\YI
1942 0x000243b0 0x004243b0 4   5    .text   ascii   f)\er
1943 0x000243eb 0x004243eb 5   6    .text   ascii   kOs\tF
1944 0x000243fc 0x004243fc 4   5    .text   ascii   G)"Q
1945 0x00024402 0x00424402 4   5    .text   ascii   #va?
1946 0x0002443b 0x0042443b 4   5    .text   ascii   o.U\t
1947 0x00024444 0x00424444 5   6    .text   ascii   m\]o]
1948 0x00024452 0x00424452 4   5    .text   ascii   \n1]:
1949 0x000244bc 0x004244bc 4   5    .text   ascii   ;\e{S
1950 0x000244c6 0x004244c6 4   5    .text   ascii   N:xJ
1951 0x000244de 0x004244de 5   6    .text   ascii   7\t\e!|
1952 0x00024508 0x00424508 5   7    .text   utf8    1ʟ`?: blocks=Basic Latin,IPA Extensions
1953 0x00024529 0x00424529 6   7    .text   ascii   {8G\v2-
1954 0x0002459d 0x0042459d 4   6    .text   utf8    Gne܁ blocks=Basic Latin,Syriac
1955 0x000245b9 0x004245b9 5   6    .text   ascii   \bwBAC
1956 0x000245c8 0x004245c8 4   5    .text   ascii   TWI\r
1957 0x000245d6 0x004245d6 4   5    .text   ascii   {s*2
1958 0x000245e6 0x004245e6 4   5    .text   ascii   LfO\n
1959 0x0002464a 0x0042464a 4   6    .text   utf8    Pw۲u blocks=Basic Latin,Arabic
1960 0x00024666 0x00424666 4   6    .text   utf8    ߂ u) blocks=NKo,Basic Latin
1961 0x00024673 0x00424673 4   5    .text   ascii   0}h\r
1962 0x000246a8 0x004246a8 4   5    .text   ascii   D$i[
1963 0x000246c7 0x004246c7 4   5    .text   ascii   + 3R
1964 0x00024777 0x00424777 4   6    .text   utf8    ?ɖoI blocks=Basic Latin,IPA Extensions
1965 0x00024787 0x00424787 5   6    .text   ascii   V~\r"k
1966 0x000247c9 0x004247c9 5   6    .text   ascii   ^M%2u
1967 0x000247eb 0x004247eb 4   5    .text   ascii   t\r^D
1968 0x00024826 0x00424826 7   8    .text   ascii   G\a=no|_
1969 0x000248a7 0x004248a7 4   6    .text   utf8    ~4ڦc blocks=Basic Latin,Arabic
1970 0x000248da 0x004248da 4   5    .text   ascii   s+QY
1971 0x000248e6 0x004248e6 4   5    .text   ascii   \fqyJ
1972 0x000248ed 0x004248ed 4   5    .text   ascii   6WTK
1973 0x00024937 0x00424937 4   5    .text   ascii   Wj+#
1974 0x0002496b 0x0042496b 4   5    .text   ascii   @8k\e
1975 0x000249a6 0x004249a6 7   10   .text   utf8    M)\a7ꫵ . blocks=Basic Latin,Meetei Mayek Extensions
1976 0x00024a1e 0x00424a1e 5   6    .text   ascii   If+cr
1977 0x00024a51 0x00424a51 4   5    .text   ascii   3cU\b
1978 0x00024a5a 0x00424a5a 4   6    .text   utf8    Lkʳ_ blocks=Basic Latin,Spacing Modifier Letters
1979 0x00024a81 0x00424a81 4   5    .text   ascii   \aAx\f
1980 0x00024ab6 0x00424ab6 4   5    .text   ascii   HR:&
1981 0x00024ac8 0x00424ac8 4   5    .text   ascii   m"Q2
1982 0x00024ace 0x00424ace 4   6    .text   utf8    (@Ħ) blocks=Basic Latin,Latin Extended-A
1983 0x00024aea 0x00424aea 4   7    .text   utf8    ɯ4ەl blocks=IPA Extensions,Basic Latin,Arabic
1984 0x00024b10 0x00424b10 5   6    .text   ascii   xY~rB
1985 0x00024b16 0x00424b16 4   5    .text   ascii   "3?%
1986 0x00024b30 0x00424b30 4   6    .text   utf8    ̚QuT blocks=Combining Diacritical Marks,Basic Latin
1987 0x00024b53 0x00424b53 4   5    .text   ascii   _nL`
1988 0x00024b58 0x00424b58 4   6    .text   utf8    H6ő4 blocks=Basic Latin,Latin Extended-A
1989 0x00024b83 0x00424b83 4   5    .text   ascii   TG/6
1990 0x00024bb3 0x00424bb3 4   5    .text   ascii   in)|
1991 0x00024bcb 0x00424bcb 4   5    .text   ascii   VI@6
1992 0x00024c06 0x00424c06 4   5    .text   ascii   tK%u
1993 0x00024c0b 0x00424c0b 4   7    .text   utf8    >4~ᛍ blocks=Basic Latin,Runic
1994 0x00024c7b 0x00424c7b 4   5    .text   ascii   LR+r
1995 0x00024cb0 0x00424cb0 4   5    .text   ascii   qc>i
1996 0x00024cc6 0x00424cc6 8   9    .text   ascii   ~_6C\aLrK
1997 0x00024cdf 0x00424cdf 5   6    .text   ascii   ;MH3P
1998 0x00024d05 0x00424d05 4   5    .text   ascii   `&?g
1999 0x00024d0b 0x00424d0b 4   5    .text   ascii   pMvG
2000 0x00024d19 0x00424d19 7   10   .text   utf8    4}D刐fT\n blocks=Basic Latin,CJK Unified Ideographs
2001 0x00024d89 0x00424d89 4   5    .text   ascii   pi4\t
2002 0x00024dad 0x00424dad 4   5    .text   ascii   Y["=
2003 0x00024dbd 0x00424dbd 4   5    .text   ascii   /T[h
2004 0x00024de6 0x00424de6 4   5    .text   ascii   w>`u
2005 0x00024df5 0x00424df5 4   6    .text   utf8    Յ\b@\t blocks=Armenian,Basic Latin
2006 0x00024e02 0x00424e02 5   7    .text   utf8    osbȦP blocks=Basic Latin,Latin Extended-B
2007 0x00024e29 0x00424e29 5   6    .text   ascii   U0" >
2008 0x00024e58 0x00424e58 6   7    .text   ascii   vYS7b\
2009 0x00024e88 0x00424e88 4   5    .text   ascii   Tx2k
2010 0x00024eb4 0x00424eb4 5   6    .text   ascii   DW\vO7
2011 0x00024ed7 0x00424ed7 5   8    .text   utf8    cb起*t blocks=Basic Latin,CJK Unified Ideographs
2012 0x00024ee1 0x00424ee1 4   5    .text   ascii   bmv\t
2013 0x00024f19 0x00424f19 5   6    .text   ascii   *XMj\e
2014 0x00024f21 0x00424f21 4   5    .text   ascii   y3'2
2015 0x00024f6d 0x00424f6d 4   5    .text   ascii   "Q8m
2016 0x00024f8e 0x00424f8e 4   5    .text   ascii   %^;T
2017 0x00024f9a 0x00424f9a 6   8    .text   utf8    U}Qyoc
2018 0x00024fcc 0x00424fcc 7   8    .text   ascii   ]BwUlj!
2019 0x00024fdf 0x00424fdf 5   7    .text   utf8    Gvт&H blocks=Basic Latin,Cyrillic
2020 0x00025005 0x00425005 8   10   .text   utf8    G$X'MФh/ blocks=Basic Latin,Cyrillic
2021 0x0002503c 0x0042503c 4   6    .text   utf8    )0Ȼ~ blocks=Basic Latin,Latin Extended-B
2022 0x0002505f 0x0042505f 4   5    .text   ascii   L\bc>
2023 0x00025065 0x00425065 4   5    .text   ascii   VSS%
2024 0x00025074 0x00425074 5   6    .text   ascii   =W@\a\f
2025 0x000250ac 0x004250ac 4   5    .text   ascii   LGf]
2026 0x000250c9 0x004250c9 4   6    .text   utf8    lΪTf blocks=Basic Latin,Greek and Coptic
2027 0x000250f3 0x004250f3 6   7    .text   ascii   \r]"8IT
2028 0x0002512a 0x0042512a 4   5    .text   ascii   \a9K)
2029 0x00025130 0x00425130 4   5    .text   ascii   A?vt
2030 0x00025137 0x00425137 4   6    .text   utf8    A\f8Ӳ blocks=Basic Latin,Cyrillic
2031 0x00025171 0x00425171 5   6    .text   ascii   #kW}{
2032 0x000251b2 0x004251b2 6   7    .text   ascii   djMi0-
2033 0x000251b9 0x004251b9 4   5    .text   ascii   MJt6
2034 0x0002526c 0x0042526c 4   7    .text   utf8    c\v꿞0 blocks=Basic Latin,Hangul Syllables
2035 0x0002529a 0x0042529a 4   7    .text   utf8    P>轼W blocks=Basic Latin,CJK Unified Ideographs
2036 0x000252a1 0x004252a1 5   6    .text   ascii   S}%'[
2037 0x000252f7 0x004252f7 5   6    .text   ascii   w#34P
2038 0x00025318 0x00425318 4   6    .text   utf8    1MNΖ blocks=Basic Latin,Greek and Coptic
2039 0x00025368 0x00425368 5   6    .text   ascii   upf3C
2040 0x000253a9 0x004253a9 4   7    .text   utf8    \t+췊+ blocks=Basic Latin,Hangul Syllables
2041 0x00025416 0x00425416 5   7    .text   utf8    x\bVɱK blocks=Basic Latin,IPA Extensions
2042 0x0002543d 0x0042543d 4   6    .text   utf8    ,[\rߣ blocks=Basic Latin,NKo
2043 0x000254d9 0x004254d9 5   7    .text   utf8    $˦kbW blocks=Basic Latin,Spacing Modifier Letters
2044 0x000254f1 0x004254f1 8   9    .text   ascii   h5:](dkx
2045 0x000254fd 0x004254fd 4   5    .text   ascii   h(Qj
2046 0x0002550e 0x0042550e 9   11   .text   utf8    ɕK*k8-l)T blocks=IPA Extensions,Basic Latin
2047 0x000255b4 0x004255b4 4   5    .text   ascii   1_oI
2048 0x000255d5 0x004255d5 5   6    .text   ascii   R`7Xq
2049 0x00025634 0x00425634 4   5    .text   ascii   La$\a
2050 0x0002563d 0x0042563d 4   5    .text   ascii   c`\tg
2051 0x00025681 0x00425681 5   6    .text   ascii   9s Y}
2052 0x000256c9 0x004256c9 4   5    .text   ascii   D<Ou
2053 0x000256e4 0x004256e4 4   5    .text   ascii   Zc_+
2054 0x000257a1 0x004257a1 5   8    .text   utf8    \eM,߈° blocks=Basic Latin,NKo,Latin-1 Supplement
2055 0x000257e6 0x004257e6 4   6    .text   utf8    9Ʀqt blocks=Basic Latin,Latin Extended-B
2056 0x000257fa 0x004257fa 4   7    .text   utf8    ڕE7Ϻ blocks=Arabic,Basic Latin,Greek and Coptic
2057 0x00025814 0x00425814 4   5    .text   ascii   ;\vns
2058 0x0002583d 0x0042583d 4   5    .text   ascii   \ra%i
